Time Elapsed (s), sys_mem_r(MB/s), sys_mem_w(MB/s), total(MB/s)
5.0359e-05,494.011,474.3,968.311
0.0989885,314.598,283.727,598.326
0.199732,289.914,264.933,554.847
0.299465,322.655,310.004,632.659
0.400199,429.271,377.686,806.957
0.49992,269.809,253.258,523.068
0.600729,282,256.831,538.831
0.700443,292.139,265.898,558.037
0.801202,360.052,325.308,685.36
0.900888,283.537,263.169,546.706
1.00158,257.908,232.87,490.779
1.10131,277.651,251.428,529.079
1.20203,313.533,283.702,597.235
1.30175,744.356,563.635,1307.99
1.40253,283.489,195.377,478.865
1.50226,268.045,212.023,480.068
1.60304,276.171,244.799,520.97
1.70283,269.562,247.788,517.35
1.80359,302.223,285.18,587.403
1.90332,289.796,271.553,561.349
2.00405,271.745,256.983,528.728
2.10373,268.913,251.946,520.86
2.20443,241.307,221.228,462.534
2.30415,264.867,253.327,518.194
2.40486,248.276,234.605,482.881
2.50456,271.598,264.179,535.777
2.60531,288.104,265.691,553.796
2.70515,282.969,267.114,550.083
2.80586,332.806,318.388,651.194
2.90557,290.874,283.142,574.015
3.00631,238.986,226.104,465.09
3.10597,297.809,276.026,573.835
3.20667,265.451,256.216,521.667
3.30641,250.454,241.177,491.631
3.40719,234.389,219.725,454.115
3.50692,256.547,245.031,501.578
3.60764,258.635,251.66,510.295
3.70738,242.446,241.635,484.081
3.80809,339.804,325.283,665.087
3.90778,307.763,284.012,591.775
4.00849,279.915,268.804,548.72
4.1082,258.045,248.36,506.405
4.20898,258.234,242.594,500.828
4.30869,277.152,267.656,544.808
4.4094,283.316,276.268,559.584
4.50919,270.113,267.411,537.524
4.60991,244.152,231.812,475.964
4.70958,287.488,285.169,572.657
4.81033,327.492,325.639,653.131
4.90999,270.43,268.071,538.501
5.01069,237.743,230.812,468.555
5.11042,253.132,239.621,492.753
5.21015,274.842,270.678,545.521
5.30986,259.518,257.364,516.882
5.40943,292.04,276.138,568.178
5.51004,249.13,234.689,483.819
5.60978,262.564,256.271,518.835
5.71051,256.681,256.721,513.402
5.81028,306.023,308.49,614.513
5.911,269.28,255.525,524.805
6.01071,255.542,248.694,504.236
6.11146,260.384,247.447,507.831
6.21118,252.3,246.952,499.252
6.31188,260.315,242.486,502.801
6.41169,484.666,324.211,808.877
6.51233,448.944,288.798,737.742
6.61197,249.45,235.825,485.276
6.71267,244.161,233.676,477.837
6.8124,281.409,280.551,561.959
6.91212,280.757,274.477,555.234
7.01185,260.433,253.502,513.935
7.11157,243.012,240.41,483.422
7.21229,242.924,230.813,473.738
7.31203,241.942,238.26,480.202
7.41274,250.57,247.871,498.441
7.51245,250.86,252.287,503.147
7.61316,228.172,222.815,450.988
7.71286,306.917,301.19,608.107
7.8136,317.562,317.784,635.347
7.91324,277.016,274.486,551.502
8.0139,231.806,214.748,446.554
8.1136,262.406,261.199,523.605
8.21433,272.385,268.756,541.141
8.31403,249.507,249.259,498.766
8.41477,266.136,227.565,493.702
8.51458,285.614,288.118,573.733
8.61522,276.689,270.515,547.204
8.71485,276.249,275.452,551.701
8.81459,281.188,277.97,559.158
8.91426,294.45,286.141,580.591
9.01395,311.659,295.02,606.678
9.11468,268.867,260.598,529.465
9.2144,235.163,223.533,458.696
9.31513,261.389,250.781,512.17
9.41487,259.409,258.07,517.479
9.5156,258.935,256.296,515.231
9.61533,263.271,260.226,523.497
9.71603,250.828,248.232,499.06
9.81572,298.454,300.194,598.648
9.91637,255.83,258.211,514.041
10.016,275.017,268.938,543.955
10.1167,237.261,222.547,459.808
10.2164,245.911,238.004,483.914
10.3161,249.311,246.378,495.69
10.4159,320.93,286.357,607.286
10.5155,222.107,215.939,438.045
10.6162,247.108,232.415,479.523
10.7159,255.489,242.336,497.825
10.8167,320.951,319.078,640.029
10.9163,296.921,284.345,581.266
11.0169,265.938,256.16,522.098
11.1166,280.82,264.061,544.881
11.2174,452.248,395.631,847.879
11.3171,556.131,421.523,977.654
11.4179,255.517,190.587,446.104
11.5176,298.147,227.2,525.347
11.6183,264.182,245.276,509.459
11.718,254.146,242.87,497.016
11.8177,281.289,264.666,545.955
11.9174,272.408,260.266,532.674
12.0171,269.204,262.188,531.392
12.1178,262.757,254.875,517.632
12.2175,229.498,214.46,443.957
12.3182,253.173,243.525,496.698
12.4179,315.532,277.614,593.146
12.5186,268.149,255.537,523.686
12.6184,242.031,226.366,468.397
12.7191,258.209,231.615,489.825
12.8188,324.831,320.07,644.901
12.9196,287.207,284.577,571.784
13.0194,256.82,252.007,508.827
13.1202,256.012,239.841,495.853
13.2199,288.96,287.523,576.483
13.3206,283.05,274.333,557.383
13.4203,241.015,238.367,479.382
13.521,237.004,219.338,456.341
13.6207,247.598,240.879,488.477
13.7214,250.309,252.869,503.178
13.8212,328.561,332.396,660.957
13.9219,232.977,221.92,454.897
14.0216,284.648,285.259,569.907
14.1223,303.245,277.276,580.521
14.2221,276.676,271.043,547.719
14.3229,228.406,214.351,442.756
14.4225,255.472,248.157,503.629
14.5232,310.691,275.434,586.125
14.6229,267.427,267.101,534.527
14.7237,225.873,207.492,433.365
14.8234,301.38,283.789,585.169
14.924,263.127,256.278,519.405
15.0237,265.878,264.029,529.907
15.1233,233.105,227.889,460.993
15.2241,272.244,267.047,539.291
15.3237,268.085,267.676,535.76
15.4244,259.615,255.341,514.957
15.5241,252.698,253.386,506.083
15.6248,259.905,255.913,515.818
15.7245,289.481,289.348,578.829
15.8251,306.686,315.687,622.373
15.9248,256.156,249.544,505.7
16.0244,252.176,244.308,496.484
16.1252,339.748,328.452,668.201
16.225,274.435,273.572,548.006
16.3256,251.324,242.818,494.142
16.4253,241.177,228.756,469.933
16.5259,374.32,333.275,707.595
16.6255,365.884,286.962,652.846
16.7262,514.822,273.197,788.02
16.8269,292.563,271.418,563.98
16.9266,286.639,268.68,555.32
17.0273,255.411,248.538,503.948
17.1269,243.182,240.889,484.071
17.2276,231.877,221.113,452.99
17.3273,256.581,256.07,512.651
17.428,268.238,248.152,516.39
17.5276,252.127,251.747,503.874
17.6273,237.292,230.43,467.722
17.7271,228.706,221.71,450.416
17.8268,314.735,317.438,632.173
17.9264,320.626,326.606,647.232
18.0261,263.933,256.161,520.094
18.1268,288.088,277.973,566.061
18.2265,309.985,299.455,609.441
18.3272,274.222,271.203,545.425
18.4269,236.623,224.016,460.639
18.5276,249.14,235.343,484.483
18.6272,305.123,278.855,583.978
18.7279,248.559,243.212,491.77
18.8276,316.395,300.839,617.235
18.9273,246.393,228.121,474.514
19.028,259.983,253.361,513.343
19.1276,251.503,244.216,495.72
19.2283,317.928,289.984,607.912
19.328,251.585,243.002,494.587
19.4287,271.731,262.909,534.639
19.5283,255.011,252.41,507.421
19.629,264.632,259.603,524.234
19.7296,229.546,223.139,452.684
19.8293,296.561,296.809,593.37
19.93,271.044,266.746,537.79
20.0296,263.766,259.37,523.136
20.1303,243.403,240.725,484.127
20.23,243.435,237.119,480.555
20.3296,244.468,245.016,489.484
20.4303,258.18,252.796,510.975
20.53,241.928,245.209,487.137
20.6307,306.296,276.681,582.977
20.7304,257.657,249.914,507.571
20.8311,314.017,308.483,622.5
20.9308,261.739,254.292,516.031
21.0316,1989.31,1337.34,3326.64
21.1317,5373.21,2702.23,8075.44
21.2313,6873.38,3352.16,10225.5
21.3319,6837.9,3378.79,10216.7
21.4326,6648.45,3305.07,9953.51
21.5322,6623.34,3298.99,9922.33
21.6327,6680.42,3329.69,10010.1
21.7323,9401.09,4666.86,14068
21.832,20680.7,10192.4,30873.1
21.9347,17444.9,8583.81,26028.7
