Time Elapsed (s), sys_mem_r(MB/s), sys_mem_w(MB/s), total(MB/s)
5.2443e-05,955.029,1400.52,2355.55
0.0997367,828.028,1202.56,2030.58
0.200483,737.202,1144.17,1881.37
0.300212,748.866,1386.69,2135.55
0.400943,742.412,1070.83,1813.25
0.500668,740.179,1148.84,1889.02
0.601396,769.587,1378.61,2148.2
0.701115,675.912,927.768,1603.68
0.801867,964.487,1409.5,2373.99
0.901563,677.121,1096.16,1773.28
1.00226,796.118,1357.17,2153.29
1.10201,824.734,1179.28,2004.02
1.20276,626.768,1056.12,1682.89
1.30253,721.168,1108.66,1829.82
1.40329,764.907,1340.89,2105.79
1.50303,800.476,1196.42,1996.9
1.60375,652.219,1073.4,1725.62
1.70348,644.06,1064.79,1708.85
1.8042,875.449,1447.74,2323.19
1.90387,704.899,1111.7,1816.6
2.00466,712.964,1321.05,2034.02
2.10438,674.794,1064.77,1739.56
2.20508,659.422,1085.22,1744.64
2.30479,767.699,1175.58,1943.27
2.40552,645.665,1225.41,1871.07
2.50524,834.147,1239.12,2073.27
2.60597,657.994,1087.34,1745.33
2.70564,672.026,1085.68,1757.71
2.80638,801.176,1379.22,2180.39
2.90609,753.128,1166.26,1919.39
3.0068,676.804,1245.81,1922.62
3.10654,631.459,906.029,1537.49
3.20727,738.451,1316.65,2055.1
3.30701,740.024,1154.81,1894.84
3.40771,651.3,1074.8,1726.1
3.50743,805.187,1395.15,2200.34
3.60715,573.315,995.842,1569.16
3.70688,730.27,1150.21,1880.48
3.80665,697.781,1270.28,1968.06
3.90639,724.551,1164.09,1888.64
4.00615,726.619,1146.8,1873.42
4.10586,620.898,1049.95,1670.85
4.20662,710.694,1316.39,2027.08
4.30637,660.989,1057.92,1718.91
4.4071,765.948,955.524,1721.47
4.5069,1177.11,1916.47,3093.58
4.60722,1271.63,1750.03,3021.66
4.7078,852.742,1410.83,2263.58
4.8074,1088.86,1946.46,3035.32
4.90794,981.958,1542.29,2524.25
5.00852,1047.06,1902.47,2949.53
5.10809,997.505,1558.1,2555.61
5.20866,1185.63,2043.21,3228.84
5.30922,859.572,1416.52,2276.09
5.40876,896.2,1466.94,2363.14
5.50923,1213.16,2030.6,3243.75
5.60981,1012.07,1881.39,2893.45
5.70939,1016.03,1575.43,2591.47
5.80894,1255.23,2109.77,3365
5.90949,848.166,1410.79,2258.95
6.00903,822.028,1401.13,2223.16
6.1086,1194.93,2056.23,3251.15
6.20919,1233.31,1897.45,3130.76
6.30975,1072.99,1567.16,2640.15
6.40928,1083.82,1913.74,2997.56
6.50983,1003.27,1563.43,2566.7
6.61042,810.043,1379.61,2189.66
6.70997,1192.33,2051.53,3243.86
6.81055,1084.89,1948.82,3033.71
6.91111,1014.4,1567.17,2581.57
7.01066,832.861,1396.84,2229.7
7.11122,1193.27,2050.3,3243.58
7.21175,820.745,1391.56,2212.3
7.31128,830.405,1869.51,2699.92
7.41181,1157.82,1561.21,2719.04
7.51234,1191.71,2048.23,3239.94
7.61188,813.241,1397.45,2210.69
7.71141,1185.1,2049.74,3234.83
7.812,850.348,1473.04,2323.39
7.91159,1003.17,1843.31,2846.48
8.01117,987.487,1551.38,2538.87
8.11174,1187.64,2052.31,3239.95
8.21132,798.241,1382.97,2181.21
