time,utilization
0.00,0.00
0.28,20.37
0.55,5.67
0.84,1.15
1.20,1.04
1.48,0.72
1.77,0.56
2.05,17.36
2.33,0.83
2.61,0.89
2.88,0.80
3.17,0.79
3.45,0.84
3.73,0.83
4.01,1.04
4.29,13.84
4.56,0.93
4.83,0.94
5.11,0.80
5.39,0.75
5.67,1.03
5.95,1.11
6.23,1.01
6.51,1.02
6.79,1.08
7.07,1.08
7.34,1.00
7.62,1.13
7.91,1.04
8.19,0.94
8.46,1.08
8.75,1.10
9.03,1.07
9.31,1.04
9.59,1.13
9.87,1.04
10.15,1.09
10.43,1.07
10.71,1.10
10.99,1.06
11.27,0.98
11.55,0.97
11.83,1.09
12.11,1.01
12.39,0.91
12.67,0.43
12.94,0.48
13.22,0.41
13.49,0.73
13.76,1.08
14.04,1.05
14.32,1.02
14.60,0.98
14.88,1.09
15.17,1.08
15.45,1.07
15.73,1.12
16.02,1.10
16.30,1.09
16.58,1.05
16.86,1.05
17.14,1.05
17.41,0.63
17.69,0.41
17.97,0.43
18.24,0.45
18.52,1.00
18.80,1.10
19.08,1.07
19.36,1.04
19.64,1.06
19.92,1.10
20.21,1.16
20.48,1.03
20.76,1.11
21.05,1.10
21.33,1.04
21.60,1.03
21.88,1.06
22.16,1.20
22.44,1.00
22.71,1.24
22.99,1.24
23.28,1.52
23.56,3.67
23.84,6.60
24.12,7.40
24.38,8.14
24.66,1.13
24.93,12.98
25.20,5.29
25.48,0.96
25.76,1.06
26.04,12.09
26.32,18.26
26.60,1.00
26.86,1.07
27.13,1.06
27.41,1.05
27.68,1.06
27.96,1.03
28.24,7.08
28.52,22.11
28.79,23.20
29.07,11.13
29.34,0.95
29.62,1.07
29.89,1.09
30.17,1.04
30.44,0.98
30.72,1.10
31.00,0.98
31.27,1.05
31.55,1.07
31.82,1.04
32.10,1.12
32.38,1.09
32.66,1.24
32.95,18.25
33.23,14.55
33.50,0.86
33.78,0.89
34.06,0.89
34.34,0.63
34.61,0.45
34.89,0.47
35.17,0.50
35.44,0.49
35.73,0.55
36.01,0.56
36.29,0.65
36.56,0.68
36.84,0.81
37.12,0.96
37.40,1.02
37.68,0.76
37.96,0.93
38.24,0.78
38.52,1.01
38.80,1.05
39.08,1.05
39.36,1.05
39.64,1.12
39.92,1.03
40.20,1.04
40.48,1.07
40.76,0.99
41.04,1.05
41.34,1.02
41.62,1.02
41.90,1.10
42.18,1.00
42.45,1.04
42.73,1.13
43.00,1.08
43.28,1.12
43.56,1.04
43.84,1.09
44.12,1.06
44.41,1.02
44.69,1.05
44.97,1.05
45.29,1.11
45.57,1.12
45.85,1.08
46.13,1.03
46.41,1.00
46.69,1.07
46.97,1.08
47.25,0.99
47.53,1.00
47.80,1.05
48.08,0.99
48.35,1.13
48.63,1.12
48.90,1.06
49.18,1.05
49.46,1.07
49.74,1.07
50.03,1.09
50.32,1.07
50.60,1.05
50.88,1.01
51.16,1.05
51.44,1.06
51.72,1.03
52.00,1.10
52.28,1.01
52.57,1.04
52.85,1.11
53.14,1.06
53.42,1.02
53.70,1.09
53.99,1.12
54.27,1.09
54.55,1.10
54.83,1.09
55.12,1.11
55.40,3.70
55.69,3.24
55.97,6.05
56.24,3.69
56.52,2.33
56.80,3.49
57.08,4.86
57.36,2.82
57.63,4.49
57.90,2.59
58.18,3.39
58.46,3.48
58.74,3.04
59.02,5.31
59.29,2.34
59.57,4.40
59.85,3.78
60.12,2.14
60.40,3.82
60.68,2.35
60.96,5.51
61.24,5.55
61.50,3.95
61.79,2.56
62.07,8.89
62.34,2.29
62.62,4.10
62.89,5.51
63.16,6.83
63.43,4.41
63.73,3.06
64.01,3.89
64.28,3.86
64.55,4.37
64.83,2.61
65.11,2.81
65.40,3.76
65.67,3.57
65.95,4.13
66.23,3.52
66.50,2.96
66.77,6.85
67.05,2.42
67.32,4.16
67.60,2.80
67.88,5.57
68.15,2.39
68.43,2.47
68.70,3.39
68.98,4.97
69.26,3.48
69.53,1.53
69.80,5.60
70.08,1.99
70.35,4.18
70.62,3.93
70.89,4.05
71.16,3.74
71.44,2.26
71.71,2.71
71.99,4.03
72.26,3.59
72.54,4.31
72.82,3.11
73.10,3.47
73.38,3.95
73.65,3.52
73.93,2.47
74.20,3.71
74.47,3.02
74.73,2.66
75.02,4.27
75.30,4.72
75.58,3.87
75.86,2.63
76.13,4.70
76.40,3.91
76.67,4.10
76.95,2.85
77.23,4.71
77.50,5.13
77.77,4.61
78.06,2.69
78.33,6.04
78.60,3.88
78.87,3.71
79.15,2.39
79.42,3.13
79.68,8.76
79.93,2.73
80.21,3.38
80.49,3.80
80.75,3.69
81.03,2.37
81.31,2.75
81.58,4.95
81.86,4.19
82.13,3.01
82.41,2.58
82.68,3.94
82.96,4.32
83.24,3.82
83.52,3.56
83.79,3.55
84.06,3.49
84.34,2.12
84.61,2.99
84.89,4.79
85.17,2.45
85.44,4.96
85.72,1.55
85.99,4.51
86.27,4.75
86.55,3.10
86.82,4.14
87.10,3.43
87.37,3.77
87.65,3.23
87.93,2.61
88.20,3.52
88.48,2.45
88.76,3.96
89.04,3.87
89.31,3.58
89.59,2.15
89.87,5.52
90.14,3.84
90.42,1.90
90.70,3.61
90.99,5.53
91.27,3.75
91.54,3.20
91.81,4.43
92.10,4.03
92.38,4.71
92.66,3.90
92.93,3.10
93.22,3.24
93.50,3.90
93.78,4.10
94.05,3.08
94.34,2.72
94.61,3.54
94.89,5.99
95.16,3.56
95.44,1.59
95.72,4.45
96.01,2.45
96.28,3.75
96.56,3.45
96.83,3.45
97.11,3.67
97.38,3.79
97.66,3.04
97.94,2.28
98.22,3.47
98.49,3.64
98.77,5.29
99.04,1.84
99.32,4.29
99.60,3.51
99.88,3.67
100.15,2.36
100.43,3.55
100.70,3.67
100.97,3.99
101.25,2.89
101.53,1.89
101.82,4.62
102.10,3.76
102.37,2.50
102.65,3.82
102.93,3.74
103.21,4.35
103.48,4.47
103.75,2.14
104.03,3.88
104.30,3.67
104.57,4.14
104.84,2.70
105.12,3.46
105.39,3.84
105.67,3.55
105.95,2.39
106.22,3.60
106.52,4.15
106.80,5.14
107.07,3.60
107.34,2.17
107.62,3.56
107.89,3.85
108.16,2.39
108.44,3.79
108.71,2.42
108.99,4.97
109.27,2.12
109.54,3.55
109.82,5.06
110.09,2.49
110.37,5.20
110.64,3.57
110.91,2.42
111.19,3.62
111.46,2.37
111.74,5.95
112.02,2.27
112.30,3.26
112.58,2.13
112.85,4.19
113.13,4.53
113.40,2.92
113.68,3.40
113.95,2.72
114.22,4.21
114.50,2.80
114.77,3.74
115.04,2.31
115.31,3.55
115.58,2.21
115.85,4.69
116.13,3.70
116.40,2.12
116.68,3.71
116.96,2.46
117.24,4.38
117.50,2.45
117.78,3.75
118.07,3.64
118.34,3.91
118.62,3.88
118.90,2.41
119.17,3.29
119.45,3.59
119.72,3.98
120.00,2.27
120.27,3.34
120.55,3.58
120.82,3.63
121.10,3.05
121.38,2.70
121.66,3.22
121.94,2.34
122.22,4.86
122.50,2.13
122.76,2.60
123.04,3.62
123.31,4.21
123.60,3.60
123.88,2.61
124.16,4.09
124.44,4.86
124.72,3.17
125.00,1.50
125.28,3.34
125.56,4.76
125.84,3.54
126.12,2.61
126.40,3.28
126.68,3.62
126.97,4.06
127.25,3.10
127.51,1.27
127.80,3.69
128.09,5.07
128.37,2.56
128.64,4.57
128.92,2.33
129.20,4.84
129.49,3.19
129.76,2.71
130.03,3.33
130.31,3.58
130.59,2.26
130.86,4.11
131.17,4.33
131.45,2.48
131.72,3.27
131.98,2.56
132.25,4.56
132.52,3.56
132.80,4.10
133.08,3.04
133.35,2.24
133.61,2.66
133.88,1.13
134.16,1.18
134.43,1.00
134.71,1.01
134.99,0.93
135.27,0.78
135.54,0.86
135.82,3.03
136.10,1.03
136.38,1.07
136.65,1.07
136.93,1.09
137.21,1.08
137.48,1.05
137.76,0.94
138.04,0.89
138.32,0.92
138.60,0.92
138.88,0.98
