Time, sys_mem_r(MB/s), sys_mem_w(MB/s), total(MB/s)
2024-09-18 20:34:31,491.817,317.841,809.658
2024-09-18 20:34:31,326.118,188.648,514.765
2024-09-18 20:34:31,294.59,156.639,451.229
2024-09-18 20:34:31,251.738,113.578,365.316
2024-09-18 20:34:31,270.903,148.649,419.552
2024-09-18 20:34:32,503.686,385.034,888.72
2024-09-18 20:34:32,318.88,242.574,561.453
2024-09-18 20:34:32,144.207,103.824,248.031
2024-09-18 20:34:32,248.96,178.641,427.601
2024-09-18 20:34:32,301.045,207.368,508.413
2024-09-18 20:34:32,86.049,86.7064,172.755
2024-09-18 20:34:32,106.938,69.8183,176.757
2024-09-18 20:34:32,44.14,25.6905,69.8305
2024-09-18 20:34:32,13.0784,12.2458,25.3242
2024-09-18 20:34:32,252.857,183.182,436.039
2024-09-18 20:34:33,19.5177,18.8212,38.3389
2024-09-18 20:34:33,17.2047,17.5923,34.797
2024-09-18 20:34:33,43.7882,43.2986,87.0867
2024-09-18 20:34:33,58.6787,54.0742,112.753
2024-09-18 20:34:33,15.9573,17.3885,33.3458
2024-09-18 20:34:33,86.924,82.9314,169.855
2024-09-18 20:34:33,18.9264,22.3492,41.2756
2024-09-18 20:34:33,37.9056,27.6982,65.6038
2024-09-18 20:34:33,47.413,49.8664,97.2794
2024-09-18 20:34:34,30.3038,27.6913,57.995
2024-09-18 20:34:34,306.971,166.934,473.905
2024-09-18 20:34:34,68.2539,71.5986,139.853
2024-09-18 20:34:34,284.621,161.278,445.899
2024-09-18 20:34:34,1499.81,716.23,2216.04
2024-09-18 20:34:34,4899.53,2785.76,7685.3
2024-09-18 20:34:34,4824.65,2832.24,7656.89
2024-09-18 20:34:34,4821.96,2829.73,7651.69
2024-09-18 20:34:34,4800.93,2832.06,7632.99
2024-09-18 20:34:34,4824.28,2843.93,7668.2
2024-09-18 20:34:35,4826.95,2870.64,7697.58
2024-09-18 20:34:35,4797.47,2821.27,7618.74
2024-09-18 20:34:35,4798.48,2844.85,7643.34
