Time, sys_mem_r(MB/s), sys_mem_w(MB/s), total(MB/s)
2024-09-19 17:30:37,594.87,392.689,987.559
2024-09-19 17:30:37,490.743,316.054,806.797
2024-09-19 17:30:37,302.543,168.714,471.256
2024-09-19 17:30:38,212.497,114.047,326.545
2024-09-19 17:30:38,164.414,114.486,278.9
2024-09-19 17:30:38,193.24,91.8944,285.135
2024-09-19 17:30:38,205.177,110.088,315.265
2024-09-19 17:30:38,287.108,159.523,446.63
2024-09-19 17:30:38,255.794,147.523,403.317
2024-09-19 17:30:38,666.772,281.007,947.779
2024-09-19 17:30:38,272.752,127.434,400.186
2024-09-19 17:30:38,356.608,189.795,546.403
2024-09-19 17:30:38,916.335,287.562,1203.9
2024-09-19 17:30:39,252.059,96.8742,348.933
2024-09-19 17:30:39,313.815,137.247,451.062
2024-09-19 17:30:39,166.106,81.9027,248.008
2024-09-19 17:30:39,517.614,265.869,783.483
2024-09-19 17:30:39,1303.7,310.808,1614.5
2024-09-19 17:30:39,543.704,347.658,891.362
2024-09-19 17:30:39,739.133,584.439,1323.57
2024-09-19 17:30:39,694.342,624.115,1318.46
2024-09-19 17:30:39,1971.41,1571.58,3542.99
2024-09-19 17:30:39,995.283,786.045,1781.33
2024-09-19 17:30:40,354.235,206.838,561.073
2024-09-19 17:30:40,3316.82,2093.86,5410.67
2024-09-19 17:30:40,1057.13,738.805,1795.94
2024-09-19 17:30:40,1030.34,856.877,1887.22
2024-09-19 17:30:40,1026.66,903.983,1930.64
2024-09-19 17:30:40,1026.38,904.91,1931.29
2024-09-19 17:30:40,884.337,783.782,1668.12
2024-09-19 17:30:40,824.506,706.213,1530.72
2024-09-19 17:30:40,1044.63,909.197,1953.83
2024-09-19 17:30:40,1000.43,879.722,1880.15
2024-09-19 17:30:41,18230.6,15318,33548.6
2024-09-19 17:30:41,25654,19877.7,45531.7
2024-09-19 17:30:41,18025.6,13260.3,31285.9
2024-09-19 17:30:41,30003.9,23831.3,53835.1
2024-09-19 17:30:41,19999.2,15438.6,35437.8
2024-09-19 17:30:41,26246.8,22844.5,49091.3
2024-09-19 17:30:41,18754.7,14334.7,33089.4
2024-09-19 17:30:41,27346.1,22928.7,50274.9
2024-09-19 17:30:41,18106.3,14102.8,32209.1
2024-09-19 17:30:42,26435.2,22031.6,48466.8
2024-09-19 17:30:42,18851.1,14796.4,33647.5
2024-09-19 17:30:42,26333.7,21635.7,47969.4
2024-09-19 17:30:42,20230,15615.9,35846
2024-09-19 17:30:42,11418,7070.33,18488.3
2024-09-19 17:30:42,3343.81,1914.07,5257.88
2024-09-19 17:30:42,322.942,209.713,532.655
2024-09-19 17:30:42,225.979,122.856,348.835
2024-09-19 17:30:42,440.666,259.457,700.123
2024-09-19 17:30:42,231.223,132.754,363.977
2024-09-19 17:30:43,196.776,110.396,307.172
2024-09-19 17:30:43,72.7533,58.2867,131.04
2024-09-19 17:30:43,122.351,85.7038,208.054
2024-09-19 17:30:43,28.9683,25.7267,54.695
2024-09-19 17:30:43,134.302,118.031,252.333
2024-09-19 17:30:43,40.183,36.9491,77.1322
2024-09-19 17:30:43,56.4992,57.4099,113.909
2024-09-19 17:30:43,28.374,29.409,57.7829
2024-09-19 17:30:43,60.2778,59.3075,119.585
2024-09-19 17:30:43,276.003,210.454,486.457
2024-09-19 17:30:44,317.544,221.129,538.673
2024-09-19 17:30:44,829.853,619.61,1449.46
2024-09-19 17:30:44,859.831,687.617,1547.45
2024-09-19 17:30:44,687.556,566.935,1254.49
2024-09-19 17:30:44,968.317,801.057,1769.37
2024-09-19 17:30:44,527.322,487.972,1015.29
2024-09-19 17:30:44,27429.5,23538.5,50968.1
2024-09-19 17:30:44,48238,32670.3,80908.3
2024-09-19 17:30:44,44424.9,28333.5,72758.4
2024-09-19 17:30:45,3658.37,2331.83,5990.21
2024-09-19 17:30:45,2679.68,2063.36,4743.04
2024-09-19 17:30:45,2553.85,1938.03,4491.88
2024-09-19 17:30:45,1776.54,1562.41,3338.95
2024-09-19 17:30:45,3456.46,2938.8,6395.26
2024-09-19 17:30:45,3643.37,2894.8,6538.17
2024-09-19 17:30:45,2919.16,2252.54,5171.7
2024-09-19 17:30:45,2467.6,1843.88,4311.48
2024-09-19 17:30:45,2149.92,1968.4,4118.32
2024-09-19 17:30:45,4372.45,2861.57,7234.02
2024-09-19 17:30:46,3834.31,2391.46,6225.77
2024-09-19 17:30:46,5223.75,3476.45,8700.2
2024-09-19 17:30:46,5615.47,3592.13,9207.59
2024-09-19 17:30:46,6099.72,3940.69,10040.4
2024-09-19 17:30:46,6066.53,4077.66,10144.2
2024-09-19 17:30:46,6083.74,3933.13,10016.9
2024-09-19 17:30:46,5687.91,3732.69,9420.59
2024-09-19 17:30:46,5825.3,3707.18,9532.48
2024-09-19 17:30:46,5910.38,3840.19,9750.57
2024-09-19 17:30:47,5799.96,3707.89,9507.84
2024-09-19 17:30:47,5738.41,3735.25,9473.66
2024-09-19 17:30:47,5916.54,3721.36,9637.9
2024-09-19 17:30:47,6199.34,4117.06,10316.4
2024-09-19 17:30:47,5819.05,3763.32,9582.37
2024-09-19 17:30:47,5962.97,3848.76,9811.73
2024-09-19 17:30:47,5705.75,3715.12,9420.87
2024-09-19 17:30:47,5892.81,3841.47,9734.28
2024-09-19 17:30:47,5965.12,3903.59,9868.71
2024-09-19 17:30:47,6176.23,3879.78,10056
2024-09-19 17:30:48,5744.34,3766.44,9510.78
2024-09-19 17:30:48,6016.43,3910.04,9926.47
2024-09-19 17:30:48,6276.05,4061.39,10337.4
2024-09-19 17:30:48,6365.65,4138.64,10504.3
2024-09-19 17:30:48,5666.47,3724.24,9390.71
2024-09-19 17:30:48,6051.32,3931.03,9982.35
2024-09-19 17:30:48,6022.45,3906.81,9929.26
2024-09-19 17:30:48,5974.28,3861.28,9835.56
2024-09-19 17:30:48,5892.83,3618.62,9511.45
2024-09-19 17:30:48,5962.17,3921.4,9883.57
2024-09-19 17:30:49,6150.06,4070.89,10221
2024-09-19 17:30:49,5685.77,3718.91,9404.68
2024-09-19 17:30:49,6421.29,4206.25,10627.5
2024-09-19 17:30:49,6147.36,3875.42,10022.8
2024-09-19 17:30:49,6107.35,3975.55,10082.9
2024-09-19 17:30:49,6061.29,3811.36,9872.66
2024-09-19 17:30:49,6228.06,4063.23,10291.3
2024-09-19 17:30:49,6085.94,4039.58,10125.5
2024-09-19 17:30:49,5709.15,3726.77,9435.92
2024-09-19 17:30:49,5809.7,3753.02,9562.72
2024-09-19 17:30:50,6151.99,3973.15,10125.1
2024-09-19 17:30:50,5967.7,3910.23,9877.93
2024-09-19 17:30:50,6013.43,3712.9,9726.34
2024-09-19 17:30:50,5713.66,3789.04,9502.7
2024-09-19 17:30:50,6178.18,3963.64,10141.8
2024-09-19 17:30:50,5953.51,3892.51,9846.02
2024-09-19 17:30:50,5961.6,3832.22,9793.82
2024-09-19 17:30:50,5919.1,3887.62,9806.72
2024-09-19 17:30:50,6143.06,3885.9,10029
2024-09-19 17:30:50,6039.88,3769.67,9809.55
2024-09-19 17:30:51,5943.68,3878.55,9822.24
2024-09-19 17:30:51,5968.29,4007.19,9975.48
2024-09-19 17:30:51,5914.98,3868.37,9783.35
2024-09-19 17:30:51,6036.58,3841.35,9877.93
2024-09-19 17:30:51,5991.88,3785.62,9777.5
2024-09-19 17:30:51,5780.79,3785.71,9566.5
2024-09-19 17:30:51,5968.33,3920.28,9888.61
2024-09-19 17:30:51,6266.43,4044.87,10311.3
2024-09-19 17:30:51,5896.85,3997.83,9894.68
2024-09-19 17:30:51,1379.72,1520.05,2899.77
2024-09-19 17:30:52,866.262,974.801,1841.06
2024-09-19 17:30:52,411.15,627.838,1038.99
2024-09-19 17:30:52,1136.73,1416.1,2552.83
2024-09-19 17:30:52,877.117,1266.91,2144.03
2024-09-19 17:30:52,151.263,49.7344,200.998
2024-09-19 17:30:52,620.811,985.081,1605.89
2024-09-19 17:30:52,372.974,632.325,1005.3
2024-09-19 17:30:52,379.571,670.245,1049.82
2024-09-19 17:30:52,525.981,623.726,1149.71
2024-09-19 17:30:52,1842.87,1281.4,3124.28
2024-09-19 17:30:53,1551.6,1172.08,2723.68
2024-09-19 17:30:53,1497.25,1162.83,2660.08
2024-09-19 17:30:53,15088.7,11396.4,26485
2024-09-19 17:30:53,48694.6,41196.2,89890.8
2024-09-19 17:30:53,48252.7,33644.3,81897
2024-09-19 17:30:53,5497.19,3510.61,9007.8
2024-09-19 17:30:53,5829.42,3861.53,9690.95
2024-09-19 17:30:53,14028.5,8481.64,22510.1
2024-09-19 17:30:53,17477,10530.3,28007.3
2024-09-19 17:30:53,17026.8,10318.7,27345.5
2024-09-19 17:30:54,17269.8,10497.9,27767.7
2024-09-19 17:30:54,15330.3,9254.57,24584.9
2024-09-19 17:30:54,4529.03,1913.78,6442.81
2024-09-19 17:30:54,4514.88,1989.91,6504.79
2024-09-19 17:30:54,2037.37,551.851,2589.22
2024-09-19 17:30:54,1174.12,42.5427,1216.66
2024-09-19 17:30:54,1202.01,51.1295,1253.14
2024-09-19 17:30:54,1073.7,87.52,1161.22
2024-09-19 17:30:54,1151.23,33.753,1184.98
2024-09-19 17:30:54,2984.35,1455.57,4439.91
2024-09-19 17:30:55,624.918,695.335,1320.25
2024-09-19 17:30:55,317.645,360.548,678.194
2024-09-19 17:30:55,88.1011,65.3696,153.471
2024-09-19 17:30:55,1844.4,1141.16,2985.56
2024-09-19 17:30:55,6563.84,4182.43,10746.3
2024-09-19 17:30:55,5705.33,3644.04,9349.38
2024-09-19 17:30:55,6363.99,4274.18,10638.2
2024-09-19 17:30:55,6309.92,4010.9,10320.8
2024-09-19 17:30:55,6220.38,3902.19,10122.6
2024-09-19 17:30:55,6593.49,4141.59,10735.1
2024-09-19 17:30:56,6187.46,3871.35,10058.8
2024-09-19 17:30:56,6182.27,3851.06,10033.3
2024-09-19 17:30:56,6290.13,4094.47,10384.6
2024-09-19 17:30:56,6201.25,3964.83,10166.1
2024-09-19 17:30:56,6402.68,4056.4,10459.1
2024-09-19 17:30:56,6026.46,3857.2,9883.66
2024-09-19 17:30:56,6259.61,4033.42,10293
2024-09-19 17:30:56,6312.3,3970.06,10282.4
2024-09-19 17:30:56,6236.57,3955.68,10192.2
2024-09-19 17:30:56,6661.17,4183.32,10844.5
2024-09-19 17:30:57,6411.65,4189.82,10601.5
2024-09-19 17:30:57,5888.44,3794.99,9683.43
2024-09-19 17:30:57,6212.46,4030.66,10243.1
2024-09-19 17:30:57,6233.21,4008.18,10241.4
2024-09-19 17:30:57,6302.54,3991.63,10294.2
2024-09-19 17:30:57,6273.81,4020.99,10294.8
2024-09-19 17:30:57,6290.03,4045.47,10335.5
2024-09-19 17:30:57,6329.13,3937.42,10266.5
2024-09-19 17:30:57,6058.83,3892.15,9950.98
2024-09-19 17:30:57,6202.29,4004.95,10207.2
2024-09-19 17:30:58,6413.68,4133.7,10547.4
2024-09-19 17:30:58,6277.15,4061.98,10339.1
2024-09-19 17:30:58,6189.45,4040.02,10229.5
2024-09-19 17:30:58,6529.44,4149.75,10679.2
2024-09-19 17:30:58,5723.56,3740.09,9463.65
2024-09-19 17:30:58,6429.78,4058.75,10488.5
