System,System,System,System,System,System,System,System,System,System
Time,EXEC,CFREQ,READ,WRITE,INST,PhysIPC%,Proc Energy (Joules),DRAM Energy (Joules),UncFREQ (Ghz)
01:40:58.823,0.0,1.12,0.0,0.0,3.26,12.16,3.37,0.04,0.27
01:40:58.923,0.0,1.0,0.0,0.0,5.36,24.7,2.99,0.02,0.16
01:40:59.023,0.0,1.0,0.0,0.0,5.58,24.53,2.81,0.01,0.1
01:40:59.123,0.0,1.0,0.0,0.0,5.48,24.71,2.97,0.02,0.15
01:40:59.223,0.0,1.0,0.0,0.0,6.92,25.42,2.83,0.02,0.12
01:40:59.333,0.1,1.94,0.01,0.02,1305.91,27.81,7.54,0.61,1.4
01:40:59.437,1.11,3.15,0.0,0.02,13863.96,53.84,21.26,1.04,1.88
01:40:59.523,1.17,3.29,0.01,0.04,14505.48,52.63,23.72,1.06,2.23
01:40:59.622,1.09,3.28,0.01,0.04,13510.08,54.68,23.2,1.05,2.27
01:40:59.723,0.94,3.27,0.01,0.07,11766.2,54.87,22.41,1.07,2.33
01:40:59.823,0.78,3.26,0.0,0.03,9708.74,58.41,20.96,1.06,2.4
01:40:59.923,0.73,3.25,0.0,0.02,9061.73,61.95,20.34,1.03,2.4
01:41:00.023,0.6,3.3,0.01,0.09,7436.96,59.48,19.42,1.09,2.4
01:41:00.123,0.35,3.41,0.01,0.04,4304.86,61.27,15.76,1.05,2.4
01:41:00.224,0.18,3.46,0.01,0.05,2205.76,56.65,12.9,1.06,2.4
01:41:00.323,0.36,2.59,0.79,0.51,4485.82,25.54,16.34,1.34,2.39
01:41:00.423,0.53,3.3,1.84,0.77,6552.1,22.66,22.78,1.71,2.39
01:41:00.523,0.14,3.15,0.37,0.9,1770.86,7.94,18.21,1.42,2.4
01:41:00.623,0.08,3.3,0.42,1.94,1054.61,3.34,20.72,1.68,2.4
01:41:00.724,0.08,3.3,0.43,1.96,1064.84,3.34,21.09,1.7,2.4
01:41:00.824,0.08,3.3,0.43,1.96,1054.91,3.34,20.75,1.67,2.4
01:41:00.924,0.08,3.3,0.44,1.96,1056.27,3.34,20.78,1.69,2.4
01:41:01.024,0.64,3.3,0.74,1.56,7979.04,25.28,21.97,1.67,2.39
01:41:01.124,1.73,3.3,1.22,0.18,21686.13,68.23,23.64,1.46,2.33
01:41:01.224,1.73,3.3,1.19,0.18,21458.66,68.36,23.23,1.44,2.33
01:41:01.323,1.74,3.3,1.18,0.2,21532.26,68.49,23.27,1.44,2.31
01:41:01.424,1.74,3.3,1.18,0.22,21794.18,68.59,23.77,1.48,2.3
01:41:01.524,1.75,3.3,1.17,0.23,21636.83,68.79,23.41,1.45,2.3
01:41:01.623,1.75,3.3,1.17,0.24,21680.51,68.95,23.39,1.46,2.29
01:41:01.724,1.75,3.3,1.2,0.26,21943.13,69.13,23.77,1.49,2.29
01:41:01.824,1.73,3.3,1.18,0.27,21491.43,68.28,23.57,1.49,2.28
01:41:01.924,1.75,3.3,1.21,0.29,21908.98,69.09,23.68,1.51,2.27
01:41:02.025,1.75,3.3,1.22,0.3,21947.81,69.1,23.7,1.52,2.25
01:41:02.124,1.76,3.3,1.22,0.31,21843.03,69.47,23.49,1.51,2.24
01:41:02.225,1.76,3.3,1.24,0.33,22041.51,69.54,23.97,1.54,2.24
01:41:02.324,1.75,3.3,1.23,0.34,21727.34,69.23,23.38,1.51,2.24
01:41:02.424,1.76,3.3,1.25,0.35,21889.69,69.81,23.61,1.52,2.23
01:41:02.525,1.78,3.29,1.28,0.37,22241.52,70.42,23.98,1.56,2.23
01:41:02.624,1.79,3.29,1.28,0.37,22178.26,70.81,23.51,1.53,2.22
01:41:02.725,1.79,3.29,1.3,0.39,22435.56,71.1,23.72,1.55,2.22
01:41:02.825,1.8,3.29,1.3,0.4,22314.34,71.28,23.74,1.55,2.21
01:41:02.924,1.8,3.28,1.31,0.41,22267.69,71.25,23.5,1.54,2.2
01:41:03.025,1.8,3.28,1.33,0.42,22514.96,71.42,23.67,1.56,2.19
01:41:03.124,1.8,3.28,1.32,0.43,22371.63,71.71,23.52,1.55,2.19
01:41:03.224,1.81,3.28,1.33,0.44,22429.96,71.96,23.75,1.57,2.19
01:41:03.325,1.81,3.27,1.35,0.46,22691.72,72.19,23.76,1.57,2.19
01:41:03.424,1.82,3.28,1.35,0.47,22531.32,72.42,23.46,1.55,2.19
01:41:03.525,1.82,3.27,1.37,0.48,22847.82,72.66,23.87,1.58,2.18
01:41:03.625,1.83,3.27,1.37,0.49,22682.66,72.92,23.62,1.57,2.17
01:41:03.725,1.83,3.27,1.39,0.5,22926.72,73.11,23.71,1.58,2.17
01:41:03.826,1.82,3.27,1.39,0.51,22784.1,72.67,23.98,1.6,2.17
01:41:03.926,1.81,3.26,1.38,0.53,22436.03,72.31,23.5,1.59,2.17
01:41:04.026,1.81,3.26,1.4,0.54,22663.91,72.22,23.72,1.6,2.16
01:41:04.126,1.81,3.26,1.38,0.54,22464.97,72.37,23.59,1.59,2.15
01:41:04.226,1.82,3.26,1.39,0.55,22581.93,72.72,23.66,1.59,2.16
01:41:04.325,1.83,3.26,1.4,0.56,22698.96,72.99,23.48,1.59,2.14
01:41:04.425,1.83,3.26,1.41,0.56,22729.51,73.22,23.73,1.6,2.14
01:41:04.526,1.84,3.25,1.43,0.58,23082.58,73.85,23.75,1.62,2.13
01:41:04.625,1.86,3.25,1.44,0.59,23153.09,74.7,23.51,1.61,2.13
01:41:04.726,1.87,3.25,1.46,0.6,23386.13,74.91,23.95,1.65,2.13
01:41:04.826,1.85,3.25,1.44,0.6,22909.46,74.15,23.51,1.61,2.13
01:41:04.926,1.85,3.25,1.46,0.62,23240.09,74.31,23.72,1.63,2.12
01:41:05.026,1.86,3.26,1.46,0.62,23008.15,74.34,23.72,1.64,2.09
01:41:05.127,1.86,3.25,1.47,0.63,23292.19,74.41,23.69,1.64,2.08
01:41:05.227,1.87,3.26,1.48,0.64,23379.53,74.65,23.76,1.64,2.08
01:41:05.327,1.87,3.26,1.47,0.65,23276.87,74.84,23.74,1.65,2.06
01:41:05.428,1.88,3.26,1.5,0.66,23522.04,74.99,23.63,1.65,2.02
01:41:05.527,1.88,3.25,1.49,0.66,23282.07,75.3,23.49,1.64,2.08
01:41:05.628,1.88,3.25,1.51,0.68,23595.38,75.52,23.89,1.66,2.07
01:41:05.728,1.88,3.24,1.51,0.69,23592.87,75.74,23.86,1.68,2.09
01:41:05.828,1.91,3.24,1.52,0.69,23715.8,76.95,23.5,1.65,2.07
01:41:05.929,1.91,3.24,1.54,0.71,23993.25,77.12,23.72,1.67,2.08
01:41:06.028,1.9,3.24,1.53,0.71,23623.16,76.64,23.59,1.66,2.06
01:41:06.128,1.89,3.25,1.52,0.71,23500.48,76.1,23.63,1.67,2.06
01:41:06.228,1.9,3.24,1.52,0.72,23586.86,76.35,23.5,1.66,2.05
01:41:06.328,1.9,3.23,1.52,0.73,23575.83,76.65,23.73,1.68,2.08
01:41:06.427,1.91,3.24,1.52,0.74,23687.39,76.84,23.48,1.66,2.06
01:41:06.527,1.92,3.24,1.53,0.74,23794.89,77.32,23.62,1.67,2.06
01:41:06.627,1.94,3.23,1.57,0.76,24286.76,78.2,23.76,1.68,2.06
01:41:06.727,1.94,3.23,1.55,0.77,24068.3,78.37,23.62,1.67,2.05
01:41:06.828,1.94,3.23,1.57,0.78,24353.69,78.58,23.71,1.69,2.05
01:41:06.928,1.95,3.23,1.58,0.79,24417.74,78.73,23.85,1.7,2.05
01:41:07.028,1.95,3.23,1.57,0.8,24168.54,78.76,23.63,1.68,2.04
01:41:07.129,1.95,3.23,1.58,0.81,24373.75,78.62,23.71,1.69,2.03
01:41:07.228,1.94,3.23,1.56,0.8,24096.82,78.52,23.54,1.67,2.03
01:41:07.328,1.95,3.23,1.57,0.81,24176.4,78.84,23.73,1.69,2.03
01:41:07.428,1.95,3.23,1.59,0.82,24474.38,79.11,23.76,1.69,2.03
01:41:07.528,1.96,3.23,1.59,0.82,24286.8,79.34,23.45,1.68,2.03
01:41:07.629,1.94,3.23,1.59,0.83,24394.85,78.65,23.98,1.7,2.02
01:41:07.728,1.95,3.23,1.57,0.83,24161.25,78.77,23.5,1.68,2.03
01:41:07.829,1.95,3.23,1.6,0.85,24479.57,79.01,23.74,1.7,2.03
01:41:07.929,1.96,3.23,1.59,0.85,24278.1,79.15,23.6,1.69,2.03
01:41:08.029,1.96,3.22,1.59,0.85,24373.5,79.39,23.63,1.69,2.02
01:41:08.129,1.97,3.22,1.63,0.87,24706.4,79.9,23.73,1.7,2.02
01:41:08.229,1.98,3.22,1.62,0.87,24561.07,80.27,23.73,1.7,2.03
01:41:08.329,1.98,3.22,1.62,0.88,24660.19,80.51,23.51,1.69,2.02
01:41:08.428,1.99,3.22,1.62,0.88,24652.5,80.78,23.6,1.7,2.02
01:41:08.529,1.99,3.21,1.64,0.9,24953.91,81.05,23.86,1.72,2.03
01:41:08.629,2.0,3.21,1.64,0.9,24747.52,81.18,23.54,1.7,2.02
01:41:08.729,2.0,3.21,1.65,0.91,25020.78,81.4,23.83,1.73,2.02
01:41:08.829,2.0,3.21,1.64,0.91,24861.89,81.55,23.61,1.71,2.01
01:41:08.929,2.0,3.21,1.64,0.92,24811.59,81.39,23.5,1.71,2.01
01:41:09.029,1.99,3.21,1.65,0.93,24904.33,80.83,23.86,1.73,2.02
01:41:09.129,1.99,3.21,1.65,0.93,24741.5,81.04,23.61,1.72,2.01
01:41:09.229,1.98,3.21,1.65,0.93,24633.26,80.76,23.51,1.71,2.01
01:41:09.329,1.99,3.21,1.64,0.93,24668.69,80.96,23.73,1.73,2.02
01:41:09.429,1.99,3.21,1.66,0.95,24951.27,81.17,23.73,1.72,2.01
01:41:09.529,2.01,3.2,1.67,0.95,24948.86,81.99,23.5,1.72,2.02
01:41:09.630,2.02,3.2,1.7,0.97,25370.81,82.53,23.95,1.75,2.01
