Time (s),IPC
0.0,1.18
0.2,2.78
0.4,2.76
0.6000000000000001,2.79
0.8,2.75
1.0,2.8
1.2000000000000002,2.76
1.4000000000000001,2.75
1.6,2.79
1.8,2.74
2.0,2.71
2.2,2.67
2.4000000000000004,2.69
2.6,2.68
2.8000000000000003,2.66
3.0,2.72
3.2,2.66
3.4000000000000004,2.7
3.6,2.66
3.8000000000000003,2.71
4.0,2.7
4.2,2.7
4.4,2.6
4.6000000000000005,2.65
4.800000000000001,2.49
5.0,2.5
5.2,2.52
5.4,2.53
5.6000000000000005,2.54
5.800000000000001,2.52
6.0,2.53
6.2,2.51
6.4,2.55
6.6000000000000005,2.5
6.800000000000001,2.51
7.0,2.5
7.2,2.54
7.4,2.53
7.6000000000000005,2.51
7.800000000000001,2.52
8.0,2.53
8.200000000000001,2.53
8.4,2.51
8.6,2.54
8.8,2.52
9.0,2.52
9.200000000000001,2.54
9.4,2.51
9.600000000000001,2.53
9.8,2.51
