Time (s),IPC
0.0,1.06
0.2,2.29
0.4,2.6
0.6000000000000001,2.62
0.8,1.73
1.0,1.43
1.2000000000000002,1.49
1.4000000000000001,2.49
1.6,2.45
1.8,2.49
2.0,2.46
2.2,2.49
2.4000000000000004,2.49
2.6,2.49
2.8000000000000003,2.49
3.0,2.49
3.2,2.48
3.4000000000000004,2.49
3.6,2.48
3.8000000000000003,2.44
4.0,2.49
4.2,2.46
4.4,2.48
4.6000000000000005,2.48
4.800000000000001,2.5
5.0,2.49
5.2,2.48
5.4,2.48
5.6000000000000005,2.48
5.800000000000001,2.49
6.0,2.44
6.2,2.5
6.4,2.47
6.6000000000000005,2.49
6.800000000000001,2.49
7.0,2.48
7.2,2.48
7.4,2.49
7.6000000000000005,2.49
7.800000000000001,2.91
8.0,2.92
8.200000000000001,2.89
8.4,2.92
8.6,2.91
8.8,2.9
9.0,2.92
9.200000000000001,2.91
9.4,2.89
9.600000000000001,2.91
9.8,1.99
