System,System,System,System,System,System,System,System,System,System
Time,EXEC,CFREQ,READ,WRITE,INST,PhysIPC%,Proc Energy (Joules),DRAM Energy (Joules),UncFREQ (Ghz)
02:18:59.298,0.0,1.15,0.0,0.0,2.63,12.75,2.76,0.03,0.18
02:18:59.398,0.0,1.0,0.0,0.0,5.78,24.67,2.72,0.01,0.18
02:18:59.499,0.0,1.0,0.0,0.0,5.59,25.19,2.47,0.01,0.11
02:18:59.598,0.0,1.0,0.0,0.0,5.38,25.09,2.59,0.01,0.12
02:18:59.698,0.0,1.0,0.0,0.0,5.27,25.48,2.51,0.01,0.08
02:18:59.799,0.01,1.55,0.01,0.02,154.84,7.34,6.21,0.42,1.36
02:18:59.901,0.38,2.77,0.62,0.87,4695.43,22.33,15.85,1.25,2.25
02:19:00.000,0.7,2.82,4.49,2.77,8836.84,32.62,20.57,2.37,2.34
02:19:00.099,0.89,2.76,6.27,3.78,11105.73,42.43,20.8,2.85,2.28
02:19:00.200,0.66,2.63,9.25,4.76,8304.21,32.99,20.42,3.42,2.24
02:19:00.300,0.77,2.71,7.57,4.4,9527.2,37.19,20.66,3.16,2.29
02:19:00.400,0.7,2.8,8.59,4.63,8695.23,32.65,20.97,3.35,2.22
02:19:00.499,0.73,2.64,8.09,4.41,9049.22,36.17,20.17,3.23,2.26
02:19:00.599,0.68,2.87,7.96,4.6,8497.54,31.2,21.06,3.25,2.24
02:19:00.700,0.74,2.73,8.85,4.61,9293.25,35.71,20.66,3.39,2.2
02:19:00.800,0.72,2.87,7.41,4.35,8921.5,32.74,20.9,3.15,2.22
02:19:00.900,0.68,2.65,9.19,4.7,8471.67,33.57,20.34,3.45,2.22
02:19:01.001,0.79,2.82,7.19,4.26,9958.72,36.85,21.08,3.11,2.22
02:19:01.102,0.67,2.71,9.2,4.69,8365.43,32.42,20.53,3.44,2.2
02:19:01.201,0.78,2.7,7.24,4.32,9736.75,38.08,20.58,3.12,2.29
02:19:01.301,0.68,2.7,8.89,4.69,8471.67,32.97,20.72,3.41,2.26
02:19:01.402,0.75,2.72,7.93,4.46,9378.79,36.02,20.83,3.25,2.27
02:19:01.502,0.7,2.81,8.28,4.58,8680.44,32.49,20.82,3.31,2.2
02:19:01.601,0.73,2.64,8.4,4.5,9063.45,36.26,20.34,3.28,2.26
02:19:01.701,0.69,2.86,7.76,4.53,8542.61,31.41,20.84,3.22,2.22
02:19:01.801,0.67,2.54,8.49,4.33,8320.51,34.5,19.99,3.22,2.28
02:19:01.900,0.61,2.62,6.2,3.48,7480.92,30.94,19.78,2.74,2.36
02:19:02.000,0.74,2.69,7.34,4.33,9212.21,36.09,20.82,3.13,2.33
02:19:02.100,0.68,2.63,9.2,4.76,8414.2,33.7,20.32,3.45,2.2
02:19:02.201,0.8,2.74,7.24,4.29,10009.25,38.18,20.96,3.05,2.26
02:19:02.300,0.67,2.72,9.26,4.71,8354.11,32.56,20.34,3.32,2.18
02:19:02.400,0.78,2.78,7.38,4.36,9692.83,36.82,20.8,3.01,2.25
02:19:02.500,0.69,2.83,8.87,4.71,8566.5,31.89,20.66,3.27,2.14
02:19:02.599,0.75,2.77,7.93,4.42,9303.44,35.54,20.52,3.11,2.17
02:19:02.699,0.71,2.76,8.34,4.64,8777.38,33.52,20.77,3.17,2.27
02:19:02.798,0.73,2.73,8.39,4.48,9004.06,34.94,20.35,3.17,2.2
02:19:02.899,0.35,2.9,3.56,2.04,4352.97,15.95,19.3,1.92,2.4
02:19:02.999,0.74,2.61,8.06,4.26,9227.18,37.11,20.55,3.08,2.29
02:19:03.100,0.7,2.88,8.36,4.58,8826.16,31.98,20.99,3.17,2.19
02:19:03.199,0.74,2.64,8.51,4.37,9192.14,36.88,20.36,3.16,2.26
02:19:03.300,0.7,2.77,8.05,4.51,8815.39,33.15,21.13,3.13,2.29
02:19:03.400,0.75,2.84,8.84,4.45,9330.84,34.49,20.51,3.25,2.04
02:19:03.501,0.72,2.92,7.63,4.34,8944.98,32.28,20.93,3.05,2.18
02:19:03.600,0.73,2.7,9.12,4.5,9031.94,35.13,20.26,3.25,2.14
02:19:03.701,0.76,2.8,7.39,4.2,9435.12,35.3,20.91,2.97,2.26
02:19:03.802,0.68,2.7,9.36,4.69,8484.51,32.84,20.8,3.35,2.24
02:19:03.902,0.49,2.97,4.38,2.55,6065.8,21.37,20.21,2.16,2.36
02:19:04.002,0.75,2.68,7.98,4.3,9330.05,36.73,20.52,3.05,2.29
02:19:04.102,0.71,2.75,8.36,4.51,8806.13,33.76,20.77,3.17,2.26
02:19:04.201,0.73,2.69,8.36,4.35,9037.97,35.67,20.13,3.14,2.21
02:19:04.302,0.69,2.82,7.91,4.47,8651.86,32.05,21.23,3.11,2.28
02:19:04.402,0.75,2.72,8.83,4.37,9363.28,36.23,20.51,3.24,2.16
02:19:04.502,0.72,2.8,7.52,4.32,8985.47,33.81,20.71,3.03,2.25
02:19:04.602,0.69,2.72,9.27,4.62,8616.42,33.26,20.46,3.32,2.19
02:19:04.702,0.79,2.75,7.17,4.11,9836.09,37.51,20.9,2.95,2.28
02:19:04.803,0.67,2.66,9.39,4.69,8443.01,33.24,20.52,3.34,2.22
02:19:04.903,0.72,2.73,6.89,3.88,8965.19,34.56,20.67,2.85,2.33
02:19:05.003,0.71,2.86,8.43,4.55,8852.2,32.65,20.89,3.17,2.18
02:19:05.102,0.74,2.7,8.32,4.35,9135.14,35.76,20.22,3.14,2.19
02:19:05.202,0.69,2.77,7.95,4.5,8573.37,32.64,20.82,3.1,2.26
02:19:05.302,0.75,2.73,8.88,4.48,9329.78,35.81,20.6,3.24,2.19
02:19:05.404,0.71,2.8,7.64,4.38,8974.85,33.33,20.96,3.09,2.27
02:19:05.503,0.72,2.76,9.07,4.49,8835.65,34.01,20.58,3.24,2.16
02:19:05.603,0.77,2.87,7.36,4.22,9609.64,35.16,20.84,2.98,2.16
02:19:05.703,0.68,2.74,9.17,4.6,8423.18,32.45,20.43,3.29,2.2
02:19:05.802,0.8,2.72,7.08,4.11,9944.54,38.56,20.68,2.92,2.3
02:19:05.904,0.67,2.79,9.38,4.7,8381.93,31.35,20.79,3.36,2.14
02:19:06.003,0.78,2.65,7.49,4.26,9646.16,38.49,20.53,3.01,2.32
02:19:06.104,0.69,2.73,8.98,4.65,8698.28,33.28,20.93,3.29,2.24
