Time Elapsed (s), sys_mem_r(MB/s), sys_mem_w(MB/s), total(MB/s)
0.00011045,691.022,534.303,1225.33
0.100475,424.469,322.077,746.546
0.19979,317.13,231.226,548.357
0.299099,223.572,154.248,377.82
0.399411,254.264,179.237,433.501
0.499718,255.944,241.65,497.594
0.600123,127.949,138.212,266.161
0.700453,391.69,367.354,759.044
0.800768,198.056,200.371,398.427
0.90108,259.025,236.489,495.514
1.00134,100.867,93.3594,194.226
1.10157,192.84,165.291,358.131
1.20188,96.9894,85.3747,182.364
1.30225,169.391,149.277,318.668
1.40254,100.622,86.5222,187.144
1.5019,314.577,312.534,627.111
1.60131,329.327,259.928,589.255
1.70164,548.359,484.257,1032.62
1.80199,218.038,158.013,376.051
1.90241,144.665,110.454,255.119
2.00272,89.9174,104.104,194.021
2.10305,76.5798,65.7728,142.353
2.20334,58.3674,54.88,113.247
2.30361,44.2227,40.8826,85.1053
2.42,450.494,433.646,884.14
2.52062,453.476,332.832,786.308
2.62112,826.806,572.56,1399.37
2.73623,1382.93,803.952,2186.88
2.83626,200.321,142.156,342.476
2.93631,92.391,69.8611,162.252
3.03635,555.627,344.673,900.3
3.13746,119.777,106.294,226.072
3.23747,123.411,94.1728,217.583
3.33756,100.362,86.3091,186.671
3.43764,170.644,129.242,299.886
3.53795,4123.98,3947.81,8071.79
3.63806,378.442,320.219,698.66
3.73814,957.127,733.235,1690.36
3.83826,306.481,222.533,529.014
3.93832,243.953,216.404,460.358
4.04791,397.781,338.628,736.408
4.14725,475.37,260.643,736.013
4.24753,304.894,157.805,462.7
4.34784,75.623,58.0397,133.663
4.44818,188.175,125.776,313.951
4.54847,89.3261,73.0592,162.385
4.64881,140.39,124.342,264.733
4.74913,63.6557,65.4438,129.1
4.84943,81.3632,68.7328,150.096
4.94974,55.0106,51.0202,106.031
5.06589,175.649,197.425,373.074
5.1662,111.291,112.808,224.099
5.28191,206.987,214.787,421.774
5.38219,99.4131,84.5626,183.976
5.48253,61.2179,48.2733,109.491
5.58283,129.637,98.4506,228.088
5.6832,148.344,152.745,301.089
5.78348,41.8381,41.1898,83.0278
5.89921,176.416,200.058,376.475
5.99856,62.3606,62.1175,124.478
6.0979,90.2829,69.5616,159.844
6.19823,95.9277,70.5427,166.47
6.31297,252.861,236.275,489.136
6.41334,281.13,214.906,496.036
6.51263,242.078,175.75,417.828
6.61204,228.923,178.6,407.523
6.71132,265.688,246.881,512.569
6.81163,205.156,159.29,364.445
6.91194,159.958,119.865,279.823
7.01225,223.315,179.709,403.024
7.11254,164.688,140.652,305.34
7.21281,102.673,77.655,180.328
7.31308,73.7722,66.2765,140.049
7.4135,186.372,128.869,315.242
7.51365,115.428,88.5997,204.028
7.6139,253.995,174.335,428.33
7.71405,130.62,132.793,263.412
7.81418,71.1539,59.2762,130.43
7.91434,64.608,53.3421,117.95
8.0145,58.2707,46.7885,105.059
8.11468,103.347,70.1434,173.491
8.22951,225.243,223.658,448.901
8.33676,206.471,199.092,405.563
8.43697,321.283,254.074,575.357
8.5373,204.355,181.972,386.328
8.63788,135.407,126.352,261.759
8.73718,223.849,195.976,419.825
8.83751,173.111,133.622,306.733
8.93775,117.902,92.7661,210.668
9.03797,577.162,320.546,897.708
9.1376,317.629,285.665,603.294
9.23819,365.477,362.338,727.814
9.33855,606.95,708.072,1315.02
9.45433,688.405,506.839,1195.24
9.55436,399.015,235.682,634.697
9.6545,381.916,258.399,640.316
9.75454,301.486,223.955,525.441
9.85457,244.948,168.471,413.419
9.95461,404.558,235.016,639.574
10.0547,260.852,175.233,436.085
10.1547,354.443,217.347,571.789
10.2548,606.577,275.577,882.154
10.3549,314.08,206.6,520.68
10.4549,284.123,210.604,494.727
10.5549,280.315,207.751,488.067
10.655,1043.71,457.34,1501.05
10.7547,450.853,316.803,767.656
10.8546,241.439,199.635,441.074
10.9547,157.015,80.1926,237.208
11.0546,619.485,437.871,1057.36
11.1545,558.802,497.336,1056.14
11.2553,522.656,497.934,1020.59
11.3553,537.932,527.871,1065.8
11.4553,491.615,542.886,1034.5
11.5553,1192.08,965.065,2157.14
11.6555,1559.25,1231.56,2790.81
11.7555,137.188,81.7536,218.941
11.8555,1560.11,1248.09,2808.2
11.9555,127.324,61.4272,188.751
12.0556,1468.76,1230.3,2699.07
12.1555,154.052,76.7507,230.803
12.2556,991.268,807.629,1798.9
12.3556,1433,1203.53,2636.53
12.4557,1646.79,1415.45,3062.24
12.5558,1518.08,1297.37,2815.45
12.6559,1918.36,1575.81,3494.17
12.7561,1294.27,964.356,2258.63
12.8562,1993.87,1082.98,3076.86
12.9563,2261,1062.92,3323.92
13.0564,1597.2,721.382,2318.58
13.1564,2221.9,1115.82,3337.72
13.2565,1832.81,855.217,2688.03
13.3566,2092.61,929.672,3022.28
