Time, sys_mem_r(MB/s), sys_mem_w(MB/s), total(MB/s)
2024-09-14 00:57:28,223.043,178.063,401.106
2024-09-14 00:57:29,1026.02,780.294,1806.32
2024-09-14 00:57:29,1189.55,1114.08,2303.63
2024-09-14 00:57:30,2804.79,2032.95,4837.74
2024-09-14 00:57:30,16577,8446.36,25023.3
2024-09-14 00:57:31,17682.6,9006.62,26689.2
2024-09-14 00:57:31,18048.8,9188.33,27237.1
2024-09-14 00:57:32,18988.6,9656.53,28645.2
2024-09-14 00:57:32,12154.5,6051.65,18206.2
2024-09-14 00:57:33,173.942,114.158,288.099
2024-09-14 00:57:33,10.7583,9.0916,19.8499
2024-09-14 00:57:34,23.6209,17.9877,41.6086
Time, sys_mem_r(MB/s), sys_mem_w(MB/s), total(MB/s)
2024-09-14 00:57:54,6.9683,8.71503,15.6833
2024-09-14 00:57:54,287.821,226.29,514.111
2024-09-14 00:57:55,1070.87,830.104,1900.97
2024-09-14 00:57:55,1194.13,1123.35,2317.48
2024-09-14 00:57:56,4299.12,2707.89,7007.02
2024-09-14 00:57:56,17717.9,9009.32,26727.2
2024-09-14 00:57:57,16834.3,8588.12,25422.4
2024-09-14 00:57:57,19072.8,9703.55,28776.4
2024-09-14 00:57:58,18645.9,9472.25,28118.2
2024-09-14 00:57:58,9799.3,4910.16,14709.5
2024-09-14 00:57:59,35.3184,27.7947,63.1131
2024-09-14 00:57:59,22.3999,19.3629,41.7628
2024-09-14 00:58:00,11.9339,7.73348,19.6674
2024-09-14 00:58:00,12.1789,13.4728,25.6517
Time, sys_mem_r(MB/s), sys_mem_w(MB/s), total(MB/s)
2024-09-14 00:58:30,6.70499,8.25446,14.9595
2024-09-14 00:58:30,289.867,230.239,520.106
2024-09-14 00:58:31,1069.54,823.196,1892.73
2024-09-14 00:58:31,1233.26,1152.77,2386.02
2024-09-14 00:58:32,4257.41,2690.35,6947.76
2024-09-14 00:58:32,17277.8,8792.29,26070.1
2024-09-14 00:58:33,16436.4,8387.87,24824.3
2024-09-14 00:58:33,18647.8,9493.97,28141.8
2024-09-14 00:58:34,18647.9,9469.46,28117.3
2024-09-14 00:58:34,10968.1,5473.33,16441.5
2024-09-14 00:58:35,161.716,104.69,266.406
2024-09-14 00:58:35,22.0705,19.0265,41.097
Time, sys_mem_r(MB/s), sys_mem_w(MB/s), total(MB/s)
2024-09-14 00:59:25,15.9378,14.359,30.2968
2024-09-14 00:59:26,436.513,331.82,768.333
2024-09-14 00:59:26,1119.86,908.402,2028.26
2024-09-14 00:59:27,1205.07,1132.6,2337.67
2024-09-14 00:59:27,5520.71,3231.26,8751.97
2024-09-14 00:59:28,15970.9,8155.49,24126.4
2024-09-14 00:59:28,17572.4,8948.32,26520.7
2024-09-14 00:59:29,17739.8,9029.71,26769.5
2024-09-14 00:59:29,17786.6,9052.77,26839.4
2024-09-14 00:59:30,11404.7,5690.65,17095.4
2024-09-14 00:59:30,175.79,108.193,283.982
Time, sys_mem_r(MB/s), sys_mem_w(MB/s), total(MB/s)
2024-09-14 00:59:49,6.08333,7.31036,13.3937
2024-09-14 00:59:50,249.933,195.895,445.828
2024-09-14 00:59:50,957.368,725.346,1682.71
2024-09-14 00:59:51,1148.62,1069.83,2218.45
2024-09-14 00:59:51,1437.86,1310.03,2747.89
2024-09-14 00:59:52,8779.94,4341.39,13121.3
2024-09-14 00:59:52,11667.9,5905.47,17573.4
2024-09-14 00:59:53,13664.2,6640.17,20304.4
2024-09-14 00:59:53,13410.7,6731.92,20142.6
2024-09-14 00:59:54,13379.7,6757.95,20137.6
2024-09-14 00:59:54,13360.8,6737.99,20098.8
2024-09-14 00:59:55,11974.1,5809.35,17783.4
2024-09-14 00:59:55,715.831,397.416,1113.25
2024-09-14 00:59:56,26.3488,19.5834,45.9321
2024-09-14 00:59:56,6.66716,6.38102,13.0482
