Time (s),Core 0 Uncore Frequency (GHz),Core 1 Uncore Frequency (GHz)
0.30040550231933594,0.8,0.8
0.6377990245819092,0.8,0.8
0.9729483127593994,0.8,0.8
1.30692458152771,0.8,0.8
1.6413428783416748,0.8,0.8
1.9713926315307617,0.8,0.8
2.3072097301483154,0.8,0.8
2.643057107925415,0.8,0.8
2.972247838973999,0.8,0.8
3.302910804748535,0.8,0.8
3.645951986312866,0.8,0.8
3.984919548034668,0.8,0.8
4.3205766677856445,0.8,0.8
4.660553932189941,0.8,0.8
5.000773191452026,0.8,0.8
5.340588569641113,0.8,0.8
5.684121608734131,0.8,0.8
6.0236828327178955,0.8,0.8
6.362346410751343,0.8,0.8
6.699505567550659,0.8,0.8
7.034337997436523,0.8,0.8
7.377361297607422,0.8,0.8
7.714770078659058,0.8,0.8
8.047613143920898,0.8,0.8
8.38071584701538,0.8,0.8
8.71223258972168,0.8,0.8
9.046624183654785,0.8,0.8
9.384742259979248,0.8,0.8
9.720908641815186,0.8,0.8
10.056415319442749,0.8,0.8
10.390326976776123,0.8,0.8
10.721673250198364,0.8,0.8
11.056875228881836,0.8,0.8
11.39646291732788,0.8,0.8
11.732837200164795,0.8,0.8
12.066978216171265,0.8,0.8
12.400909900665283,0.8,0.8
12.734157800674438,0.8,0.8
13.068972826004028,0.8,0.8
13.40496563911438,0.8,0.8
13.738144397735596,0.8,0.8
14.067643404006958,0.8,0.8
14.402327537536621,0.8,0.8
14.734760999679565,0.8,0.8
15.069515228271484,0.8,0.8
15.404545307159424,0.8,0.8
15.737055778503418,0.8,0.8
16.0727801322937,0.8,0.8
16.408721923828125,0.8,0.8
16.745381593704224,0.8,0.8
17.080066680908203,0.8,0.8
17.41380476951599,0.8,0.8
17.741729021072388,0.8,0.8
18.074459314346313,0.8,0.8
18.410429000854492,0.8,0.8
18.745787382125854,0.8,0.8
19.081417560577393,0.8,0.8
19.417574882507324,0.8,0.8
19.753275871276855,0.8,0.8
20.090263605117798,0.8,0.8
20.419243812561035,0.8,0.8
20.757744073867798,0.8,0.8
21.091121196746826,0.8,0.8
21.42922043800354,0.8,0.8
21.766324758529663,0.8,0.8
22.10223412513733,0.8,0.8
22.434732913970947,0.8,0.8
22.771018266677856,0.8,0.8
23.10532784461975,0.8,0.8
23.43848967552185,0.8,0.8
23.77438259124756,0.8,0.8
24.112298011779785,0.8,0.8
24.451097011566162,0.8,0.8
24.78611946105957,0.8,0.8
25.115675449371338,0.8,0.8
25.451624393463135,0.8,0.8
25.787734270095825,0.8,0.8
26.1227707862854,0.8,0.8
26.457631587982178,0.8,0.8
26.79104495048523,0.8,0.8
27.127308130264282,0.8,0.8
27.463027238845825,0.8,0.8
27.799269437789917,0.8,0.8
28.135133028030396,0.8,0.8
28.470369577407837,0.8,0.8
28.806522607803345,0.8,0.8
29.142983198165894,0.8,0.8
29.4770245552063,0.8,0.8
29.811870574951172,0.8,0.8
30.15148687362671,0.8,0.8
30.497092247009277,0.8,0.8
30.84413981437683,0.8,0.8
31.186116218566895,0.8,0.8
31.53170895576477,0.8,0.8
31.880268335342407,0.8,0.8
32.22611951828003,0.8,0.8
32.57281732559204,0.8,0.8
32.916048526763916,0.8,0.8
33.25072169303894,0.8,0.8
33.59218192100525,0.8,0.8
33.932071685791016,0.8,0.8
34.26986026763916,0.8,0.8
34.603673696517944,0.8,0.8
34.94435143470764,0.8,0.8
35.28565764427185,0.8,0.8
35.615397453308105,0.8,0.8
35.94805359840393,0.8,0.8
36.282477617263794,0.8,0.8
36.619601249694824,0.8,0.8
36.955225467681885,0.8,0.8
37.29140853881836,0.8,0.8
37.62467575073242,0.8,0.8
37.960864782333374,0.8,0.8
38.29509496688843,0.8,0.8
38.63027811050415,0.8,0.8
38.960031032562256,0.8,0.8
39.300562381744385,0.8,0.8
39.63465094566345,0.8,0.8
39.96834182739258,0.8,0.8
40.300188302993774,0.8,0.8
40.6345157623291,0.8,0.8
40.96581816673279,0.8,0.8
41.29977512359619,0.8,0.8
41.63481783866882,0.8,0.8
41.96889853477478,0.8,0.8
42.30559158325195,0.8,0.8
42.63964509963989,0.8,0.8
42.97459888458252,0.8,0.8
43.31073784828186,0.8,0.8
43.64419174194336,0.8,0.8
43.979002714157104,0.8,0.8
44.31162357330322,0.8,0.8
44.64071583747864,0.8,0.8
44.980509757995605,0.8,0.8
45.315441370010376,0.8,0.8
45.650482177734375,0.8,0.8
45.98595881462097,0.8,0.8
46.320972204208374,0.8,0.8
46.66026306152344,0.8,0.8
46.9949369430542,0.8,0.8
47.32823443412781,0.8,0.8
47.659461975097656,0.8,0.8
47.99565505981445,0.8,0.8
48.32939910888672,0.8,0.8
48.66248369216919,0.8,0.8
48.998608350753784,0.8,0.8
49.334283113479614,0.8,0.8
49.67009687423706,0.8,0.8
50.00597524642944,0.8,0.8
50.33693790435791,0.8,0.8
50.676718950271606,0.8,0.8
51.011215686798096,0.8,0.8
51.34344696998596,0.8,0.8
51.677753925323486,0.8,0.8
52.01108121871948,0.8,0.8
52.3467001914978,0.8,0.8
52.6830689907074,0.8,0.8
53.01690745353699,0.8,0.8
53.348196506500244,0.8,0.8
53.68268823623657,0.8,0.8
54.01953339576721,0.8,0.8
54.35719299316406,0.8,0.8
54.69038939476013,0.8,0.8
55.026418685913086,0.8,0.8
55.36228370666504,0.8,0.8
55.69978594779968,0.8,0.8
56.03412985801697,0.8,0.8
56.370123863220215,2.2,2.2
