Time (s),DRAM Power (W),IPC
0.0001,0.04,1.50
0.2395,20.73,1.95
0.5368,25.48,1.35
0.7878,21.20,0.89
1.0683,23.92,3.03
1.3447,23.37,2.91
1.6168,23.25,3.02
1.9066,24.33,2.74
2.1905,23.74,1.87
2.4652,23.60,0.70
2.7447,24.99,0.69
3.0767,29.60,0.57
3.5944,47.13,0.86
3.8772,25.39,0.84
4.0897,19.13,0.73
4.3662,24.86,0.76
4.5738,18.61,0.85
4.8714,26.68,0.77
5.1608,25.88,0.76
5.4367,24.69,0.85
5.7121,24.78,0.86
6.0027,26.07,0.87
6.2932,25.96,0.76
6.5782,25.54,0.74
6.8485,24.29,1.45
7.2065,31.81,1.29
7.5538,29.54,1.27
8.1787,52.80,1.26
8.9732,67.28,1.19
9.5961,53.13,1.26
9.9564,31.96,1.19
10.6435,59.66,1.20
10.9534,26.59,1.08
11.3574,36.73,1.19
11.8240,39.94,1.22
12.1068,24.19,1.01
12.5250,37.87,1.27
13.2505,62.01,1.27
13.5607,26.46,1.28
13.7959,19.97,1.31
14.0476,21.33,1.32
14.2838,19.96,1.20
14.9164,54.09,1.18
15.1407,19.16,0.77
15.5699,39.06,1.20
16.0508,41.17,1.24
16.3513,26.21,0.81
16.7245,33.65,1.27
17.3990,57.64,1.27
17.7007,25.68,1.28
17.9399,20.25,1.30
18.1915,21.33,1.31
18.4319,20.46,1.23
19.0516,52.93,1.25
19.2881,20.16,1.07
19.7439,41.15,1.28
20.4850,63.40,1.28
20.8018,26.85,1.31
21.0422,20.35,1.25
21.2798,20.18,1.28
21.5162,20.13,1.19
22.1131,51.21,1.21
22.3437,19.72,1.00
22.7861,39.99,1.27
23.4688,58.35,1.33
23.7801,26.55,1.27
24.0134,19.84,1.31
24.2599,20.86,1.32
24.5136,21.47,1.21
25.2058,58.90,1.25
25.5380,29.41,1.44
25.9630,38.09,1.29
26.5825,52.31,1.26
26.8941,26.40,1.28
27.1399,20.86,1.27
27.3837,20.71,1.27
27.6113,19.34,1.20
28.2579,55.37,1.38
28.6118,31.54,1.41
28.9324,28.70,1.27
29.5836,55.68,1.27
29.8887,25.85,1.28
30.1276,20.20,1.31
30.3719,20.74,1.31
30.6274,21.66,1.20
31.1718,46.52,1.19
31.4158,20.68,1.20
31.7647,31.57,1.59
32.0738,27.24,1.30
32.6272,46.48,1.30
32.9449,26.86,1.32
33.1956,21.17,1.31
33.4367,20.42,1.25
33.6595,18.81,1.21
34.2620,51.33,1.19
34.5489,25.31,1.07
34.9809,38.65,1.30
35.6817,59.32,1.28
35.9902,26.05,1.29
36.2434,21.40,1.32
36.4915,20.93,1.32
36.7203,19.38,1.20
37.3361,52.44,1.23
37.6119,24.30,1.09
38.0285,37.33,1.27
38.7151,58.12,1.29
39.0236,26.16,1.29
39.2634,20.22,1.30
39.5075,20.72,1.31
39.7399,19.67,1.17
40.4173,57.69,1.38
40.8725,40.61,1.59
41.1738,26.53,1.31
41.7390,47.51,1.24
42.0545,26.55,1.28
42.2918,19.99,1.27
42.5359,20.56,1.30
42.7715,20.02,1.18
43.3119,46.07,1.20
43.6117,25.77,0.77
44.0306,37.87,1.27
44.7582,61.86,1.31
45.0794,27.17,1.27
45.3157,19.97,1.31
45.5676,21.20,1.23
45.8647,25.22,1.25
46.2958,36.71,1.19
46.5040,17.74,1.46
46.9274,37.89,1.57
47.6443,61.51,1.32
47.9604,26.70,1.32
48.2199,21.91,1.31
48.4669,20.83,1.29
48.7039,20.02,1.20
49.3984,58.94,1.22
49.6919,25.22,0.78
50.0936,36.03,1.27
50.8011,60.36,1.26
51.1068,25.84,1.33
51.4214,26.67,1.26
51.7309,26.16,1.27
52.3626,53.59,1.19
52.6833,27.33,1.04
53.1163,39.02,1.27
53.8296,60.55,1.31
54.1473,26.79,1.28
54.3879,20.30,1.29
54.6358,20.88,1.31
54.8716,19.96,1.21
55.5529,58.02,1.27
55.9003,30.66,1.38
56.2584,31.98,1.32
56.9330,57.06,1.28
57.2566,27.38,1.30
57.4918,19.90,1.32
57.7474,21.66,1.31
57.9757,19.35,1.23
58.5318,47.39,1.20
58.8354,26.50,0.81
59.2281,35.03,1.29
59.5651,29.71,1.32
60.1840,52.61,1.29
60.5110,27.67,1.30
60.7607,21.12,1.26
60.9983,20.02,1.29
61.2318,19.74,1.13
61.8632,54.57,1.19
62.1656,25.95,1.02
62.6183,40.82,1.26
63.3297,60.63,1.30
63.6287,25.27,1.27
63.8759,20.94,1.29
64.1237,20.97,1.32
64.3577,19.90,1.23
64.9941,54.63,1.25
65.2237,19.69,0.81
65.6694,40.05,1.40
66.0766,36.00,1.30
66.6781,50.91,1.28
66.9940,26.86,1.28
67.2316,20.33,1.30
67.4678,20.11,1.31
67.6990,19.71,1.19
68.2771,49.63,1.22
68.5764,25.95,1.15
68.9557,34.06,1.40
69.3220,32.31,1.31
70.0148,58.97,1.32
70.3507,28.41,1.29
70.5919,20.41,1.37
70.8399,20.97,1.33
71.0751,20.31,1.20
71.7111,54.07,1.25
71.9731,23.36,1.43
72.3751,35.33,1.39
72.7424,32.64,1.28
73.3070,47.45,1.27
73.6268,27.09,1.29
73.8636,19.95,1.32
74.1038,20.24,1.27
74.3439,20.29,1.23
74.8794,45.62,1.18
75.1856,26.23,0.77
75.6018,37.46,1.40
76.0110,35.99,1.31
76.6310,52.21,1.26
76.9426,26.33,1.29
77.1480,17.35,1.30
77.3954,20.71,1.22
77.6324,19.99,1.25
78.2760,54.76,1.26
78.5773,26.65,1.33
78.9546,33.16,1.45
79.2628,27.22,1.29
79.9283,56.43,1.24
80.2460,26.90,1.33
80.5531,25.94,1.32
80.8754,27.27,1.19
81.5169,54.60,1.18
81.8113,25.43,0.78
82.2291,37.24,1.43
82.5718,30.20,1.30
83.2637,58.86,1.30
83.5883,27.60,1.33
83.8315,20.67,1.31
84.0796,21.06,1.26
84.2937,18.25,1.21
84.7933,42.93,1.22
85.0278,20.14,1.12
85.5009,42.29,1.29
85.8511,30.79,1.26
86.4527,51.22,1.28
86.7721,27.13,1.32
87.0199,20.96,1.32
87.2759,21.58,1.32
87.5158,20.25,1.26
88.0677,47.08,1.21
88.3788,26.48,0.86
88.8190,39.56,1.44
89.2406,37.18,1.32
89.8668,53.20,1.29
90.1748,26.11,1.28
90.4199,20.80,1.27
90.6677,21.04,1.31
90.8845,18.42,1.22
91.5083,53.95,1.18
91.8081,26.44,0.86
92.1644,31.85,1.32
92.5017,29.60,1.29
93.1317,53.55,1.31
93.4519,27.14,1.28
93.6966,20.76,1.33
93.9275,19.57,1.32
94.1559,19.39,1.25
94.8145,56.15,1.21
95.1145,26.53,0.78
95.4602,30.57,1.43
95.8774,36.79,1.27
96.4867,51.32,1.32
96.7988,26.30,1.30
97.0556,21.74,1.31
97.3041,21.01,1.30
97.5256,18.72,1.16
98.1762,55.28,1.47
98.6340,40.79,0.66
98.9113,23.83,1.50
99.7150,68.89,1.29
100.0184,25.60,1.27
100.2720,21.40,1.27
100.5119,20.19,1.28
100.7566,20.71,1.18
101.3675,51.71,1.25
101.6806,27.07,0.85
102.0893,36.34,1.36
102.4782,34.25,1.32
103.0475,47.97,1.29
103.3545,25.99,1.28
103.5959,20.39,1.27
103.8436,20.90,1.33
104.0793,19.89,1.22
104.6476,48.28,1.20
104.9519,26.09,0.82
105.3896,38.98,1.42
105.8247,38.16,1.31
106.4288,50.78,1.30
106.7423,26.41,1.29
106.9796,19.99,1.31
107.2275,20.85,1.30
107.4512,18.85,1.18
107.9793,44.90,1.20
108.2195,20.39,0.93
108.6684,40.15,1.41
109.0314,31.63,1.27
109.7086,57.38,1.28
110.0193,26.23,1.30
110.2594,20.34,1.33
110.5077,21.10,1.32
110.7443,20.06,1.22
111.3399,50.66,1.33
111.6293,25.42,0.76
111.9795,31.16,1.44
112.4208,38.66,1.31
113.0236,50.85,1.29
113.3381,26.75,1.28
113.5796,20.51,1.33
113.8280,20.98,1.32
114.0462,18.46,1.22
114.6621,52.45,1.36
115.0162,31.37,1.56
115.3373,28.24,1.43
115.6973,31.96,1.27
116.3089,51.72,1.31
116.6353,27.63,1.29
116.8715,19.94,1.30
117.1159,20.70,1.27
117.3378,18.82,1.21
117.9108,49.33,1.20
118.1981,24.59,0.78
118.6202,37.71,1.44
118.9615,29.79,1.31
119.6192,55.82,1.31
119.9361,26.73,1.31
120.1959,21.81,1.32
120.4357,20.13,1.25
120.6588,18.89,1.21
121.2419,49.66,1.19
121.4676,19.26,0.99
121.8932,38.23,1.53
122.2253,28.45,2.45
122.4985,22.83,2.56
122.6976,16.70,2.89
122.9791,23.43,2.55
123.2530,22.92,2.60
123.5291,22.99,2.78
123.8261,24.79,3.04
124.1098,24.14,2.00
124.4056,24.98,0.99
124.6790,22.96,0.84
124.9335,21.37,1.22
125.1850,20.91,3.09
125.4675,23.61,2.74
125.7264,21.61,2.76
125.9135,15.65,2.60
126.1785,22.16,2.65
126.3776,16.57,2.80
126.6435,22.15,2.82
126.9034,21.87,2.63
127.1674,22.02,1.67
127.4294,22.49,2.76
127.6977,23.36,2.82
127.9679,23.22,1.82
128.2338,22.38,0.57
128.4960,22.06,1.43
128.7475,21.06,0.67
129.0362,24.22,0.29
129.3133,23.44,0.34
129.5828,23.04,3.07
129.8502,22.76,3.38
130.1467,24.71,3.03
130.4483,25.08,1.47
130.7188,23.63,1.20
131.2788,48.54,1.34
131.8402,48.62,1.80
132.3948,47.87,1.62
132.7759,32.71,1.55
133.2240,38.55,1.46
133.6855,39.53,2.19
134.1683,41.67,1.66
134.5878,36.08,2.14
135.0369,38.51,1.96
135.5368,43.00,1.41
135.8980,31.29,2.01
136.3767,41.08,3.05
136.6569,23.50,2.87
136.9228,22.15,3.26
137.2122,24.14,3.26
137.4954,23.70,3.14
137.7714,23.10,2.99
138.0475,23.06,3.17
138.3387,24.35,3.16
138.6122,22.98,3.18
138.8960,23.76,3.17
139.1738,23.28,2.96
139.4303,21.72,1.18
139.8529,36.53,0.96
140.3946,46.80,3.17
140.6794,24.10,2.96
140.9410,21.97,3.05
141.1412,16.79,3.35
141.4203,23.34,2.94
141.7012,23.47,3.23
141.9691,22.41,3.12
142.2466,23.33,0.87
142.8023,47.69,0.98
143.4094,52.31,2.03
143.6632,22.03,1.49
144.1046,38.35,1.72
144.5735,40.70,3.20
144.8526,23.47,3.17
145.0576,17.25,3.20
145.2705,17.85,3.31
145.4818,17.79,3.41
145.7627,23.65,2.97
146.0409,23.60,2.51
146.3119,22.93,3.22
146.5775,22.37,3.20
146.8494,22.95,3.21
147.1374,24.26,1.29
147.6532,44.72,1.75
148.1874,46.43,2.26
148.4333,21.25,1.61
148.9025,40.98,2.22
149.3787,41.53,1.39
149.9398,48.59,2.21
150.4412,43.80,1.11
150.9899,47.50,1.35
151.4937,43.76,2.03
151.8217,28.33,1.98
152.1544,28.97,2.08
152.5378,33.38,2.35
153.1110,49.96,2.23
153.4823,32.45,1.19
153.8912,35.92,2.17
154.4228,46.00,1.34
154.7393,27.55,1.82
155.2643,45.40,1.74
155.6191,30.66,1.77
155.9657,29.88,1.40
156.4811,44.65,2.10
156.9925,44.18,1.99
157.4254,37.42,1.74
157.8562,37.18,1.44
158.2335,32.77,1.94
158.6866,39.31,2.14
159.1077,36.53,1.74
159.5389,37.30,2.17
160.0155,41.26,2.20
160.4039,33.75,1.98
160.8446,38.01,1.85
161.2667,36.20,2.10
161.7197,39.01,2.22
162.1764,39.48,1.53
162.6266,38.96,2.23
163.0944,40.44,1.38
163.4534,30.90,1.72
163.9282,40.92,2.25
164.4174,42.22,1.61
164.7738,30.79,2.02
165.2649,42.58,2.26
165.7116,38.74,1.41
166.0426,28.60,2.07
166.5120,40.62,1.58
166.9762,40.31,2.13
167.4418,40.25,1.74
167.8667,36.84,1.73
168.2975,37.23,2.20
168.7923,42.70,1.91
169.1522,31.18,1.69
169.5836,37.30,1.63
169.9378,30.66,2.23
170.4542,44.74,1.56
170.8629,35.47,1.65
171.3464,41.81,2.00
171.7984,39.22,2.02
172.1708,32.20,1.86
172.6691,43.27,2.22
173.1644,42.90,1.64
173.5252,31.39,2.02
174.0233,43.06,2.13
174.3913,32.01,2.05
174.7506,31.25,1.92
175.2497,43.14,1.47
175.6964,38.96,2.06
176.2134,44.91,1.78
176.5674,30.81,2.06
177.0683,43.56,2.16
177.4941,37.14,2.21
177.8594,31.87,1.91
178.3375,41.65,1.62
178.7078,32.46,1.45
179.1137,35.34,2.05
179.5712,39.89,1.60
180.0398,41.07,2.17
180.5431,43.82,1.77
180.9263,33.30,1.66
181.3467,36.52,2.21
181.7888,38.50,2.11
182.2177,37.17,1.97
182.6879,40.95,1.61
183.1080,36.46,2.23
183.5503,38.62,2.04
184.0409,42.64,1.34
184.4036,31.72,2.21
184.9403,46.54,1.65
185.2827,29.61,1.64
185.6479,31.65,1.67
186.0737,36.76,2.00
186.5806,43.83,1.85
187.0096,37.07,2.15
187.4559,38.50,2.10
187.9124,39.55,1.91
188.3588,38.74,1.20
188.7719,35.80,2.04
189.2447,40.94,1.71
189.7240,41.42,1.81
190.0972,32.38,2.11
190.6063,44.07,2.21
191.0285,36.48,1.71
191.3798,30.36,2.03
191.8917,44.31,2.02
192.2448,30.45,1.97
192.6134,31.77,1.27
193.1035,42.48,2.10
193.6516,47.23,1.84
194.0407,33.63,2.05
194.4976,39.38,1.63
194.8401,29.61,2.07
195.2931,39.21,1.72
195.7270,37.54,2.37
196.2499,45.12,2.32
196.6836,37.40,1.76
197.0519,31.92,1.44
197.4906,38.12,2.11
198.0185,45.64,1.68
198.3694,30.40,2.07
198.8011,37.39,2.17
199.2860,41.72,2.01
199.9900,60.63,1.37
200.5238,45.93,1.82
200.9928,40.44,1.62
201.4153,36.38,1.56
201.7976,33.12,2.13
202.3900,50.91,2.04
202.7944,34.93,1.91
203.1825,33.54,1.95
203.5946,35.47,2.21
204.0437,38.83,1.97
204.4725,37.03,1.93
204.9017,37.05,2.34
205.3880,42.06,2.39
205.7695,33.16,1.62
206.2031,37.72,1.94
206.6526,39.22,2.16
207.3736,62.29,1.36
207.9008,45.67,1.49
208.3142,35.88,1.63
208.7544,38.16,2.22
209.2278,40.85,1.90
209.6653,37.96,2.16
210.1062,38.19,1.48
210.5364,37.52,2.12
211.0399,43.66,1.82
211.4167,32.78,2.09
211.9125,42.90,1.79
212.2656,30.45,1.75
212.6337,31.80,1.75
213.0666,37.46,2.23
213.6311,49.02,2.27
214.0718,38.33,1.98
214.4433,32.33,1.54
214.8788,37.96,2.18
215.3857,43.85,1.63
215.7412,30.80,1.69
216.0894,30.18,1.67
216.5089,36.34,1.68
216.9238,35.85,1.43
217.4497,45.51,1.94
217.9679,44.90,1.89
218.4018,37.61,1.82
218.7823,33.08,1.24
219.2003,36.38,2.09
219.7317,45.98,1.44
220.0701,29.35,1.71
220.5188,38.87,2.05
220.9528,37.56,2.33
221.4496,42.81,1.76
221.8073,30.83,2.35
222.2801,40.63,1.41
222.6995,36.18,2.03
223.2246,45.46,1.69
223.6042,33.13,1.71
223.9616,30.98,1.58
224.4513,42.46,2.05
224.9046,39.56,2.34
225.3526,38.78,2.20
226.0840,63.16,1.95
226.6689,50.65,2.16
227.0397,32.08,1.62
227.4466,35.16,1.63
227.8696,36.78,1.38
228.3953,45.42,1.34
228.7478,30.37,1.72
229.2595,44.07,2.04
229.7632,43.43,1.76
230.1175,30.63,2.00
230.4999,33.16,1.50
230.9764,41.26,2.17
231.4340,39.63,2.21
231.8690,37.60,1.31
232.3040,37.87,1.76
232.7689,40.39,2.08
233.2673,43.21,1.67
233.6217,30.97,1.95
234.0865,40.48,2.16
234.5446,39.86,1.90
234.9117,31.81,2.04
235.3594,38.84,1.55
235.8042,38.76,2.04
236.3426,46.66,1.60
236.7112,32.35,2.20
237.2473,46.61,1.73
237.5879,29.64,2.17
238.0920,43.76,2.06
238.4898,34.51,2.05
238.8796,33.73,1.74
239.3080,37.10,2.13
239.8033,42.93,1.51
240.1453,29.63,2.21
240.6706,45.58,1.63
241.0584,33.92,2.05
241.8246,66.44,2.08
242.3972,49.72,1.77
242.8155,36.40,1.61
243.1656,30.46,2.13
243.6366,40.66,1.52
244.0612,36.74,2.06
244.5136,38.93,2.09
244.9529,38.05,1.41
245.3835,37.29,2.17
245.9180,46.28,2.12
246.2724,30.78,1.95
247.0364,66.19,1.19
247.5167,41.63,1.66
247.9802,40.19,2.28
248.4374,39.87,1.56
248.8697,37.74,2.21
249.3492,41.71,1.46
249.7764,37.34,2.37
250.3045,45.82,1.71
250.7349,37.41,2.08
251.1546,36.54,2.15
251.5888,37.73,1.61
251.9342,30.15,1.97
252.3838,39.12,2.23
252.8195,38.04,1.86
253.2543,37.92,2.07
253.6864,37.71,1.27
254.1231,38.14,1.73
254.6509,45.86,1.56
255.0014,30.45,2.12
255.4839,41.86,2.25
255.9068,36.74,2.24
256.2712,31.56,2.10
256.7263,39.61,1.56
257.1373,35.58,1.94
257.5841,38.84,2.13
258.0205,37.90,1.43
258.4468,37.29,2.15
258.9704,45.41,2.13
259.4109,38.16,2.09
259.7070,25.78,2.14
260.2018,43.00,1.67
260.6235,36.54,1.96
261.0576,37.77,1.64
261.4917,37.54,2.13
261.9535,40.03,1.37
262.3631,35.49,1.61
262.8292,40.71,1.78
263.2696,38.22,1.62
263.7103,38.20,1.75
264.1428,37.60,2.19
264.6326,42.70,2.30
265.0624,37.48,2.39
265.4007,29.40,2.10
265.9182,44.95,2.14
266.3457,37.25,1.85
266.7082,31.67,1.77
267.1137,35.32,1.42
267.6380,45.40,2.35
268.1376,43.33,1.33
268.4612,28.21,1.67
268.9298,40.76,1.70
269.3584,37.16,1.98
269.8158,39.79,1.97
270.2439,37.22,1.99
270.6041,31.31,2.11
271.1801,49.87,1.50
271.5375,31.29,2.15
272.0557,45.07,2.33
272.4959,38.27,2.22
272.8475,30.54,1.76
273.2773,37.20,1.86
273.7626,41.89,2.01
274.2072,38.48,2.15
274.5743,31.74,1.85
275.0052,37.13,2.04
275.4761,40.69,1.54
275.9190,38.36,1.53
276.2898,31.89,1.59
276.7257,37.64,2.28
277.2369,44.16,1.34
277.6317,34.11,2.01
278.0913,39.85,2.17
278.5160,36.64,1.50
278.9267,35.38,2.22
279.3878,39.86,1.65
279.8018,35.77,1.27
280.2645,40.28,2.09
280.8142,47.34,1.77
281.1573,29.60,2.29
281.6678,44.22,1.90
282.0211,30.76,1.91
282.3936,32.38,2.31
282.9581,48.98,1.42
283.2826,28.16,1.93
283.7521,40.88,2.21
284.1845,37.55,1.28
284.5968,36.12,1.87
285.0694,41.27,2.25
285.5600,42.75,1.64
285.9027,29.86,2.17
286.3407,38.12,2.11
286.7767,37.90,2.16
287.1399,31.55,2.09
287.6410,43.35,2.10
288.0932,39.19,2.13
288.4719,32.93,1.59
288.9765,44.05,1.85
289.4281,39.26,2.32
289.9148,42.34,2.18
290.3346,36.40,2.10
290.6762,29.66,2.21
291.0534,32.82,1.63
291.5441,42.58,1.76
291.9786,37.71,2.01
292.4145,37.87,2.21
292.8519,37.91,1.26
293.2622,35.76,2.14
293.7536,42.68,1.84
294.1744,36.49,2.36
294.6773,43.77,2.20
295.1123,37.73,1.38
295.4412,28.67,1.68
295.8830,38.34,2.10
296.3874,43.91,1.97
296.7599,32.49,2.28
297.5205,66.22,1.39
298.0870,49.21,2.02
298.5167,37.08,2.27
299.0102,42.70,1.92
299.3706,31.46,2.26
299.8750,43.83,1.57
300.2156,29.63,1.95
300.6674,39.43,2.02
301.1598,42.93,2.23
301.5295,32.31,1.22
301.9303,35.13,2.24
302.4851,48.22,2.04
302.8443,31.41,2.03
303.2628,36.34,1.34
303.6514,33.70,1.53
304.1102,39.96,1.55
304.5433,37.81,2.26
305.0143,41.03,1.72
305.4438,37.46,2.21
305.9622,45.21,1.43
306.3488,33.90,1.96
306.7832,37.95,2.06
307.2767,42.98,1.67
307.6310,30.88,2.16
308.1327,43.84,1.35
308.4566,28.35,1.70
308.9266,41.01,2.15
309.4107,42.13,1.50
309.7726,31.54,1.96
310.2180,38.92,1.26
