Time (s),DRAM Power (W),IPC
0.0001,0.00,1.81
0.2465,21.27,1.65
0.5134,22.66,0.95
0.7741,22.25,1.18
1.0263,21.31,0.71
1.3269,26.34,1.19
1.6171,26.03,1.03
1.8970,25.22,1.06
2.1965,26.74,0.83
2.5168,29.67,0.74
2.8023,26.23,2.32
3.0792,23.54,2.50
3.3942,26.48,2.31
3.6724,23.34,2.28
3.8773,17.14,2.43
4.1623,23.82,2.51
4.4535,24.44,2.46
4.7467,24.61,2.24
5.0391,24.79,2.21
5.3274,24.25,2.34
5.6014,23.08,2.20
5.8883,24.24,2.24
6.1670,23.48,2.33
6.4422,23.23,2.20
6.6533,17.83,2.18
6.9446,24.61,2.11
7.2248,23.54,2.18
7.4337,17.57,2.47
7.7201,24.04,2.39
7.9992,23.57,2.38
8.1972,16.60,2.36
8.4052,17.48,2.39
8.6151,17.56,2.29
8.8072,16.14,2.38
9.0215,18.01,2.31
9.2212,16.74,2.38
9.4212,16.84,2.28
9.6212,16.72,2.36
9.8350,17.93,2.34
10.0434,17.48,2.38
10.2530,17.61,2.38
10.4490,16.46,2.37
10.6450,16.41,2.49
10.8492,17.01,2.37
11.0491,16.71,2.38
11.2492,16.76,2.36
11.4568,17.34,2.31
11.6670,17.66,2.44
11.8832,18.19,2.25
12.1571,23.02,2.35
12.4577,25.27,2.19
12.7643,25.87,2.48
12.9699,17.29,2.25
13.1700,16.79,2.53
13.4424,22.90,2.34
13.7103,22.50,2.23
13.9058,16.26,2.38
14.1059,16.81,2.32
14.3018,16.38,2.35
14.5140,17.87,2.18
14.7911,23.37,2.26
15.0798,24.36,2.34
15.3550,23.08,2.51
15.6366,23.74,2.47
15.8547,18.32,2.26
16.1370,23.67,2.30
16.4140,23.32,2.31
16.6182,17.14,2.32
16.8164,16.76,2.41
17.1081,24.56,2.37
17.3990,24.50,2.25
17.6140,18.06,2.54
17.8973,23.94,2.43
18.1764,23.48,2.32
18.3810,17.18,2.38
18.5820,16.94,2.33
18.7893,17.45,2.41
18.9939,17.19,2.36
19.2058,17.76,2.47
19.4222,18.17,2.37
19.6340,17.81,2.31
19.9152,23.78,2.18
20.1958,23.73,2.12
20.4084,17.94,2.52
20.6806,22.96,2.45
20.9610,23.69,2.35
21.1612,16.89,2.40
21.3738,17.96,2.53
21.5780,17.18,2.44
21.7820,17.25,2.46
21.9979,18.24,2.22
22.2755,23.35,2.30
22.5573,23.72,2.29
22.7581,16.93,2.32
22.9784,18.59,2.32
23.1807,16.99,2.31
23.3844,17.09,2.44
23.6679,23.77,2.36
23.9500,23.68,2.41
24.1540,17.15,2.26
24.3501,16.47,2.39
24.5619,17.77,2.45
24.7558,16.32,2.21
25.0397,23.80,2.35
25.3294,24.35,2.19
25.5325,17.03,2.19
25.7284,16.46,2.31
25.9282,16.68,2.31
26.1454,18.28,2.34
26.4323,24.07,2.43
26.7085,23.12,2.53
26.9295,18.49,2.33
27.1399,17.67,2.33
27.3359,16.53,2.36
27.5379,16.93,2.26
27.8145,23.36,2.29
28.0921,23.45,2.26
28.3043,17.80,2.51
28.5838,23.59,2.56
28.8635,23.48,2.54
29.0756,17.83,2.22
29.3517,23.16,2.28
29.6381,24.10,2.35
29.8544,18.08,2.35
30.1411,24.02,2.36
30.4214,23.52,2.41
30.6196,16.58,2.36
30.8421,18.68,2.52
31.1312,24.23,2.28
31.4047,22.95,2.26
31.6038,16.63,2.27
31.8077,17.16,2.54
32.0895,23.57,2.46
32.4042,26.26,2.38
32.6890,23.82,2.32
32.8997,17.63,2.43
33.1037,17.03,2.24
33.3789,23.21,2.15
33.5966,18.44,2.33
33.8059,17.69,2.13
34.0123,17.39,2.35
34.2124,16.89,2.42
34.5019,24.45,2.15
34.7769,23.18,2.28
35.0469,22.80,2.14
35.3291,23.84,2.33
35.5424,17.98,2.22
35.7444,17.04,2.34
35.9525,17.53,2.26
36.1661,17.99,2.33
36.3644,16.66,2.54
36.6332,22.62,2.53
36.9155,23.65,2.41
37.1155,16.78,2.17
37.3994,23.93,2.33
37.6679,22.70,2.37
37.8714,17.20,2.38
38.0638,16.18,2.43
38.2748,17.89,2.35
38.4679,16.21,2.27
38.6717,17.29,2.38
38.8759,17.22,2.54
39.1741,25.17,2.47
39.4698,25.00,2.34
39.7364,22.49,2.33
40.0213,24.02,2.39
40.3017,23.56,2.13
40.5887,24.12,2.19
40.8811,24.69,2.29
41.0851,17.15,2.33
41.3836,25.12,2.38
41.6612,23.30,2.45
41.8621,16.87,2.31
42.0721,17.66,2.46
42.2771,17.19,2.48
42.4879,17.72,2.21
42.7679,23.56,2.41
43.0589,24.52,2.34
43.3402,23.76,2.37
43.5366,16.60,2.34
43.7526,18.20,2.49
43.9727,18.60,2.21
44.2680,24.88,2.25
44.5371,22.70,2.20
44.7361,16.72,2.34
44.9440,17.44,2.46
45.2202,23.23,2.55
45.4975,23.40,2.37
45.7626,22.43,2.42
45.9884,19.06,2.26
46.2807,24.69,2.52
46.5657,23.99,2.55
46.8393,23.06,2.48
47.0649,19.04,2.25
47.3501,24.06,2.30
47.6389,24.37,2.33
47.8406,17.08,2.32
48.0406,16.84,2.23
48.2449,17.29,2.34
48.4407,16.57,2.27
48.6566,18.26,2.32
48.8625,17.35,2.31
49.0804,18.28,2.32
49.3047,18.88,2.23
49.5281,18.86,0.80
49.7991,24.28,0.45
50.0893,25.09,0.61
