Time (s),DRAM Power (W),IPC
0.0001,0.00,1.82
0.2529,21.69,1.07
0.5876,28.71,0.85
0.9099,27.33,0.82
1.2839,31.83,1.87
1.6432,30.68,1.65
1.9891,29.48,1.60
2.3172,28.07,1.85
2.6734,30.52,1.66
3.0608,33.30,1.65
3.4304,31.71,1.46
3.8210,33.47,1.80
4.1871,31.32,1.73
4.4140,19.39,1.77
4.7646,30.09,1.74
5.1021,28.88,1.71
5.4374,28.68,1.80
5.7945,30.51,1.74
6.1662,31.71,1.75
6.5248,30.71,1.83
6.8709,29.70,1.61
7.2311,30.84,1.79
7.5844,30.21,1.81
7.9280,29.59,1.62
8.1279,17.20,1.79
8.5042,32.13,1.81
8.8411,28.91,1.82
9.0620,18.89,1.67
9.4069,29.59,1.82
9.7662,30.78,1.83
10.1030,28.86,1.63
10.4605,30.68,1.80
10.8097,29.95,1.76
11.1733,31.20,1.66
11.5348,30.94,1.83
11.8931,30.70,1.65
12.2228,28.26,1.78
12.5786,30.42,1.79
12.9280,29.87,1.72
13.2683,29.00,1.59
13.6095,29.08,1.79
13.9669,30.57,1.70
14.2968,28.18,1.51
14.6629,31.19,1.84
15.0140,30.04,1.78
15.3662,30.15,1.60
15.7300,31.18,1.76
16.0511,27.56,1.57
16.2560,17.59,1.66
16.6213,31.29,1.86
16.9610,29.16,1.79
17.1756,18.40,1.64
17.5327,30.71,1.88
17.8857,30.29,1.83
18.2113,27.96,1.59
18.4339,19.08,1.79
18.7982,31.28,1.87
19.1476,29.92,1.87
19.4860,29.01,1.66
19.8304,29.58,1.70
20.0437,18.23,1.87
20.3432,25.66,1.83
20.7031,30.80,1.63
21.0481,29.47,1.87
21.3919,29.43,1.66
21.7680,32.20,1.81
22.1148,29.69,1.74
22.4841,31.65,1.72
22.8143,28.27,1.70
23.0277,18.34,1.67
23.2280,17.17,1.72
23.5292,25.74,1.63
23.8571,28.08,1.63
24.1964,28.92,1.81
24.5486,30.08,1.62
24.9062,30.57,1.81
25.2648,30.57,1.67
25.6125,29.63,1.60
25.9674,30.19,1.74
26.3146,29.74,1.73
26.6412,27.81,1.73
27.0086,31.28,1.83
27.3853,31.99,1.78
27.7337,29.68,1.61
28.0960,31.08,1.84
28.4509,30.35,1.59
28.8196,31.55,1.80
29.1850,31.40,1.76
29.5396,30.34,1.60
29.8949,30.55,1.71
30.2577,31.07,1.71
30.6178,30.85,1.60
30.9940,32.16,1.60
31.3501,30.46,1.42
31.7104,30.68,1.53
31.9265,18.46,1.42
32.3097,32.80,1.84
32.6728,30.96,1.67
33.0262,30.20,1.64
33.3786,30.06,1.77
33.7439,31.17,1.56
34.0729,28.02,1.55
34.4139,29.03,1.84
34.7537,28.90,1.82
35.0976,29.33,1.59
35.4510,30.22,1.75
35.8028,30.05,1.65
36.1433,29.06,1.59
36.4771,28.47,1.80
36.6819,17.53,1.78
36.8899,17.75,1.60
37.2453,30.38,1.86
37.5923,29.61,1.83
37.9224,28.18,1.64
38.1280,17.48,1.82
38.4809,29.97,1.64
38.8250,29.26,1.65
39.1808,30.34,1.78
39.5347,30.19,1.55
39.9252,33.30,1.72
40.2850,30.70,1.56
