Time (s),DRAM Power (W),IPC
0.0001,0.00,0.88
0.2174,18.76,0.43
0.4245,17.70,0.42
0.6310,17.66,0.38
0.8541,19.19,0.71
1.0823,19.63,0.93
1.3152,19.76,1.04
1.5468,19.69,1.19
1.7775,19.91,1.23
2.0080,19.48,1.16
2.2375,19.41,0.98
2.4660,19.35,0.95
2.6929,19.11,1.14
2.9250,21.15,1.21
3.1583,21.36,1.20
3.3888,20.96,1.07
3.6210,21.14,1.18
3.8574,21.57,0.96
4.0897,21.05,0.32
4.3203,21.01,1.01
4.5503,21.08,0.93
4.7815,21.11,0.51
5.0136,21.23,1.17
5.2428,20.83,1.18
5.4771,21.41,1.02
5.7067,20.88,1.01
5.9376,21.08,1.11
6.1645,20.75,1.03
6.3926,20.84,1.18
6.6230,21.00,1.00
6.8519,20.87,1.14
7.0837,21.17,1.07
7.3163,21.19,0.96
7.5468,21.11,0.91
7.7769,21.00,1.10
8.0072,21.04,1.05
8.2371,21.00,0.98
8.4660,20.96,0.95
8.6997,21.24,1.24
8.9327,21.21,1.08
9.1563,20.44,1.04
9.3887,21.21,1.24
9.6165,20.74,1.45
9.8453,20.77,1.14
10.0747,20.79,0.87
10.3034,20.94,1.30
10.5317,20.68,0.97
10.7623,20.97,0.93
10.9960,21.29,1.15
11.2270,21.09,1.03
11.4567,20.90,1.12
11.6874,21.02,1.06
11.9171,20.90,1.23
12.1474,21.04,1.10
12.3784,21.10,0.95
12.6079,20.85,1.23
12.8382,21.02,1.10
13.0666,20.83,1.01
13.3004,21.23,1.28
13.5315,21.05,1.18
13.7568,20.58,1.27
13.9846,20.62,0.93
14.2125,20.55,1.27
14.4415,20.74,1.25
14.6740,21.09,0.84
14.9037,20.73,1.08
15.1378,21.29,0.97
15.3677,20.79,0.94
15.5960,20.68,1.01
15.8271,20.90,1.22
16.0586,20.90,1.01
16.2940,21.24,1.18
16.5229,20.64,1.21
16.7530,20.82,1.09
16.9828,20.82,0.98
17.2148,20.94,1.21
17.4460,20.78,1.17
17.6753,20.66,0.56
17.9084,21.02,1.08
18.1397,20.89,1.09
18.3642,20.32,0.92
18.5931,20.62,1.24
18.8196,20.46,0.96
19.0509,20.96,0.92
19.2801,20.67,1.27
19.5135,21.11,0.90
19.7441,20.78,1.05
19.9751,20.88,1.29
20.2085,20.23,1.19
20.4402,19.65,1.03
20.6356,16.80,1.29
20.8607,19.30,1.20
21.0898,19.23,1.09
21.3167,19.19,1.23
21.5482,19.47,0.96
21.7780,19.33,0.88
22.0077,19.28,1.21
22.2390,19.73,0.96
22.4690,19.32,0.90
22.7073,20.18,1.13
22.9361,19.22,1.23
23.1673,19.31,1.09
23.3956,19.14,0.92
23.6222,18.97,1.17
23.8497,19.02,1.07
24.0794,19.28,1.10
24.3117,19.46,1.24
24.5405,19.42,0.93
24.7728,19.43,0.88
25.0026,19.21,1.35
25.2399,20.10,1.14
25.4335,16.33,1.17
25.5838,12.59,0.25
25.7875,17.35,1.04
26.0095,18.74,1.31
26.2324,18.70,1.35
26.4567,18.87,0.95
26.6786,18.72,0.86
26.9012,18.73,0.93
27.1301,19.24,1.13
27.3576,19.00,1.15
27.5831,18.94,1.06
27.8092,19.03,0.95
28.0377,19.39,1.33
28.2637,19.04,1.04
28.4887,18.85,0.92
28.7174,19.20,1.31
28.9456,19.18,1.14
29.1730,19.24,0.93
29.3681,16.43,1.03
29.5603,16.13,1.37
29.7566,16.91,0.94
29.9766,18.50,0.99
30.1975,18.45,1.24
30.4184,18.51,1.36
30.6449,18.89,1.20
30.8733,19.12,0.98
31.0963,18.67,1.01
31.3226,18.81,0.92
31.5488,18.88,1.21
31.7769,19.06,0.96
32.0101,19.66,0.82
32.2408,19.32,1.16
32.4710,19.18,0.91
32.6984,18.92,0.90
32.9292,19.21,1.19
33.1584,19.09,0.95
33.3880,19.40,0.85
33.6168,19.11,1.08
33.8311,18.14,0.92
34.0527,18.57,1.18
34.2703,18.14,1.16
34.4952,18.76,0.97
34.7169,18.43,0.98
34.9410,18.63,1.04
35.1657,18.68,1.32
35.3935,19.00,1.02
35.6200,19.16,0.95
35.8484,19.14,1.13
36.0765,18.97,1.09
36.3013,18.75,0.79
36.5298,19.18,1.10
36.7568,19.37,1.09
36.9806,18.73,1.06
37.2090,19.15,1.09
37.4373,19.08,1.08
37.6661,19.26,0.79
37.8900,18.81,0.77
38.1105,18.43,1.18
38.3295,18.25,1.35
38.5510,18.51,0.93
38.7723,18.51,0.97
38.9964,18.72,0.99
39.2227,19.24,1.15
39.4456,18.59,0.92
39.6758,19.25,0.88
39.9090,19.50,0.98
40.1380,19.06,1.27
40.3651,19.28,0.98
40.5942,19.20,0.88
40.8207,18.93,1.25
41.0500,19.16,1.00
41.2819,19.51,0.93
41.5099,19.11,0.98
41.7390,19.31,1.15
41.9738,19.80,1.00
42.1993,18.89,1.07
42.4301,19.35,1.08
42.6596,19.45,0.97
42.8935,19.60,1.24
43.1258,19.54,0.94
43.3557,19.18,1.15
43.5895,19.56,0.91
43.8228,19.70,1.19
44.0504,19.16,1.06
44.2819,19.38,1.02
44.5104,19.22,0.82
44.7383,19.12,1.38
44.9692,19.40,0.85
45.1999,19.33,1.22
45.4325,19.41,1.14
45.6623,19.39,0.91
45.8926,19.42,1.29
46.1246,19.72,1.06
46.3571,19.49,1.09
46.5885,19.36,1.08
46.8196,19.36,1.16
47.0486,19.20,1.18
47.2773,19.30,1.08
47.5069,19.37,1.04
47.7405,19.58,1.27
47.9691,19.19,0.81
48.2018,19.49,1.08
