Time (s),DRAM Power (W),IPC
0.0001,0.00,1.27
0.2304,20.06,1.52
0.5697,29.14,1.14
0.8440,23.78,1.36
1.1227,23.83,1.63
1.4080,24.96,1.49
1.7100,26.84,1.76
2.0312,28.35,2.02
2.3110,25.04,1.94
2.6212,27.55,1.73
2.9047,25.30,1.62
3.2137,27.34,1.61
3.5078,26.07,1.75
3.7880,24.97,1.95
4.0617,24.43,1.85
4.3339,23.93,1.62
4.6374,26.97,0.99
4.9972,31.74,0.66
5.3148,28.76,0.63
5.6054,26.43,0.68
5.9282,29.41,0.74
6.2056,25.25,0.98
6.4935,26.26,0.94
6.7821,26.38,0.79
7.0766,26.79,0.56
7.3780,27.42,0.77
7.6663,26.39,2.13
7.9660,26.07,2.94
8.2657,25.94,1.23
