Time (s),DRAM Power (W),IPC
0.0001,0.04,1.16
0.2784,25.78,1.16
0.6562,32.34,2.07
0.9796,27.74,1.51
1.3326,30.12,1.19
1.6918,30.70,2.12
2.0218,28.26,0.52
2.3461,27.97,1.52
2.6606,27.45,1.21
3.0235,32.96,1.20
3.3521,28.14,1.12
3.7303,32.64,1.03
4.0927,30.82,1.52
4.5024,34.86,2.32
4.8404,28.64,2.36
5.0854,20.81,1.93
5.4820,33.90,1.06
5.8860,34.11,0.90
6.2743,32.76,1.08
6.6114,28.48,1.90
7.0049,33.15,1.63
7.3711,31.49,1.09
7.7534,32.21,0.97
8.0969,28.85,1.01
8.4563,30.37,1.44
8.7743,26.90,1.36
9.1005,27.56,1.11
9.4345,28.21,1.41
9.7595,27.65,1.46
10.1169,30.63,0.91
10.4633,29.40,0.98
10.8240,30.59,1.10
11.1717,29.69,2.05
11.5176,29.54,1.88
11.8826,31.21,1.10
12.2176,28.41,1.03
12.5573,28.92,0.98
12.8826,27.53,1.32
13.2303,29.32,1.41
13.5467,26.71,1.31
13.8617,26.71,1.87
14.2100,29.79,1.74
14.5597,30.14,1.61
14.9085,29.81,1.80
15.2019,25.05,1.58
15.5212,27.39,1.83
15.8453,27.86,2.02
16.1817,28.90,1.71
16.5430,30.97,1.12
16.8867,31.03,0.81
17.1944,28.70,1.54
17.5942,39.34,1.53
18.0141,41.11,0.38
18.3729,38.24,1.37
18.7764,36.74,1.58
19.0255,22.41,1.77
19.5682,60.27,1.58
19.9679,36.35,1.37
20.3089,31.07,1.58
20.7159,36.92,1.79
21.2100,58.42,1.82
21.6836,53.76,1.72
22.0652,34.82,1.57
22.4463,34.65,1.40
22.7997,32.23,1.46
23.0182,19.93,1.60
23.4019,34.93,1.39
23.7294,29.95,1.35
23.9351,18.73,1.54
24.2991,32.21,1.74
24.8675,65.20,1.25
25.2809,36.98,1.36
25.6442,32.06,1.51
25.9977,31.04,1.53
26.3587,32.36,1.19
26.7644,35.27,1.53
27.1023,30.06,1.00
27.4139,28.10,1.02
27.6164,17.94,1.68
27.9386,28.34,1.68
28.2877,30.08,1.20
28.6326,30.37,1.54
28.9693,29.89,1.57
29.3167,31.04,1.27
29.6381,29.00,0.85
29.9520,28.55,0.73
30.2962,30.91,0.97
30.5952,26.93,1.34
30.9277,29.82,1.65
31.2790,31.07,1.27
31.6235,30.09,1.52
31.9812,30.34,1.78
32.3376,30.49,1.60
32.6861,29.68,1.60
33.0495,30.72,1.44
33.3790,27.91,1.77
33.7450,31.10,1.96
34.0953,29.50,1.73
34.4329,28.53,1.89
34.7648,28.12,1.65
35.1080,29.07,1.77
35.4708,30.69,1.74
35.8102,28.80,2.18
36.1566,29.34,1.64
36.5121,30.09,1.80
36.9166,34.27,1.08
37.2245,27.08,1.79
37.5847,30.66,1.81
37.9544,31.34,1.98
38.3369,32.39,1.81
38.7048,30.99,2.13
39.0848,32.17,1.73
39.4370,29.75,1.28
39.7519,26.98,1.04
40.0834,29.67,1.93
40.4748,35.11,1.12
40.7890,27.86,1.93
41.1431,31.18,1.39
41.4734,30.04,1.20
41.8000,28.92,1.93
42.1123,27.87,1.68
42.4881,33.51,1.88
42.7999,27.72,2.23
43.1436,30.32,1.61
43.5094,32.72,1.74
43.7962,25.48,1.69
43.9734,15.68,1.48
44.2956,29.03,1.21
