System,System,System,System,System,System,System,System,System,System
Time,EXEC,CFREQ,READ,WRITE,INST,PhysIPC%,Proc Energy (Joules),DRAM Energy (Joules),UncFREQ (Ghz)
20:09:04.587,0.0,1.14,0.0,0.0,2.72,12.37,2.85,0.02,0.17
20:09:04.687,0.0,1.0,0.0,0.0,5.75,24.45,2.83,0.01,0.19
20:09:04.787,0.0,1.0,0.0,0.0,5.84,24.43,2.7,0.01,0.15
20:09:04.888,0.0,1.0,0.0,0.0,5.45,24.94,2.58,0.01,0.1
20:09:04.988,0.0,1.0,0.0,0.0,5.47,24.71,2.5,0.01,0.08
20:09:05.090,0.01,1.73,0.01,0.02,166.88,6.61,6.3,0.44,1.29
20:09:05.197,0.35,2.99,0.22,0.52,4285.98,17.78,16.49,1.09,2.25
20:09:05.289,0.4,3.05,1.22,1.26,5041.58,17.48,19.22,1.48,2.4
20:09:05.389,1.35,2.72,3.22,1.24,16826.29,64.95,22.14,1.88,2.4
20:09:05.489,1.35,2.94,1.2,1.0,16834.68,60.06,22.19,1.49,2.38
20:09:05.589,1.23,2.79,3.97,1.84,15418.94,57.45,22.26,2.09,2.4
20:09:05.690,1.4,2.9,0.93,0.64,17523.81,63.2,22.39,1.37,2.38
20:09:05.789,1.2,2.77,4.12,1.88,14878.32,56.81,21.91,2.13,2.4
20:09:05.889,1.36,2.89,1.23,0.9,16818.41,61.34,22.11,1.45,2.4
20:09:05.989,1.27,2.79,3.82,1.62,15895.13,59.48,22.26,2.06,2.4
20:09:06.090,1.27,2.91,1.69,1.2,15836.98,56.87,22.19,1.6,2.4
20:09:06.189,1.32,2.73,3.35,1.32,16419.77,63.52,22.04,1.92,2.4
20:09:06.290,1.26,2.91,2.09,1.35,15689.62,56.42,22.2,1.65,2.4
20:09:06.389,1.35,2.73,2.96,1.15,16731.38,64.46,22.11,1.84,2.4
20:09:06.489,1.06,3.0,0.73,0.62,13196.92,46.19,22.1,1.35,2.39
20:09:06.590,1.13,2.77,4.24,2.28,14199.4,53.38,22.05,2.21,2.39
20:09:06.690,1.46,2.86,0.79,0.51,18203.15,66.74,22.43,1.36,2.4
20:09:06.790,1.02,2.8,4.25,2.32,12733.9,47.74,21.85,2.21,2.4
20:09:06.890,1.23,2.94,0.73,0.5,15304.74,54.82,21.99,1.34,2.37
20:09:06.990,1.16,2.86,4.26,2.3,14450.21,53.1,22.31,2.19,2.39
20:09:07.090,1.46,2.86,0.8,0.48,18203.32,66.81,22.29,1.36,2.4
20:09:07.190,0.67,2.91,4.12,2.33,8405.15,30.12,21.21,2.18,2.4
20:09:07.290,1.49,2.85,0.83,0.46,18571.98,68.58,22.43,1.37,2.4
20:09:07.390,1.15,2.82,4.23,2.34,14280.01,53.0,22.28,2.2,2.39
20:09:07.491,1.49,2.86,0.82,0.46,18600.22,68.36,22.37,1.37,2.4
20:09:07.591,1.16,2.8,4.25,2.34,14414.04,53.89,22.24,2.2,2.4
20:09:07.691,1.49,2.86,0.82,0.47,18604.43,68.37,22.36,1.37,2.39
20:09:07.791,1.17,2.84,4.26,2.34,14542.25,53.77,22.45,2.22,2.39
20:09:07.891,1.47,2.85,0.81,0.47,18375.84,67.54,22.28,1.37,2.4
20:09:07.991,1.17,2.86,4.26,2.33,14553.32,53.46,22.43,2.22,2.39
20:09:08.091,1.46,2.86,0.8,0.48,18260.49,66.77,22.4,1.37,2.39
20:09:08.191,1.18,2.85,4.27,2.32,14659.06,53.92,22.33,2.2,2.38
20:09:08.291,1.47,2.89,0.8,0.49,18321.64,66.7,22.64,1.38,2.4
20:09:08.391,1.17,2.8,4.26,2.29,14552.24,54.44,22.14,2.2,2.39
20:09:08.493,1.47,2.89,0.8,0.52,18531.39,66.72,22.81,1.39,2.39
20:09:08.593,1.18,2.83,4.27,2.29,14690.69,54.54,22.24,2.21,2.38
20:09:08.693,1.42,2.88,0.96,0.68,17670.09,64.23,22.33,1.41,2.39
20:09:08.793,1.23,2.8,4.11,2.11,15268.15,57.18,22.3,2.18,2.39
20:09:08.893,1.32,2.91,1.63,1.16,16482.31,59.41,22.35,1.58,2.4
20:09:08.993,1.32,2.75,3.43,1.64,16362.22,62.51,22.23,1.99,2.4
20:09:09.093,1.28,2.92,2.23,1.47,15914.39,57.18,22.46,1.74,2.4
20:09:09.194,1.37,2.76,2.85,1.32,17185.28,64.91,22.39,1.85,2.39
20:09:09.295,1.22,2.87,3.14,1.81,15270.66,55.54,22.36,1.92,2.39
20:09:09.394,1.41,2.82,1.92,0.98,17510.64,65.66,22.21,1.64,2.4
20:09:09.494,1.16,2.83,3.91,2.07,14454.17,53.47,22.37,2.11,2.41
20:09:09.593,1.49,2.84,1.15,0.72,18483.23,68.83,22.24,1.47,2.39
20:09:09.694,1.1,2.8,4.22,2.33,13803.62,51.25,22.11,2.21,2.4
20:09:09.794,1.53,2.83,0.85,0.46,19047.58,70.59,22.48,1.38,2.4
20:09:09.894,1.12,2.83,4.22,2.34,13951.96,52.0,22.13,2.19,2.4
20:09:09.993,1.5,2.85,0.82,0.45,18576.49,68.97,22.17,1.36,2.38
20:09:10.094,1.15,2.78,4.25,2.35,14462.99,54.09,22.44,2.22,2.4
20:09:10.194,1.49,2.85,0.82,0.46,18579.68,68.46,22.34,1.38,2.4
20:09:10.294,1.15,2.85,4.24,2.34,14374.97,52.94,22.28,2.2,2.39
20:09:10.395,1.49,2.87,0.82,0.46,18509.2,67.8,22.46,1.38,2.37
20:09:10.495,1.15,2.81,4.25,2.34,14381.65,53.6,22.26,2.21,2.39
20:09:10.595,1.48,2.89,0.81,0.47,18431.65,67.07,22.4,1.38,2.38
20:09:10.695,1.07,2.89,4.2,2.31,13378.08,48.52,22.27,2.21,2.36
20:09:10.795,1.49,2.88,0.81,0.47,18512.34,67.57,22.49,1.38,2.39
20:09:10.895,1.18,2.81,4.26,2.33,14697.78,54.99,22.34,2.23,2.39
20:09:10.995,1.46,2.88,0.8,0.48,18278.61,66.53,22.46,1.38,2.38
20:09:11.095,1.17,2.79,4.27,2.32,14531.13,54.64,22.06,2.21,2.4
20:09:11.196,1.4,2.86,0.77,0.47,17448.15,63.83,22.22,1.38,2.4
20:09:11.295,1.15,2.81,4.26,2.31,14322.15,53.53,22.29,2.21,2.39
20:09:11.395,1.46,2.87,0.79,0.49,18219.46,66.62,22.37,1.37,2.4
20:09:11.495,1.17,2.79,4.26,2.29,14545.71,54.81,22.12,2.2,2.4
20:09:11.595,1.47,2.88,0.79,0.51,18264.21,66.6,22.55,1.38,2.4
20:09:11.695,1.18,2.81,4.27,2.29,14704.64,54.89,22.1,2.2,2.38
20:09:11.795,1.43,2.89,0.78,0.51,17748.7,64.53,22.51,1.38,2.4
20:09:11.895,1.05,2.87,4.22,2.26,13009.48,47.83,22.06,2.2,2.39
20:09:11.995,1.46,2.86,0.79,0.51,18252.65,66.85,22.38,1.37,2.39
20:09:12.096,1.19,2.79,4.28,2.29,14929.58,55.61,22.34,2.22,2.38
20:09:12.196,1.39,2.88,1.07,0.78,17380.49,63.17,22.45,1.45,2.4
20:09:12.296,1.23,2.81,3.98,2.0,15231.45,57.2,22.25,2.12,2.4
