System,System,System,System,System,System,System,System,System,System
Time,EXEC,CFREQ,READ,WRITE,INST,PhysIPC%,Proc Energy (Joules),DRAM Energy (Joules),UncFREQ (Ghz)
02:18:41.843,0.0,1.08,0.0,0.0,11.5,31.9,3.3,0.04,0.37
02:18:41.943,0.0,1.0,0.0,0.0,5.32,24.62,2.57,0.01,0.15
02:18:42.042,0.0,1.0,0.0,0.0,5.6,25.21,2.49,0.01,0.09
02:18:42.143,0.0,1.0,0.0,0.0,5.45,24.19,2.66,0.01,0.15
02:18:42.243,0.0,1.0,0.0,0.0,5.42,24.94,2.44,0.01,0.06
02:18:42.349,0.02,2.04,0.03,0.12,263.02,6.06,7.27,0.59,1.51
02:18:42.443,0.47,2.4,0.69,1.05,5902.19,26.67,16.0,1.39,2.31
02:18:42.544,0.7,2.7,4.99,2.85,8771.25,34.1,18.95,2.47,2.15
02:18:42.644,0.81,2.7,7.01,3.85,10187.8,39.51,18.98,2.97,1.99
02:18:42.744,0.69,2.61,8.94,4.21,8555.06,34.42,18.9,3.34,1.98
02:18:42.844,0.78,2.43,6.68,3.78,9695.26,42.0,18.77,2.92,2.18
02:18:42.945,0.66,2.66,9.16,4.41,8281.99,32.5,19.02,3.4,1.96
02:18:43.044,0.74,2.41,7.54,4.04,9166.08,40.34,18.77,3.0,2.21
02:18:43.146,0.68,2.57,8.15,4.32,8559.06,34.81,19.22,3.12,2.11
02:18:43.245,0.72,2.43,8.45,4.15,8907.12,38.76,18.67,3.11,2.13
02:18:43.346,0.7,2.62,7.33,4.06,8773.41,35.14,19.04,2.95,2.1
02:18:43.446,0.68,2.63,9.2,4.37,8482.68,33.77,18.78,3.29,1.92
02:18:43.546,0.78,2.5,6.7,3.8,9794.1,41.09,19.0,2.82,2.15
02:18:43.646,0.66,2.51,8.93,4.35,8212.89,34.58,18.8,3.21,2.11
02:18:43.747,0.74,2.52,7.74,4.06,9232.49,38.27,18.96,3.01,2.09
02:18:43.847,0.68,2.65,8.07,4.32,8462.35,33.62,19.08,3.1,2.06
02:18:43.947,0.71,2.49,8.47,4.1,8874.8,37.69,18.65,3.13,2.06
02:18:44.047,0.71,2.69,7.3,4.07,8924.84,34.8,19.02,2.97,2.03
02:18:44.148,0.67,2.58,9.17,4.38,8442.08,34.24,19.02,3.29,2.04
02:18:44.248,0.78,2.52,6.79,3.81,9684.09,40.52,18.94,2.85,2.14
02:18:44.348,0.56,2.64,7.24,3.86,6970.79,27.82,18.65,2.86,2.16
02:18:44.449,0.62,2.31,7.05,3.41,7763.23,35.91,18.65,2.77,2.26
02:18:44.548,0.72,2.56,7.99,4.04,8973.13,37.0,18.67,3.04,2.04
02:18:44.648,0.66,2.46,7.69,4.26,8234.47,35.15,19.02,3.03,2.24
02:18:44.749,0.7,2.49,8.8,4.14,8776.87,36.9,18.76,3.18,2.08
