Time (s),DRAM Power (W),IPC
0.0000,0.00,1.66
0.2902,25.69,1.65
0.5840,25.22,1.23
0.8647,24.25,1.22
1.1423,23.75,1.29
1.4181,23.60,1.24
1.7105,25.07,1.25
2.0100,25.63,1.33
2.2875,23.61,1.28
2.5048,18.53,1.32
2.8075,25.89,1.27
3.0788,23.18,1.19
3.3742,25.31,1.28
3.6606,24.56,1.28
3.9284,22.86,1.35
4.2055,23.74,1.34
4.4723,22.86,1.25
4.7418,23.11,1.27
5.0223,24.12,1.31
5.3163,25.19,1.32
5.6105,25.27,1.32
5.9049,25.16,1.19
6.1678,22.51,1.23
6.4908,27.75,1.27
6.7695,23.82,1.29
6.9635,16.67,1.31
7.1861,18.96,1.33
7.4644,23.75,1.21
7.7454,23.98,1.26
8.0573,26.65,1.25
8.4193,31.03,1.30
8.7172,25.62,1.28
8.9598,20.80,1.34
9.1718,18.10,1.28
9.3878,18.53,1.31
9.6103,19.00,1.28
9.8117,17.19,1.32
10.0129,17.22,1.25
10.2158,17.31,1.33
10.4037,16.17,1.25
10.6197,18.55,1.34
10.8292,18.00,1.31
11.0397,18.14,1.33
11.2519,18.26,1.25
11.4629,18.13,1.26
11.6677,17.70,1.27
11.8759,17.87,1.33
12.0861,18.14,1.27
12.3214,20.24,1.34
12.5179,16.91,1.25
12.7253,17.81,1.35
12.9237,17.14,1.27
13.1238,17.13,1.34
13.3156,16.46,1.28
13.5195,17.47,1.35
13.7194,17.10,1.26
13.9239,17.58,1.35
14.1315,17.77,1.25
14.3555,19.21,1.32
14.5576,17.32,1.32
14.7495,16.51,1.28
14.9538,17.48,1.33
15.1737,18.86,1.28
15.4019,19.56,1.35
15.6165,18.41,1.26
15.8322,18.50,1.30
16.0540,19.07,1.33
16.2619,17.84,1.27
16.4579,16.82,1.28
16.6579,17.22,1.25
16.8699,18.19,1.35
17.0720,17.34,1.23
17.3473,23.61,1.20
17.5624,18.43,1.32
17.8517,24.91,1.34
18.1291,23.79,1.30
18.4134,24.37,1.23
18.6965,24.35,1.23
18.9767,23.98,1.17
19.1883,18.15,1.31
19.4010,18.25,1.26
19.6927,24.98,1.26
19.9768,24.42,1.25
20.1783,17.31,1.30
20.3981,18.79,1.27
20.6099,18.15,1.31
20.8345,19.27,1.24
21.0660,19.87,1.31
21.2637,16.92,1.26
21.4753,18.11,1.27
21.6755,17.19,1.20
21.8745,17.00,0.72
22.1599,26.06,0.73
22.4446,25.88,0.70
22.6595,19.50,0.76
22.9453,26.06,0.81
23.2478,27.77,0.72
23.5285,26.10,0.67
23.8140,25.52,0.63
24.1020,25.55,0.71
24.3936,25.90,0.81
24.6736,25.19,0.68
24.9677,26.10,0.56
25.1832,18.98,0.70
25.3873,17.98,0.58
25.6694,24.91,0.59
25.9437,24.32,2.86
26.1518,18.03,0.38
