Time (s),DRAM Power (W),IPC
0.0001,0.00,1.73
0.2677,23.47,2.52
0.6003,28.72,2.90
0.8708,23.46,2.93
1.0925,19.42,2.06
1.3583,24.30,2.12
1.5386,15.70,2.01
1.7230,16.15,1.92
1.9762,22.13,1.97
2.1742,17.37,2.05
2.4360,22.83,1.97
2.6870,21.95,1.98
2.9346,21.62,2.18
3.1920,22.48,2.22
3.4507,22.69,1.91
3.7008,21.89,2.00
3.9494,21.72,2.15
4.2038,22.17,2.21
4.4554,21.97,1.84
4.7085,22.10,2.09
4.9606,21.98,2.14
5.2163,22.27,1.92
5.4717,22.29,1.84
5.7347,23.00,2.15
6.0098,24.06,2.08
6.2698,22.73,2.24
6.5195,21.79,1.83
6.7714,22.01,1.98
7.0195,21.68,2.11
7.2689,21.86,1.92
7.5125,21.23,2.10
7.7710,22.64,2.18
8.0253,22.37,1.96
8.2917,23.36,2.45
8.5767,25.00,2.17
8.8482,23.74,2.55
9.1276,24.53,2.57
9.3991,23.84,2.35
9.6613,22.92,2.45
9.9441,24.80,2.64
10.2260,24.69,2.48
10.5034,24.47,0.68
10.7886,25.27,1.24
