Time (s),DRAM Power (W),IPC
0.0,0.0,1.7439856085260441
0.4,703.7098000000697,1.4457919546406732
0.74,594.0377999999328,2.032373148386322
1.1,631.8042999999307,1.9044074587525563
1.45,619.6330999999191,0.632658200589455
1.8,656.4221000000543,0.5041635583162182
2.18,678.6116000002949,0.46641360339576127
2.55,674.863099999493,0.5366921898078834
2.9,615.1655000001483,0.5873360489471809
3.24,607.904299999791,0.6571580195123223
3.57,582.7156999999715,0.5947646596766435
3.93,643.4706000000006,0.5752143952993368
4.3,642.9519000004802,1.5902182606875956
