Time (s),DRAM Power (W),IPC
0.0000,0.00,1.22
0.2216,19.64,1.67
0.5071,24.36,1.47
0.7662,22.19,2.24
1.0469,23.69,2.19
1.3378,24.50,2.14
1.6124,23.15,2.15
1.8829,22.86,2.12
2.1488,22.32,2.14
2.3545,17.34,2.27
2.5597,17.33,2.01
2.8445,24.03,2.14
3.1290,24.04,2.08
3.4382,25.99,2.15
3.7465,25.95,2.13
4.0336,24.13,2.06
4.2305,16.52,2.08
4.4345,17.21,2.11
4.6365,17.00,2.10
4.8467,17.62,2.20
5.0535,17.24,2.00
5.3259,22.83,2.02
5.5344,17.47,2.64
5.8123,23.49,2.89
6.0965,24.02,2.24
6.3831,24.08,2.26
6.6530,22.75,2.05
6.9200,22.37,2.05
7.1991,23.49,2.08
7.4808,23.67,1.99
7.7658,23.98,2.12
8.0589,24.59,2.06
8.3371,23.39,2.01
8.6327,24.86,2.08
8.9124,23.52,2.08
9.1128,16.83,2.14
9.3224,17.60,2.03
9.5384,18.20,2.19
9.8143,23.18,2.22
10.0858,22.81,2.21
10.3687,23.77,2.10
10.6537,23.82,2.04
10.9284,23.12,2.80
11.1991,22.85,2.66
11.4799,23.56,2.02
11.7672,24.05,2.12
12.0474,23.49,2.03
12.3201,22.89,2.06
12.6071,24.11,2.06
12.8924,23.87,2.04
13.0989,17.34,2.10
13.3745,23.22,2.05
13.6521,23.45,2.14
13.8709,18.37,2.14
14.0748,17.09,2.06
14.2788,17.17,2.17
14.4909,17.82,1.94
14.7646,23.00,2.00
15.0449,23.64,2.11
15.2471,17.02,2.09
15.5315,23.96,2.00
15.8087,23.41,1.98
16.0801,22.92,2.04
16.3629,24.04,2.59
16.6367,23.14,2.61
16.9276,24.52,2.10
17.2039,23.11,2.12
17.4734,22.63,2.07
17.6788,17.37,2.05
17.8806,16.94,2.19
18.1682,24.18,2.13
18.4363,22.60,2.11
18.6343,16.61,2.13
18.8436,17.67,2.15
19.0585,18.00,2.23
19.2663,17.47,2.06
19.4702,17.04,2.05
19.6741,17.19,2.18
19.8823,17.40,2.15
20.0823,16.74,2.25
20.3477,22.25,2.26
20.6307,23.86,2.09
20.9017,22.77,2.05
21.1777,23.18,2.02
21.4457,22.56,2.02
21.6481,17.11,2.53
21.9281,23.69,2.87
22.2263,25.10,2.12
22.5005,-328541.75,1.98
22.7746,23.15,2.23
23.0578,23.90,2.15
23.3267,22.68,2.15
23.5992,23.05,2.14
23.8719,23.02,2.03
24.1430,22.99,2.02
24.4294,24.25,2.01
24.6957,22.50,2.07
24.9781,23.80,2.05
25.2613,23.94,2.07
25.5391,23.32,2.11
25.8300,24.44,2.07
26.1120,23.65,2.09
26.3952,23.91,2.07
26.6828,24.30,2.00
26.9628,23.60,2.06
27.2455,23.97,2.62
27.5287,23.90,1.92
27.8005,23.00,2.08
28.0044,17.16,2.00
28.2063,16.93,2.17
28.4898,23.95,2.06
28.7647,23.25,2.14
29.0521,24.13,2.01
29.3346,23.73,2.03
29.6155,23.67,2.03
29.8906,23.12,2.12
30.1620,22.85,2.13
30.4338,22.67,2.10
30.6442,17.52,2.04
30.8483,16.95,2.14
31.0360,15.62,2.10
31.2422,17.22,2.09
31.4663,18.67,2.01
31.6743,17.35,2.09
31.8823,17.36,2.14
32.0902,17.47,2.08
32.2891,16.63,2.24
32.5588,22.71,2.45
32.8297,22.76,1.69
33.1099,23.59,2.03
33.3902,23.49,2.07
33.6657,23.21,2.04
33.9468,23.66,2.05
34.2208,22.96,2.10
34.4933,22.87,1.98
34.7618,22.59,2.12
35.0331,22.73,2.07
35.3094,23.23,2.24
35.5842,23.07,2.20
35.8027,18.39,2.07
36.0775,23.16,2.09
36.3637,24.11,2.09
36.6621,25.05,2.04
36.9384,23.18,1.96
37.2099,22.79,2.15
37.4284,18.36,2.04
37.6274,16.68,2.14
37.8282,16.83,2.87
38.0897,22.13,2.85
38.3625,22.92,2.11
38.6420,23.43,2.13
38.9128,22.66,2.13
39.1758,22.06,2.18
39.3801,17.13,2.14
39.5721,16.06,2.18
39.7721,16.66,2.15
39.9720,16.68,2.28
40.2391,22.31,2.27
40.5270,24.01,2.18
40.8103,23.68,2.16
41.1004,24.07,2.13
41.3769,22.98,2.06
41.6562,23.31,2.22
41.9321,23.08,2.27
42.2071,23.10,1.99
42.4821,23.05,1.97
42.7586,23.19,2.04
43.0316,22.97,2.20
43.3220,24.60,2.50
43.5989,23.35,1.72
43.8384,20.23,2.10
44.0383,16.79,2.10
44.2373,16.67,2.10
44.4411,17.06,2.00
44.7234,23.72,2.00
44.9931,22.61,2.02
45.2051,17.79,2.15
45.4940,24.15,1.85
45.7642,22.73,2.10
46.0386,22.91,1.95
46.3157,23.14,2.00
46.5947,23.41,2.01
46.8743,23.46,2.11
47.1534,23.43,2.10
47.4253,22.88,2.10
47.7037,23.36,2.09
47.9702,22.43,2.07
48.2372,22.39,1.99
48.5199,23.66,2.43
48.8141,24.87,2.63
49.1050,24.47,2.20
49.3914,23.94,2.19
49.6737,23.72,2.06
49.9444,22.71,2.26
50.2178,22.92,2.26
50.4207,17.04,2.08
50.6928,22.86,2.14
50.8925,16.72,2.16
51.1087,18.15,2.22
51.3812,22.81,2.05
51.6581,23.19,2.11
51.9318,23.06,2.10
52.2052,22.99,2.08
52.4864,23.65,1.92
52.7736,24.13,2.03
53.0513,23.24,2.16
53.3330,23.56,2.03
53.5961,22.06,2.08
53.7965,16.81,2.36
54.0897,24.72,2.62
54.3685,23.32,1.51
54.6458,23.33,2.04
54.9136,22.35,1.99
55.1915,23.22,2.06
55.4823,24.44,2.01
55.7472,22.23,2.15
56.0247,23.27,2.12
56.3067,23.72,2.22
56.5796,23.02,2.16
56.8684,24.25,2.06
57.1800,26.26,1.98
57.4523,22.95,2.07
57.6629,17.68,2.12
57.9449,23.71,2.11
58.2146,22.65,2.02
58.4873,22.92,2.11
58.7588,22.83,2.23
59.0426,23.78,2.03
59.3203,23.36,2.47
59.5981,23.47,2.62
59.8931,24.82,1.98
60.1645,22.76,2.07
60.4511,24.07,2.00
60.7210,22.57,2.06
61.0061,23.78,2.09
61.2143,17.48,2.11
61.4214,17.40,2.12
61.6269,17.24,2.14
61.8375,17.63,1.98
62.1309,24.52,2.13
62.4168,23.97,2.09
62.6146,16.62,2.11
62.9071,24.54,2.08
63.1840,23.22,2.07
63.3847,16.86,2.21
63.6590,23.09,2.25
63.9346,23.22,2.07
64.2038,22.57,2.05
64.4798,23.14,2.01
64.7910,26.18,2.67
65.0797,24.08,2.38
65.3618,23.65,2.04
65.6537,24.46,2.10
65.8683,17.90,2.15
66.1396,22.77,2.02
66.4157,23.06,2.02
66.6896,22.98,2.02
66.9725,23.77,2.05
67.2496,23.16,2.20
67.5182,22.52,2.24
67.7957,23.31,2.27
68.0783,23.67,2.24
68.3700,24.45,2.13
68.6549,23.96,2.15
68.9237,22.67,1.97
69.1900,22.39,2.02
69.3981,17.52,2.26
69.6780,23.57,1.99
69.9494,22.85,2.10
70.2402,24.56,2.53
70.5159,23.06,1.60
70.7952,23.46,2.01
71.0650,22.57,2.15
71.3354,22.68,2.14
71.6045,22.64,2.00
71.8960,24.50,2.00
72.1739,23.29,2.19
72.4497,23.13,2.14
72.7204,22.83,2.20
72.9263,17.33,2.17
73.2199,24.58,2.14
73.4834,22.01,1.92
73.7538,22.73,2.11
74.0347,23.53,2.01
74.3080,22.89,2.08
74.5937,23.97,2.09
74.8554,21.96,2.02
75.0487,16.23,2.08
75.2485,16.79,2.28
75.5120,22.10,2.73
75.7849,23.11,2.61
76.0511,22.45,0.73
