Time (s),DRAM Power (W),IPC
0.0001,0.00,1.95
0.2847,24.93,2.25
0.6177,28.53,2.52
0.9732,30.44,2.45
1.3015,28.15,2.25
1.6457,29.60,2.48
2.0183,32.03,2.25
2.3587,29.29,2.10
2.7169,30.74,2.40
3.0631,29.54,2.46
3.4243,30.87,2.22
3.7860,31.13,2.39
4.2150,36.77,2.31
4.5622,29.66,2.21
4.7603,16.93,2.40
4.9706,17.89,2.72
5.3342,30.99,2.29
5.6977,31.07,2.61
6.0335,28.71,2.34
6.3025,23.10,2.49
6.6780,32.34,2.35
7.0376,30.87,2.28
7.4010,31.08,2.46
7.7308,28.13,2.28
7.9433,18.27,2.32
8.1624,18.77,2.29
8.3723,17.93,2.60
8.7347,31.07,2.40
9.0417,26.21,2.21
9.3560,26.98,2.19
9.5746,18.75,2.55
9.8924,27.17,2.44
10.2357,29.37,2.47
10.5861,30.10,2.29
10.9176,28.41,2.55
11.2911,32.03,2.46
11.6325,29.23,2.32
11.9940,31.05,2.56
12.3291,28.85,2.56
12.7043,32.04,2.63
13.0580,30.30,2.50
13.4061,29.72,2.34
13.7541,29.88,2.60
14.0974,29.39,2.53
14.4407,29.35,2.17
14.7976,30.46,2.48
15.1297,28.14,2.15
15.4830,29.82,2.34
15.8409,30.32,2.07
16.1834,29.18,2.37
16.5370,30.09,2.21
16.8983,30.75,2.11
17.2498,29.75,2.41
17.6015,29.84,2.23
17.9615,30.50,2.05
18.3230,30.68,2.08
18.6745,29.82,1.99
19.0496,31.78,2.29
19.4083,30.42,2.28
19.7685,30.61,2.06
20.1221,29.95,2.30
20.3464,19.05,2.12
20.7020,30.25,2.41
21.0589,30.37,2.32
21.3929,28.28,2.27
21.7628,31.40,2.37
22.1153,29.78,2.35
22.3505,19.92,1.97
22.7084,30.31,2.46
23.0715,30.73,2.07
23.3941,27.50,2.20
23.7236,28.00,2.00
24.0647,29.05,2.34
24.3797,26.74,2.49
24.7291,29.65,2.31
25.0915,30.62,2.13
25.4376,29.47,2.32
25.8090,31.55,2.00
26.1649,30.22,2.35
26.5140,29.45,2.21
26.8688,29.94,2.12
27.2150,29.27,2.34
27.5766,30.67,2.02
27.9257,29.50,2.11
28.2743,29.44,2.12
28.6320,30.34,2.28
28.9909,30.43,2.00
29.3533,30.62,2.27
29.7102,30.33,2.33
30.0693,30.41,2.09
30.4268,30.35,0.58
