Time (s),DRAM Power (W),IPC
0.0001,0.00,1.58
0.3126,26.99,3.13
0.6676,30.36,1.38
1.0132,29.51,1.25
1.3687,30.33,1.33
1.7281,30.67,1.37
2.0932,31.15,1.26
2.4646,31.69,1.38
2.8054,28.98,1.39
3.1789,31.85,1.26
3.5285,30.32,1.40
3.8940,32.68,0.66
4.2779,35.53,0.73
4.6200,30.63,1.97
4.9323,26.39,2.55
5.3383,34.31,0.64
5.6845,29.69,2.68
6.0180,28.31,1.33
6.3675,29.62,1.28
6.7126,29.24,1.26
7.0531,28.84,1.38
7.4045,29.66,1.38
7.7461,28.93,1.35
8.1212,31.74,1.42
8.4689,29.54,1.28
8.8172,30.31,1.33
9.1555,30.84,0.74
9.5057,31.90,2.49
9.8406,28.37,1.67
10.1857,29.71,3.33
10.5403,30.17,1.36
10.8918,29.97,1.39
16.3688,465.61,1.28
16.7047,28.41,1.40
17.0684,30.83,1.41
17.4363,31.19,1.43
17.7954,30.91,1.48
18.1327,30.42,0.71
18.4814,32.12,1.68
18.8711,32.60,0.81
19.2385,31.46,2.32
19.5969,30.24,1.37
19.9655,31.04,1.27
20.3150,29.47,1.38
20.6884,31.52,1.34
21.0319,28.92,1.37
21.3775,29.24,1.37
21.7179,28.74,1.44
22.0761,30.28,1.24
22.4296,30.62,0.79
22.7904,33.28,2.51
23.1444,31.43,2.75
23.4802,28.21,0.69
23.8264,29.85,2.92
24.1346,26.16,1.27
24.4842,29.56,1.30
24.8328,29.56,1.37
25.1767,29.15,1.25
25.5395,30.67,1.38
25.9021,30.68,1.22
26.2603,30.25,1.28
26.5916,28.08,1.25
26.7996,17.75,1.42
27.1244,29.04,0.78
27.4778,33.44,2.28
27.8225,29.03,2.28
28.0375,18.09,2.80
28.3884,30.26,1.25
28.7353,29.38,1.24
29.1002,30.99,1.38
29.4287,27.83,1.35
29.7729,29.23,1.39
30.1294,30.17,1.34
30.4824,29.92,1.25
30.8365,30.09,1.31
31.1855,29.56,1.46
31.5527,32.51,0.71
31.8969,32.91,2.39
32.2551,30.10,2.60
32.6068,30.15,3.16
32.9639,30.25,1.24
33.3050,28.87,1.30
33.6803,31.89,1.34
34.0092,27.84,1.30
34.2196,17.80,1.38
34.4412,18.83,1.26
34.7869,29.33,1.38
35.1445,30.23,1.41
35.4986,29.92,1.27
35.8571,31.17,1.42
36.2059,32.60,2.45
36.5635,31.24,2.17
36.9218,30.07,2.60
37.2867,31.22,1.38
37.6425,30.03,1.38
37.9713,27.79,1.38
38.1757,17.26,0.83
38.5463,31.32,1.35
38.9028,30.24,1.38
39.2416,28.56,1.23
39.5850,29.06,1.32
39.9345,29.66,1.40
40.2894,30.83,1.29
40.6487,33.44,2.30
41.0063,31.49,2.64
41.3238,26.72,1.51
41.6758,30.32,1.38
42.0369,30.58,1.37
42.3923,30.06,1.38
42.7653,31.54,1.32
43.1242,30.39,1.39
43.4651,28.95,1.37
43.8362,31.44,1.24
44.1763,28.72,1.43
44.3937,18.38,1.30
44.7541,31.26,1.20
45.1368,36.62,2.41
45.4803,28.86,2.35
45.6896,17.60,0.67
