Time (s),DRAM Power (W),IPC
0.0,0.0,1.7627075395093383
0.43,750.0519000001077,1.2320566714692642
0.79,635.5925999996543,1.4909304306772293
1.14,599.8121000004176,1.8992069105326734
1.54,683.8869999999588,2.0153133296161245
1.88,587.4816999996256,2.2022448960018335
2.23,603.5040000002482,2.066700992352132
2.6,626.694100000168,2.015261663731992
2.99,669.5784999996249,1.4638949273898967
3.32,575.4788000005647,1.17908746985315
3.68,620.3569999997853,1.1992982764116633
3.95,479.12859999996726,1.2100816089338424
4.21,474.54020000004675,2.016159951274213
4.53,526.3215999999375,2.034413884445493
4.84,516.9164999999339,2.0150805382772483
5.15,524.7258000003058,1.9610385504482095
5.47,529.4335999999021,1.9022436167102657
5.78,525.5611000000499,2.00184484262199
6.1,520.5488999999943,1.956978423809152
6.41,521.7941999995674,1.9214430062215604
6.73,544.6218000004592,1.9941436239434527
7.05,526.6918000001169,1.8131382518848689
7.36,529.0586999995867,2.0102820732505187
7.68,530.8410999998159,2.0914773568196185
8.01,564.9449000004097,1.9510542515191496
8.33,537.2395999998844,2.050443533591284
8.64,514.8925000001327,1.9750214119021496
8.88,397.7373000001535,2.189101518039987
9.2,536.6871999998693,2.1167352486118234
9.51,525.5212999996729,1.9984596606233795
9.83,529.7075000002224,2.1866605056369157
10.15,534.9460999997973,2.0182008273628815
10.46,530.6958000001032,1.9218333866100288
10.79,547.5104999997711,2.032705668162941
11.11,526.2726000000839,1.994749699924709
11.42,524.5283000003838,1.9527604320886307
11.73,523.5721999997622,1.995222166170814
12.04,522.8852000000188,2.0031705581941033
12.36,530.8763000000909,1.998340927747147
12.68,534.2606999998679,2.015267323940809
12.99,518.2935999997426,1.9935083920793575
13.3,521.8738000003214,1.9857018748106945
13.61,526.7789999998058,2.061216506752231
13.93,519.7670000001381,2.016369893492252
14.24,526.4331999998831,2.0016000937821183
14.56,528.9393999999447,1.4819464229528019
14.87,521.635100000276,1.9521964818921096
15.18,519.2269999999553,1.9860040925198394
15.49,519.6966000003158,1.927652586632164
15.81,528.0487999996694,1.9869145464588942
16.12,525.7617000002938,1.980055789765867
16.43,526.40109999993,1.929895361245817
16.75,533.0320000000938,2.008708862113443
17.06,524.2238999999245,2.0204832713326617
17.39,547.5165999996534,2.1330880462584974
17.71,553.3352999998897,2.1571395204941464
18.04,543.4973000003083,1.9583710445655025
18.35,528.8047000001825,2.464596975693409
18.71,602.6562999999442,2.5307952880181053
19.07,606.5592999999353,2.6000264282375123
19.41,568.199199999799,2.338770548689448
19.75,584.1632000003301,2.504361971518294
20.09,571.0326999993413,2.501157088243108
20.36,454.735900000378,2.523973525497984
20.63,447.2357999999076,2.4523791777940973
20.88,416.52410000024247,2.4682129387594207
21.13,425.5939999995462,2.6365016929154064
21.49,595.6765000002633,2.426549598619367
21.82,564.3434999998135,2.5227216113902586
22.08,422.16670000052545,2.4720425120401446
22.4,554.5775999999023,2.3840359995222267
22.67,447.0171000000846,2.508142061997123
22.94,450.35549999956856,2.530889193043937
23.2,445.81450000041514,1.4106412752306456
