Time (s),DRAM Power (W),IPC
0.0001,0.00,1.44
0.2959,25.89,1.45
0.6518,32.32,1.44
0.9854,29.85,1.93
1.3376,30.01,1.95
1.6660,27.85,1.91
1.8971,19.70,1.74
2.2681,31.58,1.93
2.6065,28.83,1.73
2.9833,32.21,1.79
3.3522,31.56,1.97
3.6850,28.40,1.87
4.0521,31.11,1.78
4.4107,30.43,1.97
4.7501,28.89,1.71
4.9534,17.36,1.81
5.1711,18.64,1.96
5.6001,36.40,1.90
5.9554,30.33,1.92
6.1955,20.49,1.72
6.5403,29.38,1.66
6.7616,18.77,1.63
7.1194,30.54,2.00
7.4576,28.76,2.70
7.8195,31.70,2.55
8.1785,32.12,2.12
8.5473,31.72,2.18
8.9035,30.48,1.76
9.2559,30.06,1.94
9.6139,30.50,1.87
9.9590,29.29,1.92
10.1695,18.03,1.95
10.3823,18.14,1.70
10.6992,27.07,1.75
10.9015,17.21,1.97
11.2706,31.47,1.99
11.5939,27.62,1.87
11.9423,29.74,1.70
12.2705,28.01,1.73
12.4687,16.88,1.91
12.8100,29.07,1.92
13.1663,30.37,1.72
13.5144,29.79,1.95
13.8785,31.10,1.88
14.2484,31.55,1.72
14.5997,30.06,1.94
14.9510,29.84,2.60
15.3377,34.18,2.04
15.6786,30.52,2.12
15.8765,17.07,2.07
16.0808,17.64,1.88
16.4397,30.72,1.97
16.6505,17.92,1.79
16.8484,16.94,1.99
17.1826,28.44,1.99
17.5266,29.34,2.01
17.8931,31.21,1.94
18.2435,29.93,1.78
18.5977,30.33,1.99
18.9385,29.13,1.97
19.1435,17.46,1.73
19.4818,28.90,2.01
19.8114,28.30,1.95
20.1353,27.82,1.92
20.4950,30.79,1.86
20.8588,31.28,1.59
21.2165,30.61,1.95
21.5677,30.16,1.71
21.9110,29.46,1.73
22.2689,30.80,1.93
22.6314,31.62,2.17
22.9693,30.76,2.11
23.3386,31.83,1.86
23.6933,30.59,1.92
24.0625,31.77,1.87
24.4167,30.53,1.64
24.6307,18.49,1.92
24.8435,18.22,1.66
25.2067,31.10,2.00
25.5569,30.03,1.95
25.9105,30.30,1.75
26.2773,31.37,1.70
26.6104,28.57,1.90
26.9682,30.54,1.95
27.3323,31.03,1.76
27.6878,30.27,1.79
28.0352,29.75,1.96
28.3880,30.35,1.97
28.7192,28.56,1.69
29.0462,28.07,1.74
29.2531,17.74,1.95
29.6238,31.66,1.72
29.9691,29.49,2.72
30.3143,30.47,2.64
30.6575,30.93,1.92
31.0072,30.19,1.89
31.3665,30.76,1.91
31.7158,29.90,1.75
32.0613,29.72,1.92
32.4265,31.29,1.86
32.8072,32.54,1.93
33.1749,31.41,1.72
33.5381,31.00,1.90
33.8772,28.99,1.91
34.0970,18.92,1.71
34.4547,30.50,1.95
34.8237,31.56,1.95
35.1855,30.96,1.95
35.5422,30.41,1.84
35.9015,30.67,1.97
36.2547,30.29,1.88
36.6003,29.58,1.72
36.8213,18.85,1.97
37.1722,29.99,1.96
37.5323,30.68,2.41
37.8822,31.70,2.18
38.2463,31.89,2.18
38.5556,26.59,2.12
38.7830,19.48,2.52
