Time (s),DRAM Power (W),IPC
0.0,0.0,1.6843307841689754
0.43,770.7987000001594,1.1513039000412881
0.81,687.2148000002198,1.5467228857097517
1.19,691.8720999994548,1.31096304057864
1.59,688.989600000059,1.2784404563207945
1.85,439.8336999998719,1.382780058007234
2.24,671.1988000002748,1.2555740372203374
2.61,633.9692000001378,1.2810782411274364
3.0,664.3718999999692,1.280525571144006
3.4,689.9933000000601,1.2116567956608133
3.78,645.8083999998053,1.2144682088710368
4.18,683.314899999823,1.3476927917833144
4.59,703.2231000004685,1.249868710492522
5.0,689.9473999998008,1.3539983364613597
5.39,676.4467000000877,1.2113402306588021
5.78,669.9716999995871,1.235779937885476
6.19,687.1353000002273,1.2381525540556175
6.57,664.820100000361,1.246646248586087
6.98,693.7967999998364,1.3444521738182567
7.36,650.9385999997903,1.2211450790240352
7.76,694.8188000002119,1.2482119501290148
8.17,694.0816000002087,1.2791155552509714
8.55,656.4479999993637,1.2310089235839998
8.93,661.0916000005091,1.229048673363009
9.32,663.3328999996593,1.374440362483916
9.71,671.9285999999556,1.2453748380683054
10.12,700.3576000002795,1.3514827045069162
10.53,709.0141000000585,1.3407176768012816
10.95,709.2621999996481,1.2809488473621427
11.35,688.9773000002606,1.2306941218934568
11.73,659.5968000001449,1.247915629772411
12.01,478.6467999998422,1.2373307669198512
12.27,444.77699999988545,1.3575318451970704
12.69,726.2252000000444,1.2559769556088762
13.07,641.4418000000296,1.2982140732601992
13.34,468.6711000002106,1.2448183392273584
13.72,665.8682999994198,1.3607040612082406
14.12,683.9498000001186,1.260728613331015
16.5,4044.112799999857,2.5348584188750256
16.84,583.6843000004592,2.421858690467785
17.18,575.099400000181,2.4058216993068955
17.52,593.9032999995106,2.349921380731822
17.87,601.3128999999026,2.3634723725723976
18.21,580.1393000001553,2.3940440125725577
18.57,605.2664000002551,2.322966152180828
18.91,569.5778000001155,2.4375277410686222
19.24,576.9200999995519,2.4851598235055383
19.61,643.5011000001396,2.359781752498836
19.99,665.597500000149,1.4926801204323945
20.35,645.1244999996561,1.1735349509191453
20.7,614.157300000079,1.2207484531374775
21.04,583.8969000003999,1.2176825437335863
21.31,467.7256999995734,1.1998520825942829
21.57,451.1296000004222,1.208603808100474
21.84,467.0003999999608,1.2423382253920556
22.11,456.9527999999991,1.2736491613063434
22.37,446.1387999996077,1.1599934506228908
22.63,465.1354000001447,1.2211846783728117
22.9,455.74410000044736,1.197698478111251
23.18,481.4450999998371,1.2278999327382196
23.45,469.102600000042,1.1572147555038654
23.79,595.5386999994516,1.2991315496472406
24.14,600.0706000006176,2.322653834600421
24.48,589.9374999993597,2.640728376943454
24.84,618.1980000001204,1.1370919921824
25.19,633.0390000002808,1.16037752128513
25.55,656.761700000061,1.4226571069194778
25.88,595.7086000002164,1.1671387566625617
26.25,674.7559999996156,1.453019044638401
26.61,643.680100000347,1.4344660170133041
26.96,619.922399999632,2.0667879642660365
27.32,611.9587000001047,2.049796051707414
27.67,591.950899999938,1.914636792307996
28.02,589.9787000002107,1.9890908707710628
28.35,567.5228000000061,1.903637843034315
28.61,450.9721999995236,1.9674853121274716
28.9,479.4591000005312,2.0858247194099455
29.18,482.70119999942835,1.9787539632926987
29.45,455.08630000040284,1.9176268468130007
29.71,439.13289999982226,2.0685570177683834
29.97,447.96260000002803,2.0892222409873833
30.33,605.1424999997835,1.9329422237747396
30.68,604.7325999999885,1.9928092883971782
31.01,556.0249000001932,1.9867698809165766
31.27,445.08160000041244,1.9372113427127973
31.53,434.6101999995881,2.0134809651265266
31.78,435.7104000002437,1.9350153944747355
32.06,474.4024999999965,1.9627514297856221
32.35,472.36919999995735,1.8886024737998948
32.68,575.8046999995713,1.9566590086251332
33.02,574.394200000097,1.9350075582192745
33.3,463.09280000059516,1.9473908942250802
33.57,459.9943999994139,1.945069496014941
33.84,446.8165999998746,1.9253047164482988
34.11,475.872900000104,2.085415783666322
34.46,583.9627000001201,1.9690997419544056
34.8,579.2290000004868,1.9476498000627207
35.16,611.6923999994469,1.9538620555411188
35.5,571.4550000004238,1.9665079158256935
35.84,583.4487000000081,1.9198117158422419
36.19,591.1307999995188,1.9704380205016163
36.53,565.720500000316,2.0082204037932936
36.88,606.1477999995986,1.9840099178769512
37.24,614.1526999999769,2.016596704782565
37.6,605.8708000004117,2.0095522518701987
37.94,579.9510999997437,1.9655351813499884
38.19,431.40500000008615,1.922177138927564
38.47,477.0754000004672,1.9875184987893675
38.75,480.39239999998244,1.9936142334018538
39.03,472.6767000000109,2.154975824526538
39.4,620.0370999998995,1.9704235609451048
39.74,579.6480999997584,1.9617337744367531
40.08,581.4060999997309,2.0126041594104374
40.35,455.75190000017756,1.9039580348303835
40.61,434.3930000002729,1.9694186138252034
40.88,472.7056999996421,2.1666166603238293
41.24,599.1542000003392,2.08596171706361
41.58,575.6058999999368,2.0324933217022796
41.92,576.7044000000169,1.950039116269642
42.26,587.7310999996553,1.9672311720008895
42.59,564.0879999999015,1.9595066137556472
42.87,464.4759000002523,2.0501547749343962
43.13,443.7597000003734,2.0703917625191512
43.51,637.9120999998122,2.0173236224925475
43.85,571.875700000237,2.079315590184884
44.12,456.069999999454,2.0834479235459766
44.4,488.3531999999832,1.9235194218014358
44.75,589.6099000005051,2.116652699626303
45.1,598.1549999996787,2.000203925941112
45.43,553.2113000001118,1.8801589822734948
45.76,568.9580999998725,1.9618112710198088
46.12,613.4212999997544,2.1011347901061868
46.47,594.6973000005528,1.9526962656925146
46.82,587.9957999997714,2.0073732431411786
47.17,600.4698999997345,2.125577820100662
47.53,609.4342000003962,2.0694545376169566
47.89,610.9550000001036,1.9066233313602925
48.22,561.9353999994928,1.9646616961216508
48.59,610.6979000003776,1.9458289655139318
48.92,563.752999999997,1.93252336093979
49.27,588.1902000000991,2.1114467043375056
49.6,574.9678000000131,1.946875617818908
49.96,603.0127999998513,1.9578439791080762
50.32,613.6813999997685,1.9015923180587673
50.67,597.431399999914,2.1561285301610167
51.01,582.0380000004661,1.9196995240768289
51.35,567.5580999995873,1.8741828312938065
51.69,581.4061000004585,1.9775211231653793
52.03,569.7904000000563,1.9714365187684226
52.38,591.8131999998877,1.8832393394071465
52.71,562.6681999994616,2.0321314805873625
53.05,582.1451000003435,2.030273432845628
53.4,592.4817999999505,2.0053251812960986
53.77,619.3914000003133,1.9635333032460285
54.11,581.6447999997763,1.953830062776645
54.36,424.169499999698,2.019596590628361
54.63,450.8420999998634,2.065901995227605
54.9,442.0292000002519,2.1073792936960523
55.25,596.531700000196,2.015971363901131
55.59,576.1184999995749,1.992972463139665
55.93,563.5785000005853,1.929748892768033
56.2,459.20960000003106,1.9478088948393397
56.48,470.5484999998589,2.102658776112002
56.82,584.3880000000354,2.0591519135305134
57.16,579.6680999999808,1.9966294921237886
57.5,573.8846000000194,1.986987137916805
57.85,582.7540999998746,2.041511665330899
58.2,597.3594000002777,2.1082794979550226
58.56,614.3531999994593,2.006521946330249
58.9,562.5426999999036,1.972736899587043
59.25,594.6482999999716,1.9725245399081126
59.58,556.9888000005449,1.9642088676878453
59.86,480.9310999997251,1.9552085658537102
60.12,445.3019000000495,2.004977536886393
60.38,439.5276000002923,2.05860314113164
60.68,508.9116999995895,2.0058072816139214
60.96,468.1524999999965,2.026263245585794
61.23,451.13580000033835,1.8188490991692883
61.58,603.8711000001058,1.9691445787008777
61.93,582.2537000000011,1.905904394499059
62.2,453.78579999960493,1.9777592935733417
62.47,458.9448999999149,1.9883323726904496
62.73,441.12349999995786,1.9796459757290241
62.99,446.0775999999896,2.147581243748331
63.36,622.9716000001645,1.8947352251561318
63.69,569.3986999998742,1.9513696369978455
64.03,575.8630000003905,1.9527932901228988
64.3,453.2608999994409,1.9452453571395334
64.55,430.25130000023637,1.9959194872177115
64.82,457.0079999997688,1.936464248866268
65.09,459.0964000002714,2.0797342193989765
65.44,579.3620000004012,1.8834799372279745
65.77,573.3582999993814,1.9443710143294106
66.1,558.0675000004703,1.9397654988814697
66.45,583.8144000001193,1.909737654772861
66.8,591.4535999996588,1.9523049902357932
67.17,638.1874999999127,1.9740088899593182
67.53,602.7480000004289,1.9713252556613428
67.78,429.36699999991106,1.9865382090153572
68.05,461.4709000001312,1.9721456884279016
68.34,484.1012999997474,1.9467001349938127
68.62,476.46180000010645,1.9779240607868669
68.88,442.1256999994512,2.0968632782231573
69.23,585.2096000002348,1.997720095380727
69.56,565.1637000002665,2.0293259454018022
69.9,573.3658999997715,1.9263881816443293
70.23,564.4078999997873,1.975053576235496
70.57,585.0123000003805,2.0810344637375873
70.95,631.3177999996697,1.998853532719531
71.3,592.5568000006024,2.1455818668126763
71.58,480.2990999996837,1.960910599713054
71.9,538.2278999997652,1.9426113757660453
72.14,418.58659999998054,2.0191268229275403
72.4,437.886100000469,2.070204680033231
72.74,579.5578999997815,2.130107172020836
73.09,594.9970000001485,2.0180296998570912
73.44,589.1786000000138,1.9076852967504547
73.79,585.1698999998916,2.148294370976552
74.12,562.2658000000229,2.085984021547153
74.48,620.2314000001934,1.9825242542172976
74.82,584.1004999994766,1.9177910465200054
