Time (s),IPC
0.0,0.78
0.2,1.33
0.4,1.33
0.6000000000000001,1.33
0.8,1.34
1.0,1.33
1.2000000000000002,1.33
1.4000000000000001,1.33
1.6,1.33
1.8,1.33
2.0,1.37
2.2,1.33
2.4000000000000004,1.33
2.6,1.34
2.8000000000000003,1.33
3.0,1.33
3.2,1.33
3.4000000000000004,1.33
3.6,1.33
3.8000000000000003,1.33
4.0,1.33
4.2,1.33
4.4,1.33
4.6000000000000005,1.33
4.800000000000001,1.37
5.0,1.34
5.2,1.33
5.4,1.33
5.6000000000000005,1.33
5.800000000000001,1.33
6.0,1.33
6.2,1.33
6.4,1.33
6.6000000000000005,1.33
6.800000000000001,1.33
7.0,1.33
7.2,1.33
7.4,1.33
7.6000000000000005,1.33
7.800000000000001,1.38
8.0,1.33
8.200000000000001,1.37
8.4,1.34
8.6,1.33
8.8,1.33
9.0,1.33
9.200000000000001,1.33
9.4,1.33
9.600000000000001,1.33
9.8,1.33
10.0,1.33
10.200000000000001,1.34
10.4,1.33
10.600000000000001,1.37
10.8,1.33
11.0,1.33
11.200000000000001,1.33
11.4,1.33
11.600000000000001,1.33
11.8,1.33
12.0,1.33
12.200000000000001,1.35
12.4,1.33
12.600000000000001,1.33
12.8,1.33
13.0,1.33
13.200000000000001,1.33
13.4,1.37
13.600000000000001,1.33
13.8,1.33
14.0,1.34
14.200000000000001,1.33
14.4,1.33
14.600000000000001,1.33
14.8,1.33
15.0,1.33
15.200000000000001,1.33
15.4,1.33
15.600000000000001,1.33
15.8,1.33
16.0,1.34
16.2,1.37
16.400000000000002,1.33
16.6,1.33
16.8,1.33
17.0,1.33
17.2,1.33
17.400000000000002,1.33
17.6,1.37
17.8,1.34
18.0,1.33
18.2,1.33
18.400000000000002,1.33
18.6,1.33
18.8,1.33
19.0,1.33
19.200000000000003,1.38
19.400000000000002,1.33
19.6,1.33
19.8,1.34
20.0,1.33
20.200000000000003,1.33
20.400000000000002,1.33
20.6,1.05
20.8,0.66
21.0,0.66
21.200000000000003,0.68
21.400000000000002,0.96
21.6,0.66
21.8,0.7
22.0,0.74
22.200000000000003,0.64
22.400000000000002,0.65
22.6,0.64
22.8,0.64
23.0,0.64
23.200000000000003,1.1
23.400000000000002,3.81
