Time (s),IPC
0.0,1.27
0.2,2.83
0.4,2.83
0.6000000000000001,2.76
0.8,2.82
1.0,2.83
1.2000000000000002,2.83
1.4000000000000001,2.83
1.6,2.81
1.8,2.83
2.0,2.81
2.2,2.82
2.4000000000000004,2.75
2.6,2.83
2.8000000000000003,2.83
3.0,2.82
3.2,2.84
3.4000000000000004,2.77
3.6,2.83
3.8000000000000003,2.83
4.0,2.83
4.2,2.83
4.4,2.83
4.6000000000000005,2.83
4.800000000000001,2.84
5.0,2.83
5.2,2.83
5.4,2.84
5.6000000000000005,2.82
5.800000000000001,2.82
6.0,2.82
6.2,2.79
6.4,2.82
6.6000000000000005,2.82
6.800000000000001,2.82
7.0,2.83
7.2,2.82
7.4,2.82
7.6000000000000005,2.83
7.800000000000001,2.83
8.0,2.84
8.200000000000001,2.83
8.4,2.83
8.6,2.82
8.8,2.83
9.0,2.79
9.200000000000001,2.8
9.4,2.85
9.600000000000001,2.83
9.8,2.83
10.0,2.83
10.200000000000001,2.84
10.4,2.8
10.600000000000001,2.83
10.8,2.83
11.0,2.84
11.200000000000001,2.83
11.4,2.85
11.600000000000001,2.84
11.8,2.75
12.0,2.78
12.200000000000001,2.82
12.4,2.84
12.600000000000001,2.83
12.8,2.83
13.0,2.83
13.200000000000001,2.82
13.4,2.83
13.600000000000001,2.84
13.8,2.82
14.0,2.82
14.200000000000001,2.82
14.4,2.85
14.600000000000001,2.83
14.8,2.78
15.0,2.82
15.200000000000001,2.83
15.4,2.83
15.600000000000001,2.82
15.8,2.81
16.0,2.83
16.2,2.83
16.400000000000002,2.83
16.6,2.83
16.8,2.82
17.0,2.86
17.2,2.82
17.400000000000002,2.82
17.6,2.77
17.8,2.84
18.0,2.81
18.2,2.83
18.400000000000002,2.83
18.6,2.82
18.8,2.85
19.0,2.83
19.200000000000003,2.83
19.400000000000002,2.82
19.6,2.83
19.8,2.84
20.0,2.84
20.200000000000003,2.84
20.400000000000002,2.79
20.6,2.84
20.8,2.83
21.0,2.83
21.200000000000003,2.86
21.400000000000002,2.77
21.6,2.83
21.8,2.82
22.0,2.82
22.200000000000003,2.83
22.400000000000002,2.81
22.6,2.83
22.8,2.85
23.0,2.83
23.200000000000003,2.82
23.400000000000002,2.78
23.6,2.84
23.8,2.83
24.0,2.84
24.200000000000003,2.82
24.400000000000002,2.85
24.6,2.84
24.8,2.83
25.0,2.84
25.200000000000003,2.83
25.400000000000002,2.82
25.6,2.83
25.8,2.83
26.0,2.83
26.200000000000003,2.78
26.400000000000002,2.83
26.6,2.85
26.8,2.83
27.0,2.82
27.200000000000003,2.85
