Time (s),IPC
27.400000000000002,2.84
27.6,2.83
27.8,2.83
28.0,2.82
28.200000000000003,2.84
28.400000000000002,2.82
28.6,2.81
28.8,2.82
29.0,2.78
29.200000000000003,2.84
29.400000000000002,2.82
29.6,2.83
29.8,2.84
30.0,2.83
30.200000000000003,2.83
30.400000000000002,2.84
30.6,2.83
30.8,2.81
31.0,2.75
31.200000000000003,2.83
31.400000000000002,2.84
31.6,2.83
31.8,2.8
32.0,2.82
32.2,2.83
32.4,2.83
32.6,2.83
32.800000000000004,2.82
33.0,2.82
33.2,2.84
33.4,2.83
33.6,2.83
33.800000000000004,2.84
34.0,2.83
34.2,2.83
34.4,2.81
34.6,2.83
34.800000000000004,2.79
35.0,2.82
35.2,2.82
35.4,2.84
35.6,2.83
35.800000000000004,2.83
36.0,2.84
36.2,2.83
36.4,2.81
36.6,2.82
36.800000000000004,2.83
37.0,2.83
37.2,2.82
37.4,2.83
37.6,2.81
37.800000000000004,2.83
38.0,2.82
38.2,2.83
38.400000000000006,2.84
38.6,2.83
38.800000000000004,2.83
39.0,2.81
39.2,2.83
39.400000000000006,2.82
39.6,2.83
39.800000000000004,2.83
40.0,2.83
40.2,2.83
40.400000000000006,2.73
40.6,2.82
40.800000000000004,2.84
41.0,2.82
41.2,2.81
41.400000000000006,2.83
41.6,2.82
41.800000000000004,2.82
42.0,2.83
42.2,2.83
42.400000000000006,2.82
42.6,2.85
42.800000000000004,2.83
43.0,2.82
43.2,2.8
43.400000000000006,2.83
43.6,2.83
43.800000000000004,2.82
44.0,2.84
44.2,2.83
44.400000000000006,2.8
44.6,2.83
44.800000000000004,2.83
45.0,2.84
45.2,2.84
45.400000000000006,2.84
45.6,2.84
45.800000000000004,2.83
46.0,2.79
46.2,2.82
46.400000000000006,2.83
46.6,2.85
46.800000000000004,2.83
47.0,2.84
47.2,2.83
47.400000000000006,2.83
47.6,2.82
47.800000000000004,2.83
48.0,2.82
48.2,2.82
48.400000000000006,2.83
48.6,2.82
48.800000000000004,2.82
49.0,2.78
49.2,2.83
49.400000000000006,2.82
49.6,2.83
49.800000000000004,2.84
50.0,2.75
50.2,2.83
50.400000000000006,2.83
50.6,2.83
50.800000000000004,2.83
51.0,2.83
51.2,2.83
51.400000000000006,2.84
51.6,2.83
51.800000000000004,2.78
52.0,2.83
52.2,2.83
52.400000000000006,2.82
52.6,2.83
52.800000000000004,2.84
53.0,2.83
53.2,2.83
53.400000000000006,2.83
53.6,2.82
53.800000000000004,2.81
54.0,2.84
54.2,2.83
54.400000000000006,2.84
54.6,2.8
54.800000000000004,2.83
55.0,2.83
55.2,2.82
55.400000000000006,2.82
55.6,2.83
55.800000000000004,2.84
56.0,2.81
56.2,2.83
56.400000000000006,2.83
56.6,2.83
56.800000000000004,2.83
57.0,2.81
57.2,2.84
57.400000000000006,2.79
57.6,2.83
57.800000000000004,2.84
58.0,2.82
58.2,2.83
58.400000000000006,2.83
58.6,2.83
58.800000000000004,2.82
59.0,2.83
59.2,2.83
59.400000000000006,2.75
59.6,2.83
59.800000000000004,2.83
60.0,2.84
60.2,2.8
60.400000000000006,2.82
60.6,2.82
60.800000000000004,2.82
61.0,2.83
61.2,2.84
61.400000000000006,2.82
61.6,2.83
61.800000000000004,2.83
62.0,2.83
62.2,2.83
62.400000000000006,2.84
62.6,2.82
62.800000000000004,2.84
63.0,2.81
63.2,2.79
63.400000000000006,2.82
63.6,2.83
63.800000000000004,2.82
64.0,2.83
64.2,2.83
64.4,2.84
64.60000000000001,2.82
64.8,2.82
65.0,2.83
65.2,2.82
65.4,2.82
65.60000000000001,2.82
65.8,2.83
66.0,2.79
66.2,2.82
66.4,2.82
66.60000000000001,2.83
66.8,2.82
67.0,2.83
67.2,2.83
67.4,2.82
67.60000000000001,2.83
67.8,2.81
68.0,2.81
68.2,2.82
68.4,2.82
68.60000000000001,2.82
68.8,2.78
69.0,2.65
69.2,1.91
