Time (s),GPU 0 Power (W),GPU 1 Power (W)
0.10019373893737793,37.0,27.02
0.277829647064209,70.14,27.0
0.4334707260131836,70.14,27.0
0.5845293998718262,69.64,27.0
0.7208607196807861,69.89,27.0
0.8725621700286865,70.13,27.0
1.025061845779419,69.89,27.0
1.1763880252838135,69.4,27.0
1.3128623962402344,69.89,27.0
1.4457602500915527,69.89,27.0
1.5794262886047363,69.64,27.0
1.71311354637146,69.89,27.0
1.8517727851867676,70.61,27.0
1.9916012287139893,69.89,27.0
2.125293254852295,69.89,27.0
2.2599124908447266,70.37,27.0
2.3933732509613037,69.89,27.0
2.5313901901245117,69.89,27.0
2.6649599075317383,70.13,27.0
2.799861192703247,69.89,27.0
2.9360733032226562,63.38,27.0
3.0729072093963623,70.13,27.0
3.22389554977417,69.89,26.99
3.360178232192993,69.64,26.99
3.495668649673462,70.13,27.0
3.6308627128601074,69.89,27.0
3.7644705772399902,69.89,26.99
3.916372776031494,69.89,27.0
4.052825450897217,70.13,27.0
4.190545558929443,69.89,27.0
4.324354648590088,69.16,27.0
4.475558519363403,70.13,27.0
4.610490322113037,69.89,27.0
4.750364065170288,69.64,27.0
4.890349388122559,68.43,27.0
5.063416242599487,70.13,27.0
5.196978330612183,70.37,26.98
5.370174169540405,69.89,27.0
5.510037899017334,69.64,27.0
5.642578125,70.13,27.0
5.77587366104126,69.89,27.0
5.910417556762695,67.94,27.0
6.049747943878174,70.13,27.0
6.189747095108032,69.89,27.0
6.329664945602417,69.4,27.0
6.469599485397339,69.89,27.0
6.609607219696045,70.61,27.0
6.74949049949646,69.89,27.0
6.890593528747559,69.16,27.0
7.049234867095947,69.89,27.0
7.200119256973267,70.61,27.0
7.3352720737457275,69.64,27.0
7.4692277908325195,69.89,27.0
7.6090309619903564,70.37,26.99
7.74700140953064,69.89,27.0
7.874196529388428,69.89,27.0
8.00080680847168,70.61,27.0
8.128636360168457,69.89,27.0
8.280293226242065,69.89,27.0
8.408505201339722,70.13,27.0
8.541997909545898,69.89,27.0
8.669160842895508,69.89,27.0
8.797314405441284,69.89,27.0
8.948237895965576,70.13,27.0
9.10027003288269,69.64,27.0
9.25132131576538,69.89,27.0
9.38512659072876,70.61,27.0
9.520111560821533,69.89,27.0
9.656177759170532,69.89,27.0
9.791095495223999,70.37,27.0
9.924651622772217,69.89,27.0
10.076294183731079,69.89,27.0
10.251569747924805,64.31,27.0
10.404167413711548,70.13,27.0
10.554236888885498,69.89,27.0
10.688132047653198,69.4,27.0
10.82404351234436,70.13,27.0
10.960907220840454,70.13,27.0
11.132035970687866,69.89,26.99
11.265647411346436,68.43,27.0
11.401033401489258,70.13,27.0
11.53604769706726,69.89,27.0
11.673887729644775,69.4,27.0
11.808338403701782,70.13,27.0
11.944305419921875,69.89,27.0
12.080838918685913,69.64,27.0
12.21744179725647,70.13,27.0
12.352706909179688,70.61,27.0
12.487291097640991,69.89,27.0
12.623003959655762,70.13,26.98
12.7577805519104,70.37,27.0
12.893979787826538,69.89,27.0
13.04831576347351,68.67,27.0
13.182806968688965,70.13,27.0
13.317229986190796,70.37,27.0
13.489517450332642,69.89,27.0
13.625157594680786,69.89,27.0
13.763853073120117,70.13,27.0
13.903364181518555,70.13,26.98
14.056396007537842,69.64,27.0
14.19351053237915,70.13,27.0
14.329087972640991,70.13,27.0
14.465226411819458,69.89,27.0
14.593666791915894,70.37,27.0
14.726864576339722,70.13,27.0
14.863111019134521,69.89,27.0
14.997107028961182,70.13,27.0
15.132129907608032,70.61,27.0
15.268431186676025,69.89,27.0
15.402037620544434,70.13,27.0
15.535824298858643,70.37,26.99
15.672344446182251,69.89,27.0
15.805540800094604,69.89,27.0
15.93983006477356,70.37,27.0
16.074477434158325,69.89,27.0
16.210463762283325,69.89,27.0
16.34026837348938,70.13,27.0
16.490428924560547,70.13,27.0
16.6254403591156,68.92,26.98
16.75972580909729,70.37,27.0
16.894062757492065,70.13,27.0
17.029998302459717,69.89,27.0
17.169890880584717,70.37,27.0
17.30393648147583,70.13,27.0
17.439764738082886,69.89,27.0
17.574344158172607,70.13,27.0
17.711124897003174,70.13,27.0
17.885364532470703,70.13,27.0
18.02013397216797,69.4,26.99
18.15061068534851,70.13,27.0
18.284979820251465,70.13,27.0
18.419520378112793,69.64,27.0
18.553051233291626,70.37,27.0
18.704347372055054,70.61,27.0
18.84089183807373,69.89,27.0
18.975725412368774,69.89,26.99
19.110050916671753,70.37,27.0
19.245209217071533,70.13,27.0
19.38027834892273,69.89,27.0
19.51410961151123,70.13,27.0
19.689499139785767,70.86,27.0
19.82410168647766,69.89,27.0
19.958937168121338,70.13,27.0
20.09385395050049,72.27,27.0
20.229506015777588,72.07,27.0
20.378227472305298,72.31,27.0
20.512337684631348,72.76,27.0
20.66352605819702,75.18,27.0
20.81751775741577,72.27,27.0
20.95337224006653,72.56,27.0
21.090484857559204,72.31,27.0
21.23829960823059,72.56,27.0
21.37286353111267,72.31,27.0
21.509819746017456,72.31,27.0
21.665523529052734,72.31,26.98
21.816239833831787,72.31,27.0
21.989522218704224,72.07,27.0
22.123555660247803,72.31,27.0
22.256816387176514,73.04,26.98
22.408486127853394,72.31,27.0
22.54357385635376,72.31,27.0
22.67737340927124,72.27,27.0
22.8109769821167,72.56,27.0
22.944672107696533,72.07,27.0
23.079715728759766,72.31,27.0
23.21562647819519,72.31,26.98
23.350945949554443,72.07,26.99
23.525465965270996,72.31,26.98
23.67664098739624,72.31,27.0
23.829453229904175,75.18,26.99
23.96505904197693,72.31,27.0
24.1012442111969,72.8,27.0
24.23619771003723,72.07,27.0
24.38771915435791,72.31,27.0
24.523709058761597,73.48,26.98
24.65934658050537,72.07,26.99
24.792819023132324,72.56,26.99
24.942370176315308,72.31,27.0
25.076600790023804,72.52,27.0
25.211496829986572,72.07,27.0
25.34863519668579,72.31,26.99
25.4837646484375,72.31,27.0
25.61808967590332,72.31,26.98
25.751777172088623,75.91,27.0
25.88836646080017,72.31,27.0
26.040411233901978,72.31,26.98
26.192266702651978,72.76,27.0
26.329274892807007,72.31,27.0
26.466533184051514,72.8,27.0
26.60074496269226,72.31,27.0
26.736050605773926,72.56,27.0
26.872828722000122,72.56,27.0
27.047698736190796,72.07,27.0
27.18735694885254,72.31,26.98
27.319250106811523,73.24,27.0
27.472220420837402,72.31,27.0
27.609483003616333,72.56,27.0
27.7459819316864,72.31,26.99
27.878658294677734,72.31,26.99
28.01234531402588,72.31,27.0
28.145734310150146,72.27,27.0
28.280189037322998,72.31,26.99
28.451995372772217,72.31,27.0
28.588823080062866,72.27,27.0
28.721821069717407,72.56,27.0
28.89712953567505,72.8,26.99
29.053252935409546,72.07,27.0
29.18925142288208,72.56,27.0
29.327117204666138,72.8,27.0
29.48058295249939,72.03,27.0
29.616649866104126,73.04,26.99
29.751404523849487,72.31,27.0
29.885519981384277,72.31,26.98
30.034837007522583,72.31,26.98
