Time (s),GPU 0 Power (W),GPU 1 Power (W)
0.10019254684448242,39.65,27.01
0.3017399311065674,37.47,27.02
0.4578878879547119,36.73,27.02
0.5928499698638916,36.73,27.0
0.7460157871246338,36.73,27.01
0.8795723915100098,36.73,27.0
1.0132153034210205,36.73,27.0
1.146505355834961,36.73,27.0
1.2808868885040283,36.73,27.01
1.4178822040557861,36.73,27.01
1.5722439289093018,36.73,27.0
1.7076971530914307,36.73,27.01
1.843489170074463,36.73,27.02
1.9712202548980713,36.73,27.0
2.1221837997436523,36.73,27.0
2.2558915615081787,36.73,27.0
2.3906376361846924,36.73,27.0
2.5242156982421875,36.73,27.01
2.661166191101074,36.73,27.01
2.8110170364379883,36.73,27.01
2.944356679916382,36.73,27.0
3.0790135860443115,36.73,27.0
3.215388536453247,36.73,27.02
3.3436052799224854,36.73,27.0
3.478721857070923,36.73,27.01
3.6154565811157227,36.73,27.02
3.743706464767456,36.73,27.02
3.8782925605773926,36.73,27.0
4.015479564666748,36.73,27.0
4.143697738647461,36.73,27.0
4.275485515594482,36.73,27.0
4.403230667114258,36.73,27.0
4.5567286014556885,36.73,27.01
4.684824228286743,36.73,27.0
4.815227270126343,36.73,27.01
4.942590236663818,36.73,27.0
5.07080078125,36.73,27.01
5.204676628112793,36.73,27.02
5.33496880531311,36.73,27.02
5.468923330307007,36.73,27.02
5.602481126785278,36.73,27.0
5.737626314163208,36.73,27.0
5.865931987762451,31.64,27.02
5.997936964035034,32.13,27.02
6.134373426437378,31.88,27.02
6.268303871154785,32.11,27.02
6.402953863143921,32.13,27.02
6.536321401596069,31.88,27.02
6.681702613830566,31.88,27.02
6.835862636566162,31.88,27.02
6.963127851486206,31.88,27.02
7.097388505935669,31.88,27.02
7.233908176422119,31.88,27.02
7.368786573410034,32.13,27.02
7.4961676597595215,32.13,27.02
7.622896194458008,31.87,27.02
7.7752907276153564,31.87,27.02
7.910029649734497,32.13,27.02
8.045607566833496,32.13,27.02
8.179466485977173,31.88,27.02
8.313385963439941,32.13,27.02
8.447652816772461,31.87,27.02
8.583127975463867,31.87,27.01
8.714648723602295,32.13,27.01
8.849382162094116,31.88,27.02
8.984098672866821,31.87,27.02
9.135927677154541,31.88,27.02
9.274125814437866,31.87,27.02
9.40896987915039,31.88,27.02
9.542635917663574,31.87,27.02
9.675807476043701,31.88,27.02
9.812476634979248,31.88,27.02
9.946456670761108,31.64,27.01
10.080974817276001,31.87,27.02
10.233379125595093,31.62,27.02
10.367080211639404,31.64,27.02
10.500523567199707,31.87,27.0
10.654469966888428,31.88,27.02
10.788402080535889,31.87,27.0
10.924577474594116,31.87,27.02
11.057784080505371,31.88,27.02
11.19286561012268,31.87,27.02
11.345312595367432,31.88,27.02
11.480510473251343,31.88,27.02
11.632642030715942,31.64,27.02
11.769119024276733,31.64,27.02
11.902902364730835,31.88,27.0
12.036655902862549,31.88,27.0
12.173664331436157,31.88,27.02
12.308151006698608,31.64,27.02
