Time (s),GPU 0 Power (W),GPU 1 Power (W)
0.10019302368164062,27.26,27.02
0.28370213508605957,31.15,27.02
0.45662617683410645,31.15,27.02
0.613095760345459,31.15,27.02
0.7458178997039795,31.15,27.02
0.9007525444030762,31.15,27.02
1.0416440963745117,31.14,27.02
1.180565595626831,31.15,27.02
1.3203370571136475,31.15,27.02
1.4558844566345215,31.15,27.0
1.5923962593078613,31.15,27.01
1.7466871738433838,31.64,27.02
1.884859561920166,31.4,27.02
2.021328926086426,33.57,27.0
2.162644863128662,35.28,27.0
2.3002865314483643,36.49,27.0
2.440196990966797,36.49,27.0
2.5800540447235107,35.76,27.02
2.716228723526001,35.76,27.01
2.8531768321990967,35.52,27.02
