Time, sys_mem_r(MB/s), sys_mem_w(MB/s), total(MB/s)
2024-09-18 21:21:11,641.973,599.989,1241.96
2024-09-18 21:21:12,617.268,551.815,1169.08
2024-09-18 21:21:12,2250.35,700.226,2950.58
2024-09-18 21:21:12,635.673,563.968,1199.64
2024-09-18 21:21:12,417.133,603.087,1020.22
2024-09-18 21:21:12,802.028,704.211,1506.24
2024-09-18 21:21:12,1762.39,1578.06,3340.46
2024-09-18 21:21:12,1864.55,1765.25,3629.8
2024-09-18 21:21:12,1846.22,1759.4,3605.62
2024-09-18 21:21:12,1874.81,1774.92,3649.73
2024-09-18 21:21:13,1845.8,1760.4,3606.2
2024-09-18 21:21:13,1829.79,1744.15,3573.94
2024-09-18 21:21:13,1841.61,1757.56,3599.17
2024-09-18 21:21:13,1838.06,1748.43,3586.49
2024-09-18 21:21:13,1849.27,1761.32,3610.59
2024-09-18 21:21:13,1829.61,1738.5,3568.11
2024-09-18 21:21:13,1858.4,1775.19,3633.59
2024-09-18 21:21:13,1848.62,1757.1,3605.72
2024-09-18 21:21:13,1879.67,1781.37,3661.04
2024-09-18 21:21:13,1833.44,1745.9,3579.34
2024-09-18 21:21:14,1925.28,1806.17,3731.46
2024-09-18 21:21:14,1831.35,1743.14,3574.5
2024-09-18 21:21:14,1827.95,1740.54,3568.48
2024-09-18 21:21:14,1902.76,1760.41,3663.18
2024-09-18 21:21:14,1850.06,1751.3,3601.36
2024-09-18 21:21:14,1825.11,1737.37,3562.49
2024-09-18 21:21:14,1876.81,1765.17,3641.98
2024-09-18 21:21:14,1830.95,1741.73,3572.68
2024-09-18 21:21:14,1889.78,1793.16,3682.94
2024-09-18 21:21:15,1884.16,1771.19,3655.34
2024-09-18 21:21:15,1844.79,1749.4,3594.19
2024-09-18 21:21:15,1826.86,1742.52,3569.38
2024-09-18 21:21:15,1864.65,1774.98,3639.63
2024-09-18 21:21:15,1832.53,1744.62,3577.16
2024-09-18 21:21:15,1824.47,1740.75,3565.22
2024-09-18 21:21:15,1859.87,1765.42,3625.29
2024-09-18 21:21:15,1846.45,1759.44,3605.89
2024-09-18 21:21:15,1891.81,1900.51,3792.31
2024-09-18 21:21:16,134.967,63.4101,198.377
2024-09-18 21:21:16,2113.91,1299.36,3413.28
2024-09-18 21:21:16,5686.83,2728.86,8415.69
2024-09-18 21:21:16,10353.8,4838.15,15192
2024-09-18 21:21:16,10311.7,4812.06,15123.8
2024-09-18 21:21:16,10355.8,4839.46,15195.3
2024-09-18 21:21:16,10461.9,4886.68,15348.5
2024-09-18 21:21:16,10377.5,4858.99,15236.5
2024-09-18 21:21:16,10386.6,4873.48,15260.1
2024-09-18 21:21:16,10344.9,4831.32,15176.2
2024-09-18 21:21:17,10478.9,4906.27,15385.1
2024-09-18 21:21:17,10376.8,4841.86,15218.7
2024-09-18 21:21:17,10366,4836.88,15202.9
2024-09-18 21:21:17,10377,4881.52,15258.5
2024-09-18 21:21:17,682.274,337.128,1019.4
2024-09-18 21:21:17,582.839,188.025,770.864
2024-09-18 21:21:17,833.926,527.609,1361.53
2024-09-18 21:21:17,279.073,235.438,514.511
