Time (s),DRAM Power (W),IPC
0.0000,0.00,1.63
0.2869,24.70,1.26
0.4762,16.25,1.28
0.6619,15.78,0.93
0.8477,15.83,1.20
1.0270,15.10,0.99
1.2130,17.08,0.40
1.4210,17.77,1.36
1.6344,19.52,0.99
1.8432,18.98,0.98
2.1068,23.73,0.79
2.3550,22.52,0.81
2.6051,23.45,0.73
2.8231,19.57,1.04
3.0150,17.55,2.45
3.2456,19.69,2.15
3.4468,17.05,2.52
3.6691,18.80,2.49
3.8848,18.22,2.30
4.1092,18.93,2.60
4.3063,16.59,2.29
4.5303,18.87,2.52
4.7424,17.98,2.36
4.9423,17.13,2.11
5.1526,17.74,2.47
5.3643,17.81,2.23
5.5662,17.06,2.53
5.7963,19.45,2.17
6.0103,17.98,2.40
6.2182,17.58,2.41
6.4144,16.58,2.20
6.6223,17.53,2.54
6.8224,16.92,2.54
7.0407,18.41,2.16
7.2466,17.35,2.44
7.4503,17.16,2.31
7.6525,17.13,2.37
7.8724,18.51,2.54
8.0763,17.34,2.17
8.2862,17.78,2.42
8.4986,17.85,2.50
8.6983,16.81,2.42
8.9153,18.20,2.09
9.1303,18.10,2.48
9.3464,18.14,2.40
9.5504,17.19,2.51
9.7662,18.19,2.45
9.9805,18.06,2.07
10.1924,17.92,2.47
10.3943,17.09,2.42
10.6246,19.45,2.49
10.8344,17.70,2.36
11.0726,20.22,2.17
11.2886,18.35,2.18
11.5023,18.14,2.51
11.6983,16.57,2.54
11.9035,17.38,2.12
12.1063,17.14,2.43
12.3144,17.54,2.36
12.5225,17.53,2.41
12.7305,17.52,2.45
12.9550,18.83,2.16
13.1622,17.51,2.52
13.3886,19.08,2.12
13.6085,18.62,2.46
13.8284,18.54,2.43
14.0325,17.16,2.43
14.2565,18.94,2.13
14.4790,18.85,2.41
14.6862,17.49,2.13
14.8901,17.28,2.50
15.0983,17.60,2.53
15.3197,18.69,2.31
15.5307,17.86,2.44
15.7345,17.23,2.39
15.9424,17.63,2.14
16.1544,17.90,2.14
16.3545,16.95,2.56
16.5662,17.86,2.16
16.7844,18.51,2.49
16.9886,17.29,2.38
17.1902,17.07,2.04
17.3830,16.31,2.47
17.6085,19.08,2.16
17.8244,18.27,2.53
18.0225,16.70,2.37
18.2357,17.98,2.12
18.4344,16.92,2.41
18.6567,18.87,2.14
18.8685,17.90,2.56
19.0867,18.42,2.11
19.2903,17.18,2.43
19.5139,18.85,2.08
19.7206,17.42,2.52
19.9305,17.62,2.12
20.1486,18.42,2.25
20.3446,16.57,2.55
20.5524,17.63,2.44
20.7644,17.95,2.13
20.9765,17.98,2.37
21.1784,17.03,2.17
21.3876,17.72,2.44
21.5863,16.72,2.55
21.7824,16.55,2.20
21.9903,17.57,2.52
22.1911,16.95,2.49
22.4127,18.74,2.03
22.6204,17.54,2.47
22.8326,17.93,2.18
23.0345,17.15,2.43
23.2457,17.94,2.34
23.4504,17.32,2.08
23.6647,18.14,2.41
23.8696,17.35,2.14
24.0764,17.61,2.46
24.2803,17.26,2.28
24.4879,17.53,2.53
24.6984,17.82,2.18
24.9205,18.75,2.41
25.1263,17.54,2.09
25.3263,17.05,2.21
25.5363,17.81,2.56
25.7406,17.32,2.15
25.9464,17.43,2.42
26.1504,17.33,2.08
26.3624,18.00,2.50
26.5706,17.62,2.54
26.7952,19.00,2.14
26.9949,16.84,2.41
27.1981,17.24,2.11
27.4062,17.56,2.13
27.6103,17.27,2.55
27.8326,18.85,2.15
28.0286,16.61,2.37
28.2526,19.05,2.38
28.4927,20.24,2.23
28.7126,18.56,2.56
28.9204,17.54,2.14
29.1245,17.20,2.20
29.3405,18.24,2.35
29.5705,19.49,2.10
29.7666,16.52,2.55
29.9625,16.55,2.52
30.1674,17.26,2.21
30.3809,18.11,2.51
30.5889,17.55,2.26
30.8086,18.58,2.29
31.0208,17.94,2.47
31.2145,16.39,2.40
31.4266,17.92,2.54
31.6374,17.95,2.50
31.8465,17.67,2.09
32.0466,16.98,2.32
32.2507,17.26,2.38
32.4689,18.41,2.55
32.6876,18.49,2.14
32.9088,18.63,2.45
33.1167,17.52,2.37
33.3209,17.22,2.08
33.5307,17.74,2.17
