Time (s),DRAM Power (W),IPC
0.0001,0.00,1.67
0.2996,27.97,0.75
0.4920,16.63,1.68
0.7223,20.08,2.05
0.9345,18.17,1.34
1.1489,18.39,1.48
1.3766,19.72,1.71
1.5969,18.92,2.34
1.8135,18.63,0.92
2.0215,17.89,1.11
2.2233,17.43,1.46
2.4251,17.95,1.25
2.6167,16.90,1.15
2.8329,19.54,1.06
3.0383,18.71,1.21
3.2386,17.24,1.18
3.4506,18.12,1.12
3.6586,17.72,1.25
3.8712,18.21,1.12
4.0960,19.43,1.29
4.3201,19.83,1.88
4.5393,18.75,2.33
4.7723,19.87,1.38
4.9878,18.53,1.36
5.2522,22.71,2.19
5.5122,22.29,0.90
5.7353,19.14,0.95
6.0000,22.56,1.04
6.2413,20.62,1.00
6.4923,21.50,0.97
6.7566,22.53,1.26
6.9509,16.65,2.06
7.1589,17.84,1.36
7.3786,18.85,1.95
7.5805,17.47,1.04
7.7989,18.99,1.11
8.0088,17.89,1.01
8.2069,16.84,1.09
8.4068,17.01,1.05
8.6067,17.01,0.96
8.8088,17.31,1.10
8.9943,15.84,1.18
9.1690,14.90,1.20
9.3444,14.90,1.21
9.5186,14.73,1.09
9.7095,16.20,1.63
9.8987,16.08,1.53
10.0948,16.81,1.05
10.2988,17.59,1.03
10.4928,16.58,1.05
10.6858,16.44,0.96
10.8849,17.02,1.12
11.0819,16.82,1.14
11.2926,18.19,1.58
11.4887,16.78,2.06
11.6886,17.09,2.12
11.8941,17.78,0.95
12.0829,16.25,0.95
12.2847,17.19,1.07
12.5128,19.57,1.10
12.7131,17.15,0.98
12.9250,18.13,1.27
13.1091,15.69,1.38
13.2882,15.22,1.04
13.4659,15.19,0.91
13.6478,15.52,0.83
13.8308,15.58,1.39
14.0146,15.65,1.73
14.2178,17.43,1.17
14.4170,17.19,1.80
14.6168,17.36,1.97
14.8129,17.01,1.75
15.0321,18.88,1.63
15.2410,17.77,1.68
15.4369,16.92,1.71
15.6448,17.93,1.32
15.8410,16.87,1.55
16.0530,18.34,1.56
16.2568,17.59,1.96
16.4691,18.29,1.86
16.6811,18.17,1.83
16.8902,18.03,0.81
17.0810,17.55,0.85
17.2712,17.88,0.80
17.4566,17.56,1.29
17.7024,24.02,1.32
17.9261,21.35,1.44
18.1785,25.67,1.36
18.4894,30.88,1.36
18.7113,22.92,1.52
18.9294,19.85,1.43
19.1613,21.01,1.83
19.5151,39.85,1.55
19.7255,22.51,1.44
19.9757,22.64,1.54
20.1996,20.67,1.33
20.4011,18.48,1.38
20.6135,19.52,1.60
20.8734,23.57,1.35
21.1207,23.93,1.79
21.5816,60.83,1.33
21.7841,21.45,1.57
21.9891,18.81,1.40
22.2150,20.63,1.58
22.4390,20.29,1.30
22.6552,19.64,1.54
22.9043,22.53,1.40
23.1202,19.76,1.48
23.3850,23.99,1.57
23.6237,21.77,1.43
23.8666,22.14,1.58
24.0667,18.32,1.37
24.3515,25.64,2.11
24.5928,21.41,1.76
25.0076,52.12,1.47
25.2177,18.64,1.34
25.4526,21.23,1.36
25.6659,18.96,1.62
25.8789,19.06,1.40
26.0870,18.47,1.26
26.2894,17.93,1.47
26.5354,21.97,1.36
26.7684,20.72,1.00
26.9734,18.04,1.90
27.1692,17.06,1.79
27.3580,17.31,0.75
27.5405,17.24,1.66
27.7346,17.89,1.61
27.9184,16.86,1.68
28.1105,17.54,1.24
28.2989,16.82,1.73
28.4990,17.64,2.02
28.7061,18.16,1.06
28.8951,17.07,1.48
29.0950,17.93,1.01
29.2888,17.72,1.47
29.4789,17.71,1.25
29.6740,17.69,1.25
29.8672,17.69,0.96
30.0584,18.30,1.05
30.2610,18.74,1.20
30.4567,18.42,1.31
30.6406,17.07,0.90
30.8335,17.88,1.38
31.0256,17.75,1.02
31.2210,17.92,1.17
31.4233,18.91,1.48
31.6212,17.72,1.42
31.8233,18.35,1.67
32.0291,17.56,1.38
32.2371,17.71,1.79
32.4431,17.54,1.70
32.6611,18.50,1.98
32.8821,18.93,1.73
33.0930,17.87,1.77
33.2911,16.71,1.74
33.5009,17.87,1.50
33.7050,17.35,1.80
33.9092,17.19,1.86
34.1130,17.26,1.73
34.3090,16.57,1.86
34.5172,17.64,1.80
34.7260,17.53,1.61
34.9332,17.48,1.69
35.1453,17.92,1.72
35.3450,16.94,2.06
35.5490,17.14,2.13
35.7486,16.78,1.80
35.9492,16.95,2.12
36.1572,17.58,2.09
36.3649,17.48,1.85
36.5811,18.37,1.80
36.7913,17.80,1.79
36.9829,16.18,1.59
37.1830,16.96,1.88
37.3932,18.11,1.17
37.6092,19.05,1.67
37.8160,17.63,1.92
38.0241,17.73,2.01
38.2202,16.71,1.64
38.4292,17.68,1.68
38.6319,17.17,1.99
38.8427,17.82,1.69
39.0590,18.24,2.02
39.2643,17.33,1.86
39.4685,17.29,1.73
39.6642,16.47,1.96
39.8603,16.40,0.91
40.0510,16.48,1.72
40.2621,18.69,1.27
40.4604,17.57,1.83
40.6404,16.03,1.76
40.8724,20.93,0.78
41.0766,18.02,1.83
41.2912,18.98,0.40
41.5052,19.50,1.74
41.7184,19.36,1.69
41.9447,19.30,1.68
42.1580,19.85,1.84
42.3672,17.91,2.08
42.5569,17.23,1.27
42.7713,19.54,1.94
42.9611,16.76,1.74
43.1589,18.02,1.58
43.3662,18.25,1.71
43.5857,19.92,2.00
43.8072,18.95,1.75
44.0116,19.20,1.43
44.2089,17.39,2.01
44.4387,20.77,1.76
44.6393,17.75,2.08
44.8421,18.41,1.59
45.0295,16.67,1.90
45.2277,17.51,1.64
45.4277,18.23,1.87
45.6365,18.38,1.84
45.8479,18.67,0.70
46.0599,19.36,1.82
46.2785,19.26,1.60
46.4803,18.36,2.09
46.6872,18.77,1.65
46.8930,18.17,1.73
47.0716,15.87,1.67
47.2704,18.14,1.96
47.4731,17.86,2.16
47.6730,18.14,1.63
47.8624,16.76,1.61
48.0465,16.21,1.77
48.2588,19.17,1.56
48.4730,18.84,1.70
48.6864,19.25,2.02
48.8883,17.77,1.73
49.1145,20.45,1.85
49.3270,18.01,1.61
49.5284,18.17,1.46
49.7382,18.99,1.76
49.9634,20.18,2.12
50.1727,17.97,1.89
50.4031,21.51,1.64
50.6082,18.08,1.76
50.8220,18.84,1.76
51.0263,18.63,1.97
51.2311,18.19,1.48
51.4412,18.95,1.78
51.6793,21.42,1.08
51.8795,17.61,2.15
52.0758,17.31,1.46
52.3009,20.34,1.81
52.4950,17.13,1.61
52.7226,20.57,1.78
52.9467,20.28,1.94
53.1640,18.66,1.70
53.3690,19.25,1.60
53.5710,17.17,2.06
53.7579,17.11,1.76
53.9479,17.19,1.81
54.1432,16.64,1.96
54.3452,18.37,1.66
54.5586,19.30,2.24
54.7894,20.73,1.63
55.0029,18.09,1.82
55.2143,19.11,1.76
55.4373,19.52,1.65
55.6330,18.02,1.71
55.8439,19.22,2.16
56.0230,15.90,1.71
56.2168,17.68,1.35
56.4220,18.19,1.73
56.6431,20.06,1.93
56.8608,19.19,1.79
57.0762,19.59,2.21
57.2911,18.27,1.80
57.4988,19.50,1.63
57.6990,16.97,1.81
57.9383,22.21,1.92
58.1315,17.04,1.87
58.3541,20.09,2.01
58.6042,22.44,1.38
58.7828,15.29,1.62
58.9793,17.72,1.70
59.1755,17.92,1.55
59.4160,20.97,1.76
59.6207,18.49,1.98
59.8322,17.98,1.72
60.0598,21.01,1.86
60.2548,17.22,1.86
60.4643,19.05,1.83
60.7115,21.88,1.75
60.8975,16.80,2.04
61.0989,17.80,1.86
61.3189,19.83,1.77
61.5315,18.25,1.76
61.7653,21.62,2.17
62.0073,21.62,1.16
62.2237,18.50,2.06
62.4324,19.44,1.35
62.6271,16.74,1.63
62.8145,16.95,1.81
63.0244,19.00,2.00
63.2370,18.10,2.00
63.4432,19.27,1.69
63.6515,17.72,1.79
63.8767,20.79,1.90
64.0837,18.18,1.83
64.3041,19.79,1.99
64.5088,18.02,2.17
64.7122,18.43,1.75
64.8922,15.88,2.23
65.1289,21.26,1.76
65.3323,17.87,2.02
65.5119,15.98,1.87
65.7200,18.94,1.50
65.9207,17.76,1.83
66.1391,19.72,1.99
66.3428,17.84,2.09
66.5643,20.09,1.72
66.7695,17.46,1.93
66.9855,20.07,1.60
67.1994,18.83,1.62
67.4038,18.04,1.84
67.6124,18.76,2.13
67.8118,18.07,1.30
68.0180,17.58,1.98
68.2307,19.77,1.68
68.4185,16.62,2.10
68.6564,21.33,1.30
68.8518,16.70,2.01
69.0391,17.12,1.81
69.2478,18.85,1.54
69.4607,18.81,1.71
69.6718,19.02,1.67
69.8661,17.05,2.05
70.0748,18.94,1.70
70.2653,16.79,1.84
70.4565,16.82,1.81
70.6636,18.75,2.22
70.9098,21.84,1.29
71.0910,15.83,1.69
71.3026,19.08,2.05
71.4947,17.04,1.20
71.7242,20.75,1.85
71.9487,20.23,2.01
72.1547,17.65,2.14
72.3579,19.03,1.65
72.5403,16.18,2.06
72.7385,17.49,1.49
72.9461,18.89,2.02
73.1500,17.48,2.04
73.3735,20.86,1.80
73.5771,17.38,1.70
73.7940,20.17,1.83
74.0018,18.46,1.77
74.2112,19.02,2.04
74.4241,18.82,2.06
74.6728,22.61,2.18
74.8970,20.32,1.75
75.0830,16.53,1.72
75.2724,16.87,1.71
75.4874,19.61,1.79
75.6809,17.19,1.81
75.9199,21.51,2.17
76.1362,18.49,1.78
76.3442,19.64,1.81
76.5552,18.12,1.81
76.7673,19.79,1.99
76.9803,18.29,1.58
77.1853,18.57,1.60
77.3905,18.62,2.14
77.5945,18.64,1.75
77.7998,18.19,1.83
78.0406,21.74,2.09
78.2877,22.02,1.74
78.4908,18.38,2.09
78.6853,17.15,1.91
78.8789,17.13,1.56
79.0901,19.07,1.75
79.2715,16.21,1.71
79.4742,18.41,2.02
79.6869,18.21,1.72
79.8916,19.19,1.49
80.0950,17.33,2.08
80.3089,19.85,1.61
80.5259,19.08,0.50
80.7496,20.23,1.76
80.9688,18.71,1.91
81.1750,19.36,1.74
81.3866,18.72,1.75
81.5792,17.03,1.68
81.7944,19.47,1.99
81.9812,16.57,1.82
82.1910,19.04,1.59
82.3744,16.36,1.73
82.5706,17.93,1.72
82.7527,16.07,1.73
82.9474,17.26,1.83
83.1664,19.90,1.67
83.3710,17.56,1.92
83.5931,20.71,1.96
83.8069,18.36,1.96
84.0112,18.59,1.94
84.2429,20.84,1.77
84.4400,17.38,1.86
84.6430,18.31,1.91
84.8713,20.57,1.64
85.0767,17.56,1.76
85.3143,21.98,1.97
85.5088,16.54,1.98
85.7286,20.45,1.74
85.9408,18.66,1.87
86.1470,18.73,1.75
86.3482,17.18,1.97
86.5610,19.87,1.64
86.7580,17.31,2.15
86.9805,20.03,1.74
87.1707,16.96,2.05
87.3955,20.07,1.84
87.5796,16.49,1.91
87.7821,17.92,2.05
88.0045,20.07,1.47
88.2036,17.64,1.76
88.4131,18.96,1.55
88.6297,19.01,1.75
88.8305,18.25,1.76
89.0094,15.82,1.75
89.2063,17.44,1.80
89.4284,20.14,1.66
89.6168,16.73,1.88
89.8473,20.77,1.68
90.0364,16.74,2.03
90.2178,16.12,1.85
90.4290,19.16,1.44
90.6167,16.66,1.68
90.8121,17.77,1.72
91.0155,18.07,1.95
91.1958,16.06,1.92
91.4067,18.55,1.54
91.6063,18.19,1.60
91.8111,18.60,1.61
92.0272,18.35,2.00
92.2035,16.12,1.80
92.4065,18.53,1.71
92.6225,19.05,1.55
92.8207,17.45,1.88
93.0386,19.85,1.71
93.2618,20.31,1.89
93.4999,21.29,1.79
93.6865,16.68,2.13
93.9423,22.92,1.16
94.1281,15.91,1.30
94.3232,17.87,1.86
94.5365,19.48,1.51
94.7356,17.64,1.87
94.9651,20.72,1.78
95.1603,17.29,2.05
95.3745,19.52,1.63
95.5795,18.13,2.20
95.8264,22.29,1.57
96.0167,16.96,1.86
96.2449,20.54,1.90
96.4526,18.36,2.05
96.6708,19.75,1.74
96.8790,17.82,1.76
97.0671,17.23,1.60
97.2794,19.08,2.08
97.4563,15.56,1.81
97.6706,19.40,1.55
97.8608,16.84,1.73
98.0412,15.96,1.25
98.2301,16.63,1.57
98.4442,19.45,2.02
98.6486,17.97,1.40
98.8545,18.68,1.94
99.0818,20.38,1.55
99.2950,18.76,1.87
99.5151,19.82,1.85
99.7150,17.05,1.97
99.9494,21.69,1.58
100.1442,17.20,1.73
100.3380,17.60,1.72
100.5458,18.33,2.13
100.7240,15.78,1.86
100.9483,20.27,1.63
101.1390,16.88,1.85
101.3590,19.82,1.69
101.5544,17.28,2.09
101.7650,19.06,1.62
101.9570,16.96,1.79
102.1772,20.01,1.78
102.3579,16.06,1.78
102.5651,17.65,1.81
102.7730,18.84,1.04
102.9989,20.43,1.78
103.2069,18.93,1.80
103.4081,17.71,2.12
103.6415,21.15,1.52
103.8388,17.46,1.70
104.0266,16.50,1.83
104.2598,20.98,2.03
104.4892,20.80,1.98
104.7147,19.23,1.83
104.9174,18.39,1.47
105.1303,19.17,1.84
105.3495,19.94,1.72
105.5492,17.62,2.05
105.7404,16.83,1.82
105.9430,18.21,1.75
106.1299,16.48,1.87
106.3388,18.82,1.80
106.5661,19.94,1.81
106.7654,17.98,1.83
106.9617,17.36,2.14
107.1401,15.80,1.85
107.3530,19.22,1.58
107.5454,17.08,1.75
107.7566,19.12,1.93
107.9609,18.01,2.01
108.1660,18.60,1.08
108.3460,15.35,1.70
108.5380,17.48,2.08
108.7551,19.54,1.66
108.9582,17.81,1.63
109.1869,20.65,1.84
109.3782,16.76,1.97
109.5844,18.16,1.43
109.7889,18.48,2.05
109.9786,16.93,1.82
110.1893,18.97,1.73
110.3861,17.34,1.79
110.5964,19.11,1.53
110.8165,18.68,2.07
111.0184,18.48,0.73
111.2393,19.69,1.03
111.4523,18.77,0.96
111.6692,19.06,0.81
111.8848,18.89,0.91
112.0833,17.47,0.87
112.2952,18.63,0.88
112.5012,17.96,0.88
112.7280,19.92,0.79
112.9198,16.83,2.86
113.1273,18.34,2.70
113.3425,19.03,2.04
113.5612,19.09,1.39
113.7755,18.31,2.24
113.9893,18.37,2.34
114.2014,18.41,2.58
114.4114,18.28,1.76
114.7153,26.25,2.04
114.9273,18.28,2.11
115.1630,20.38,2.17
115.4071,21.10,2.04
115.6211,18.46,1.18
115.8040,15.73,1.60
