Time (s),DRAM Power (W),IPC
0.0001,0.00,2.10
0.4356,37.02,1.37
0.7743,28.55,1.29
1.1379,30.61,0.90
1.4699,28.03,1.21
1.8261,30.11,1.21
2.1461,27.10,0.44
2.5337,36.87,0.30
2.9209,37.17,0.23
3.2786,34.10,0.24
3.6368,34.12,0.21
3.9749,32.08,0.26
4.3146,32.66,1.59
4.8226,55.49,0.74
5.1630,28.93,1.39
5.5144,30.65,1.29
5.8745,31.55,1.58
6.1966,28.12,1.14
6.5823,36.54,1.16
6.9313,31.83,1.57
7.2957,32.39,1.24
7.6488,30.67,1.46
7.9903,29.40,2.23
8.3905,34.95,1.68
8.7845,35.57,1.75
9.2022,37.86,1.87
9.6215,38.02,1.46
10.0024,34.46,1.50
10.4202,38.06,1.80
10.7963,34.07,1.75
11.2044,36.70,1.39
11.5966,35.75,1.74
11.9644,33.11,1.62
12.3603,35.29,1.59
12.7205,31.90,2.15
13.0725,29.57,1.21
13.4644,33.76,0.99
13.8566,37.21,1.53
14.3125,42.59,1.57
14.7488,40.31,1.69
15.1491,35.95,1.95
15.5648,37.53,1.79
15.9491,34.37,1.50
16.3354,34.77,1.67
16.7723,39.52,1.89
17.1435,33.74,1.57
17.4979,32.24,1.78
17.8499,31.99,1.56
18.2299,34.45,1.98
18.5784,29.89,2.30
18.9386,30.21,0.60
19.3158,32.76,1.09
19.7557,42.96,1.50
20.1885,40.36,1.47
20.6179,39.71,1.73
21.0247,38.11,1.63
21.4224,36.69,1.70
21.8223,37.83,1.74
22.2183,36.59,1.69
22.6163,37.72,1.66
23.0446,38.95,1.62
23.4499,37.63,1.76
23.7978,31.59,1.73
24.2005,35.91,2.33
24.5801,32.17,1.97
24.9284,29.78,1.37
25.2468,27.38,2.42
25.5870,29.03,1.24
25.9071,26.93,0.99
26.2244,26.93,0.86
26.5843,31.11,1.49
26.9445,30.48,0.72
