Time (s),DRAM Power (W),IPC
0.0001,0.11,1.87
0.4033,34.36,1.22
0.7375,28.57,1.20
1.0844,29.40,0.34
1.4197,28.70,1.85
1.7697,29.68,1.89
2.1375,31.21,1.77
2.4894,29.85,1.79
2.8255,28.46,1.65
3.1656,29.02,1.66
3.5253,30.51,1.76
3.8696,29.34,1.86
4.2214,29.93,1.80
4.5592,28.58,1.69
4.9228,30.93,1.83
5.2722,29.65,1.84
5.6202,29.39,1.81
5.9745,29.98,1.89
6.3174,29.00,1.66
6.6521,28.39,1.85
6.9883,28.39,1.66
7.3281,28.71,1.83
7.6825,30.15,1.84
8.0545,31.62,1.85
8.4003,29.31,1.81
8.7404,28.86,1.86
9.0864,29.28,1.89
9.4403,29.99,1.88
9.7963,30.32,1.86
10.1363,28.94,1.66
10.4802,29.14,1.65
10.8342,30.09,1.83
11.1866,29.97,1.67
11.5400,29.89,1.84
11.9087,31.27,1.69
12.2522,29.14,1.89
12.6103,30.42,1.67
12.9598,29.63,1.89
13.3244,30.98,1.69
13.6642,28.82,1.87
14.0121,29.55,1.67
14.3560,29.29,1.85
14.7064,29.86,1.83
15.0672,30.69,1.70
15.4201,29.86,1.84
15.7822,30.92,1.64
16.1281,29.36,1.85
16.4682,28.94,1.78
16.8082,29.00,1.88
17.1547,29.53,1.69
17.5099,30.12,1.65
17.8481,28.76,1.85
18.2145,31.25,1.61
18.5542,28.91,1.86
18.9062,29.87,1.69
19.2623,30.23,1.85
19.6185,30.18,1.70
19.9643,29.25,1.88
20.3201,30.18,1.88
20.6703,29.78,1.72
21.0201,29.56,1.82
21.3723,29.84,1.68
21.7080,28.43,1.67
22.0563,29.65,1.69
22.3961,28.85,1.84
22.7421,29.33,1.65
23.0943,29.92,1.89
23.4301,28.38,1.67
23.7862,30.11,1.88
24.1495,30.88,1.70
24.4982,29.54,1.89
24.8746,31.84,1.70
25.2366,30.61,1.90
25.6015,30.84,1.85
25.9536,29.78,1.67
26.3176,30.92,1.90
26.6735,30.24,1.80
27.0295,30.26,1.72
27.3791,29.65,1.87
27.7312,29.86,1.85
28.0954,31.00,1.66
28.4553,30.61,1.85
28.7992,29.12,1.67
29.1472,29.48,1.85
29.4992,29.88,1.86
29.8419,29.22,1.90
30.2007,30.42,1.89
30.5613,30.59,1.82
30.9202,30.46,1.88
31.2681,29.58,1.85
31.6487,32.29,1.89
32.0167,31.24,1.73
32.3726,30.14,1.89
32.7306,30.32,1.68
33.0798,29.49,1.89
33.4246,29.10,1.69
33.7726,29.35,1.88
34.1406,31.19,1.72
34.4885,29.40,1.86
34.8327,29.00,1.71
35.1805,29.41,1.84
35.5265,29.31,1.64
35.8888,30.62,1.87
36.2409,29.74,1.70
36.5945,29.96,1.89
36.9527,30.32,1.88
37.2968,29.25,1.85
37.6541,30.45,1.85
38.0147,30.59,1.67
38.3625,29.55,1.87
38.7127,29.74,1.71
39.0725,30.47,1.67
39.4167,29.21,1.86
39.7685,29.81,0.72
