Time (s),DRAM Power (W),IPC
0.0001,0.00,1.93
0.3225,27.83,2.47
0.5504,19.77,1.49
0.7559,17.75,1.21
0.9852,19.58,2.28
1.2304,21.05,1.45
1.4980,23.00,1.30
1.7246,19.38,0.68
1.9135,16.19,1.04
2.0931,15.34,0.88
2.2732,15.44,1.22
2.4588,15.76,0.94
2.6830,19.55,0.33
2.9460,24.70,0.39
3.1654,21.06,0.31
3.3931,21.71,0.30
3.6045,20.35,0.37
3.8326,21.58,0.44
4.0326,18.75,0.34
4.2487,20.49,0.29
4.4605,20.00,0.31
4.6745,20.21,0.37
4.8824,19.65,0.42
5.0971,20.16,0.33
5.3205,21.04,0.23
5.5446,21.34,0.29
5.7526,19.65,0.45
5.9805,21.58,0.36
6.1963,20.42,0.32
6.4281,21.90,0.33
6.6285,18.84,0.34
6.8526,21.17,0.40
7.0647,19.94,0.36
7.2725,19.74,0.31
7.4807,19.68,0.22
7.6845,19.25,0.26
7.9120,21.32,0.43
8.1168,19.35,0.40
8.3386,20.77,0.31
8.5627,21.11,0.24
8.7926,21.76,0.36
9.0005,19.60,0.43
9.2126,20.04,0.38
9.4127,18.78,0.26
9.6166,19.18,0.30
9.8329,20.37,0.35
10.0606,21.53,0.46
10.2567,18.47,0.33
10.4605,19.18,0.31
10.7025,22.84,0.31
10.9205,20.66,0.36
11.1348,20.38,0.42
11.3597,21.20,0.36
11.5865,21.20,0.31
11.8010,18.44,1.29
12.0336,20.05,1.48
12.2495,18.85,1.96
12.4692,18.75,1.96
12.6814,18.07,2.30
12.8951,18.07,2.19
13.1081,17.98,2.00
13.3214,18.00,2.23
13.5296,17.74,1.68
13.7353,17.80,1.95
13.9577,18.85,2.32
14.1774,18.56,1.95
14.3833,17.37,2.02
14.5870,17.22,1.68
14.7913,17.28,1.97
15.0032,17.82,2.39
15.2328,19.36,1.97
15.4353,17.03,2.27
15.6471,17.89,0.46
15.8784,19.69,2.36
16.0954,18.30,2.39
16.3212,19.16,1.95
16.5255,17.29,2.29
16.7295,17.27,2.26
16.9374,17.55,1.95
17.1376,17.08,2.35
17.3533,18.19,2.09
17.5694,18.22,2.00
17.7773,17.49,2.21
18.0194,20.40,1.97
18.2334,18.23,2.29
18.4513,18.29,2.04
18.6773,19.01,2.32
18.8833,17.31,2.21
19.0991,18.23,2.02
19.2993,16.90,1.91
19.5092,17.84,2.13
19.7313,18.84,2.30
19.9471,18.33,2.24
20.1652,18.49,2.02
20.3835,18.60,2.35
20.6043,18.71,2.01
20.8230,18.40,2.27
21.0242,17.04,2.17
21.2403,18.32,1.90
21.4362,16.55,2.24
21.6404,17.46,2.20
21.8523,17.88,2.35
22.0722,18.54,2.24
22.2762,17.20,2.23
22.4944,18.44,2.19
22.7241,19.46,2.03
22.9297,17.33,2.39
23.1402,17.64,1.98
23.3660,19.11,2.26
23.5643,16.80,1.81
23.7605,16.72,1.92
23.9603,16.95,1.99
24.1602,16.83,2.22
24.3683,17.58,2.00
24.5722,17.12,2.38
24.7881,18.21,2.14
