Time (s),DRAM Power (W),IPC
0.0001,0.00,1.84
0.4026,34.03,1.19
0.7369,28.07,0.97
1.1317,33.04,2.80
1.4812,29.89,1.59
1.8413,31.09,3.41
2.2084,31.38,1.59
2.5573,29.84,1.71
2.8971,29.16,1.46
3.2412,29.54,1.75
3.6006,32.56,1.51
3.9477,31.26,1.55
4.2972,31.36,0.56
4.6625,32.04,0.53
5.0113,30.65,1.26
5.3689,34.11,1.85
5.7353,36.06,1.69
6.0851,34.80,1.91
6.4255,33.68,2.18
6.7610,31.96,1.71
7.1090,30.61,1.19
7.4531,32.79,1.18
7.8189,36.08,1.27
8.1851,35.54,1.42
8.5371,34.88,1.37
8.8853,33.66,0.90
9.2332,34.05,2.33
9.5850,34.67,1.15
9.9653,36.47,2.00
10.3012,33.43,1.46
10.6412,32.79,1.29
10.9771,32.78,1.13
11.3412,35.58,2.00
11.6809,33.43,1.38
12.0291,34.07,2.45
12.3691,31.99,2.13
12.7131,31.43,1.23
13.0459,32.76,1.69
13.3850,34.22,1.34
13.7264,33.26,0.87
14.0772,34.63,2.01
14.4293,35.10,1.10
14.7932,35.01,1.14
15.1371,34.31,1.59
15.4773,33.45,1.29
15.8461,35.57,1.80
16.1891,34.15,1.31
16.5372,33.75,0.98
16.8958,35.57,1.95
17.2291,32.83,1.39
17.5833,34.55,1.90
17.9293,32.42,2.61
18.3113,35.02,1.56
18.6571,34.43,2.27
19.0127,34.38,1.26
19.3752,35.48,2.31
19.7172,34.11,1.29
20.0640,33.23,1.08
20.4172,34.85,2.35
20.7650,34.60,1.32
21.1191,34.47,1.15
21.4732,34.55,1.46
21.8293,34.79,0.99
22.1873,35.47,1.83
22.5450,35.24,1.41
22.8814,32.92,2.02
23.2411,35.29,1.19
23.5932,33.10,2.08
23.9440,32.48,1.52
24.2855,33.39,1.05
24.6424,35.27,1.82
24.9894,34.50,1.29
25.3371,33.58,1.33
25.6937,35.63,1.36
26.0452,34.40,1.06
26.3939,34.77,1.71
26.7572,35.57,1.15
27.1064,33.78,1.59
27.4593,35.19,1.41
27.8092,34.14,1.08
28.1732,36.32,1.36
28.5167,33.38,1.35
28.8778,34.01,0.93
29.2252,32.05,1.30
29.5853,34.81,1.94
29.9372,35.13,1.17
30.2732,32.42,1.12
30.6378,36.25,1.40
30.9993,35.22,1.12
31.3541,35.24,1.45
31.7091,34.42,1.21
32.0572,34.10,1.95
32.4234,36.35,1.09
32.7950,36.43,2.21
33.1634,36.55,1.29
33.5177,34.59,2.24
33.8573,33.30,1.65
34.2013,33.18,1.12
34.5412,31.74,2.73
34.8891,32.79,1.29
35.2312,33.28,1.26
35.5851,35.35,1.14
35.9572,35.61,1.12
36.2976,33.62,1.93
36.6534,35.43,1.09
37.0211,35.84,2.33
37.3732,34.84,1.31
37.7441,35.91,1.95
38.1052,34.95,1.54
38.4500,33.21,1.08
38.8137,35.92,2.02
39.1697,34.51,0.97
39.5292,35.27,1.59
39.8914,33.74,1.37
40.2253,30.42,2.20
40.5773,34.66,1.32
40.9252,33.75,1.37
41.2661,33.82,1.37
41.6212,34.35,0.98
41.9692,34.40,1.67
42.3296,34.80,1.23
42.6752,33.70,1.87
43.0173,33.91,1.31
43.3739,34.64,1.40
43.7192,34.21,1.36
44.0844,35.30,1.00
44.4311,34.32,1.90
44.7693,32.70,1.28
45.1283,33.84,1.35
45.4883,33.36,1.27
45.8251,31.98,1.07
46.1936,36.59,1.73
46.5516,34.94,1.03
46.9051,35.06,1.79
47.2571,34.36,1.26
47.6072,33.42,2.03
47.9732,36.38,1.36
48.3125,32.79,1.01
48.6673,35.21,1.49
49.0290,35.04,0.98
49.3994,36.52,1.34
49.7612,35.18,0.96
50.1053,33.81,2.21
50.4444,32.56,1.39
50.7872,31.77,2.26
51.1453,33.25,1.33
51.5025,34.68,1.00
51.8452,33.96,1.93
52.2053,35.15,1.07
52.5656,35.58,1.84
52.9120,33.97,1.33
53.2810,35.97,2.28
53.6251,34.17,1.28
53.9806,34.51,2.03
54.3412,36.00,1.35
54.7053,35.28,1.34
55.0514,34.32,1.42
55.3985,33.58,0.89
55.7632,35.76,1.58
56.1011,31.24,2.22
56.4571,32.79,1.75
56.8012,34.37,1.22
57.1572,34.68,1.45
57.5052,34.62,1.49
57.8594,34.32,1.05
58.2073,34.57,1.70
58.5531,33.94,1.09
58.9052,34.75,1.78
59.2532,34.05,1.34
59.6053,34.22,0.98
59.9593,35.12,1.73
60.3091,34.01,0.91
60.6732,35.75,1.95
61.0250,34.44,1.59
61.3785,33.51,1.01
61.7291,31.98,1.27
62.0889,35.06,1.99
62.4293,33.66,1.13
62.7770,33.14,1.04
63.1311,34.99,1.82
63.4732,33.76,1.26
63.8315,34.79,2.35
64.1874,35.26,1.39
64.5413,34.39,1.80
64.8937,35.13,1.14
65.2332,32.81,1.07
65.5781,34.25,2.04
65.9252,34.00,1.25
66.2969,35.86,1.75
66.6372,33.37,1.29
66.9893,32.88,2.34
67.3361,32.32,1.45
67.6772,33.07,1.07
68.0254,34.57,1.79
68.3693,34.01,1.00
68.7372,36.08,2.23
69.0933,35.32,1.19
69.4413,33.97,2.20
69.7931,34.79,1.28
70.1372,33.23,1.11
70.4806,34.13,1.39
70.8372,34.56,0.99
71.2017,36.06,1.79
71.5752,36.39,0.93
71.9200,34.10,1.59
72.2660,32.26,1.89
72.6068,31.39,1.90
72.9547,34.65,1.13
73.3092,34.18,1.17
73.6714,35.97,1.25
74.0133,33.23,1.10
74.3856,36.91,1.47
74.7212,32.64,0.98
75.0773,35.03,2.28
75.4214,33.96,1.32
75.7692,33.68,2.15
76.1134,34.13,1.37
76.4630,33.82,1.14
76.8249,35.83,1.34
77.1708,33.68,2.08
77.5193,33.06,1.04
77.8729,32.32,1.25
78.2258,33.77,1.39
78.5794,35.05,1.37
78.9252,33.55,1.03
79.2853,35.72,1.37
79.6250,33.06,0.99
79.9942,36.53,1.74
80.3372,33.56,1.33
80.6810,33.57,2.33
81.0563,37.08,1.24
81.4093,34.33,2.22
81.7503,33.98,1.28
82.0971,33.67,0.97
82.4612,35.27,1.99
82.8050,33.45,1.15
83.1544,32.75,2.39
83.5091,33.49,1.35
83.8570,33.96,1.98
84.2052,34.67,1.31
84.5532,33.76,1.12
84.8982,34.33,1.44
85.2492,34.19,0.99
85.5991,34.59,1.96
