System,System,System,System,System,System,System,System,System,System
Time,EXEC,CFREQ,READ,WRITE,INST,PhysIPC%,Proc Energy (Joules),DRAM Energy (Joules),UncFREQ (Ghz)
02:14:18.559,0.0,1.04,0.0,0.0,2.73,14.19,2.98,0.04,0.28
02:14:18.659,0.0,1.0,0.0,0.0,5.4,24.6,2.65,0.02,0.16
02:14:18.760,0.0,1.0,0.0,0.0,5.55,25.04,2.5,0.01,0.09
02:14:18.860,0.0,1.0,0.0,0.0,5.96,22.13,2.6,0.01,0.12
02:14:18.960,0.0,1.09,0.01,0.01,27.93,39.29,3.2,0.09,0.38
02:14:19.059,0.02,2.46,0.01,0.02,289.28,3.69,7.79,0.68,1.4
02:14:19.160,0.37,2.67,0.2,0.61,4664.67,22.98,15.64,1.19,2.3
02:14:19.260,0.72,2.02,3.52,2.42,8895.02,46.43,16.74,2.2,2.32
02:14:19.361,0.9,2.05,2.74,1.83,11322.76,57.66,17.15,1.93,2.35
02:14:19.460,0.96,2.29,3.43,2.35,11898.46,54.92,16.99,2.16,2.07
02:14:19.560,0.92,2.28,3.19,2.17,11495.78,53.01,16.71,2.09,2.02
02:14:19.662,0.95,2.01,1.56,1.32,11981.53,61.98,16.96,1.64,2.39
02:14:19.761,0.94,2.11,3.02,2.07,11614.78,58.07,16.87,2.06,2.22
02:14:19.861,0.89,2.11,3.29,2.29,10992.26,55.09,16.87,2.12,2.24
02:14:19.961,0.95,2.16,3.0,1.99,11807.74,57.32,16.89,1.99,2.18
02:14:20.061,1.0,2.01,1.51,1.29,12417.9,65.02,16.95,1.65,2.4
02:14:20.161,0.88,2.12,3.2,2.22,10998.83,54.79,16.9,2.08,2.24
02:14:20.261,0.86,2.02,3.28,2.28,10826.76,56.19,16.94,2.12,2.32
02:14:20.361,0.9,2.01,2.54,1.71,11192.07,58.98,16.84,1.87,2.37
02:14:20.461,0.95,1.95,1.9,1.51,11917.13,64.13,16.78,1.77,2.4
02:14:20.562,0.83,1.89,3.23,2.24,10353.31,57.34,16.86,2.12,2.38
02:14:20.662,0.85,2.14,3.2,2.21,10543.48,52.07,16.88,2.08,2.28
02:14:20.763,0.99,2.12,2.15,1.62,12338.6,61.3,17.02,1.78,2.27
02:14:20.863,0.91,1.93,2.31,1.64,11472.56,62.06,16.7,1.86,2.39
02:14:20.963,0.87,2.1,3.29,2.29,10743.89,54.18,17.01,2.13,2.27
02:14:21.063,0.81,2.04,2.87,1.89,10204.27,52.31,16.99,1.97,2.37
02:14:21.164,1.0,1.99,1.51,1.29,12471.76,65.61,16.81,1.64,2.41
02:14:21.263,0.81,1.94,3.2,2.22,10032.72,54.6,16.84,2.09,2.39
02:14:21.364,0.88,2.12,3.28,2.27,11075.13,54.63,17.18,2.12,2.29
02:14:21.464,0.93,2.03,2.44,1.69,11505.84,59.88,16.77,1.84,2.34
02:14:21.564,0.98,2.03,2.07,1.59,12257.28,63.49,16.98,1.83,2.35
02:14:21.664,0.93,2.25,3.31,2.3,11649.78,54.35,17.08,2.13,2.13
02:14:21.764,0.94,2.23,3.33,2.31,11637.84,54.91,16.99,2.13,2.15
02:14:21.865,0.95,2.22,2.91,1.91,11829.76,55.98,17.01,1.96,2.18
02:14:21.966,1.0,2.05,1.64,1.41,12588.16,64.2,17.0,1.73,2.33
02:14:22.065,0.92,2.3,3.17,2.19,11423.49,52.44,16.94,2.07,2.13
02:14:22.167,0.8,2.49,1.08,1.0,10087.05,42.07,17.19,1.49,2.14
02:14:22.265,0.85,2.07,2.91,2.23,10447.6,53.62,16.65,2.08,2.25
02:14:22.366,0.89,2.26,3.33,2.58,11117.27,51.62,17.05,2.2,2.12
02:14:22.467,0.9,2.12,2.79,2.0,11266.83,55.62,16.85,1.99,2.2
02:14:22.567,1.01,2.09,1.65,1.41,12542.05,63.18,16.94,1.74,2.31
02:14:22.666,0.87,2.19,3.19,2.5,10728.18,51.97,16.72,2.15,2.15
02:14:22.766,0.88,2.22,3.27,2.54,11014.51,52.24,17.04,2.19,2.15
02:14:22.866,0.96,2.19,2.6,1.87,11950.84,57.81,16.82,1.93,2.14
02:14:22.967,1.06,2.31,2.01,1.67,13288.8,60.01,16.92,1.85,2.02
02:14:23.067,0.78,2.03,3.09,2.46,9706.87,50.6,16.93,2.14,2.35
02:14:23.168,0.78,2.31,0.97,0.88,9727.18,44.17,17.18,1.45,2.36
02:14:23.267,0.84,2.03,3.04,2.39,10508.0,54.31,16.73,2.13,2.26
02:14:23.367,0.85,2.07,3.25,2.56,10498.28,53.63,16.95,2.2,2.28
02:14:23.467,0.98,2.26,2.59,1.89,12240.02,56.91,16.76,1.94,2.04
02:14:23.567,0.99,2.12,1.76,1.5,12340.79,61.46,16.44,1.76,2.16
02:14:23.667,0.9,2.21,3.32,2.63,11231.06,53.18,17.14,2.23,2.12
02:14:23.767,0.85,2.19,3.19,2.5,10597.24,50.88,16.92,2.17,2.17
02:14:23.869,0.98,2.14,2.22,1.69,12298.39,60.33,17.13,1.83,2.28
02:14:23.968,0.89,1.94,2.19,1.77,11021.95,59.86,16.69,1.89,2.37
02:14:24.069,0.89,2.17,3.33,2.64,11218.13,53.89,17.16,2.22,2.16
02:14:24.168,0.85,2.05,3.08,2.3,10495.37,54.28,16.64,2.11,2.24
02:14:24.269,0.94,2.02,1.73,1.46,11873.55,61.11,17.04,1.7,2.4
02:14:24.369,0.88,1.95,2.78,2.18,10880.58,58.81,16.96,2.08,2.36
02:14:24.469,0.88,2.2,3.31,2.61,10922.38,52.33,17.02,2.21,2.15
02:14:24.569,0.92,2.2,3.11,2.31,11453.73,54.43,16.72,2.12,2.07
02:14:24.670,1.04,2.35,2.15,1.77,13085.39,58.25,17.14,1.82,2.01
02:14:24.770,0.99,2.23,2.54,2.02,12347.87,58.12,16.95,2.02,2.09
02:14:24.871,0.86,2.11,3.26,2.58,10678.52,53.17,17.07,2.21,2.24
02:14:24.970,0.87,2.08,2.97,2.2,10822.91,54.85,17.01,2.07,2.29
02:14:25.071,1.03,2.34,2.47,2.02,12734.12,57.43,16.93,1.94,1.99
02:14:25.169,1.01,2.19,2.41,1.91,12504.23,60.6,16.66,1.94,2.08
02:14:25.270,0.9,2.25,3.25,2.58,11315.66,52.56,16.85,2.2,2.04
02:14:25.371,0.86,2.13,3.21,2.48,10699.03,52.78,17.03,2.18,2.21
02:14:25.471,0.97,2.08,1.72,1.34,12173.9,61.36,17.0,1.68,2.35
02:14:25.571,1.01,2.32,2.82,2.23,12573.59,57.03,16.87,2.07,1.97
02:14:25.671,0.82,2.09,3.2,2.54,10265.02,51.44,16.95,2.18,2.26
02:14:25.771,0.83,1.95,2.83,2.07,10276.26,55.81,16.77,2.01,2.38
02:14:25.872,1.01,2.05,1.53,1.3,12674.06,64.48,17.09,1.68,2.38
02:14:25.971,0.79,1.99,3.16,2.52,9862.32,52.45,16.77,2.16,2.33
02:14:26.072,0.79,2.01,3.18,2.48,9895.84,51.64,17.0,2.16,2.37
02:14:26.172,0.95,2.02,1.78,1.36,11781.05,61.32,16.88,1.69,2.4
02:14:26.272,0.88,1.96,2.6,2.09,10983.84,59.07,16.83,2.02,2.35
02:14:26.372,0.86,2.16,3.29,2.59,10720.42,52.37,16.9,2.2,2.2
02:14:26.473,0.9,2.11,2.31,1.7,11276.41,55.79,17.05,1.85,2.3
02:14:26.572,0.99,2.1,2.0,1.65,12286.45,61.51,16.79,1.83,2.2
02:14:26.672,0.9,2.22,3.32,2.63,11194.62,53.32,16.87,2.21,2.08
02:14:26.772,0.91,2.25,3.29,2.59,11274.27,52.81,16.94,2.2,2.08
02:14:26.872,0.97,2.3,3.03,2.24,12136.95,55.35,16.78,2.1,1.91
02:14:26.972,1.01,2.05,1.51,1.29,12613.58,64.46,17.07,1.68,2.39
02:14:27.072,0.81,2.11,3.22,2.56,10098.81,50.26,16.9,2.18,2.19
02:14:27.172,0.86,2.12,3.19,2.5,10682.56,53.12,16.83,2.18,2.18
02:14:27.273,0.95,2.06,2.34,1.76,11929.17,60.51,17.17,1.86,2.36
02:14:27.373,1.05,2.37,2.29,1.84,13035.77,58.15,16.79,1.95,1.93
02:14:27.473,0.89,2.23,3.23,2.57,11115.17,52.17,17.08,2.2,2.14
02:14:27.574,0.92,2.28,3.37,2.65,11547.44,53.08,17.16,2.25,2.06
02:14:27.673,0.91,2.14,2.84,2.07,11229.5,55.46,16.59,2.02,2.12
02:14:27.774,0.97,1.98,1.6,1.36,12083.76,64.01,16.74,1.7,2.4
02:14:27.874,0.92,2.34,3.26,2.6,11443.89,51.3,17.03,2.23,2.0
02:14:27.975,0.91,2.22,3.33,2.62,11364.64,53.68,17.24,2.24,2.12
02:14:28.076,0.94,2.38,3.32,2.54,11823.87,51.81,17.11,2.21,1.93
