CPU Cap (W),GPU Cap (W),CPU_E (J),GPU_E (J),Runtime (s)
250,0,13340.17,0,59.26
230,0,13128.32,0,63.41
210,0,12536.44,0,65.53
190,0,12591.47,0,72.68
170,0,14227.47,0,92.92
150,0,16289.58,0,119.38
130,0,18797.51,0,154.89
110,0,16973.49,0,165.6
90,0,15614.65,0,186.1
70,0,22525.21,0,341.88
250,0,12965.87,0,56.8
230,0,12976.59,0,62.14
210,0,12833.21,0,66.02
190,0,-249343.15,0,74.54
170,0,13918.1,0,90.25
150,0,15292.59,0,111.79
130,0,18605.52,0,153.1
110,0,16482.63,0,160.48
90,0,14850.63,0,176.11
70,0,22153.95,0,336.34
250,0,12744.13,0,55.27
230,0,12300.03,0,57.63
210,0,12153.36,0,62.82
190,0,12521.96,0,72.16
170,0,13499.78,0,86.74
150,0,14879.0,0,108.54
130,0,18884.38,0,155.45
110,0,16320.75,0,158.98
90,0,15156.64,0,180.36
70,0,-239667.65,0,341.05
