CPU Cap (W),GPU Cap (W),CPU_E (J),GPU_E (J),Runtime (s)
250,0,5703.86,0,27.2
230,0,5294.79,0,26.64
210,0,5379.43,0,30.41
190,0,5276.16,0,32.76
170,0,5110.73,0,34.53
150,0,4836.37,0,35.68
130,0,5248.68,0,44.1
110,0,4903.85,0,47.81
90,0,5369.24,0,64.27
70,0,-251304.88,0,165.07
250,0,5164.86,0,23.69
230,0,5034.16,0,25.07
210,0,5199.31,0,28.66
190,0,4721.7,0,27.94
170,0,4457.49,0,29.09
150,0,4330.73,0,31.7
130,0,4702.35,0,39.3
110,0,4413.97,0,43.0
90,0,5073.83,0,60.49
70,0,10066.31,0,153.13
250,0,5650.8,0,26.94
230,0,5401.37,0,27.43
210,0,5105.24,0,27.99
190,0,4625.62,0,27.22
170,0,4405.31,0,28.69
150,0,4048.22,0,29.41
130,0,-257545.36,0,38.24
110,0,4454.01,0,43.27
90,0,4830.32,0,57.43
70,0,10936.26,0,166.46
