Time (s),DRAM Power (W),IPC
0.0001,0.00,1.79
0.2344,20.04,1.17
0.5088,23.40,1.06
0.7614,21.59,0.43
1.0727,26.56,3.22
1.3602,24.51,0.75
1.6634,26.14,3.07
1.9440,23.68,2.95
2.2218,23.44,2.00
2.4855,22.52,0.70
2.7844,26.76,0.65
3.0948,28.04,0.85
3.4318,30.42,0.72
3.8137,34.59,0.84
4.1093,26.71,0.85
4.3187,18.80,0.78
4.6002,25.35,0.75
4.7949,17.52,0.87
5.0835,26.01,0.76
5.3697,25.78,0.74
5.6507,25.24,0.63
5.9504,26.88,0.72
6.2537,27.14,0.78
6.5466,26.26,0.77
6.8329,25.61,0.77
7.1280,26.49,1.21
7.4378,27.62,1.15
7.8465,35.23,1.29
8.3019,38.93,1.23
9.2172,77.75,1.13
9.8256,52.13,1.14
10.1562,28.55,0.77
10.6160,41.34,1.13
11.1082,42.11,1.24
11.4087,26.45,0.72
11.8196,36.78,1.25
12.3191,42.88,1.25
12.6202,26.67,0.71
12.9895,33.09,1.26
13.6760,58.55,1.32
13.9969,27.18,1.32
14.2292,19.63,1.24
14.4726,20.56,1.29
14.7348,22.28,1.25
15.3409,51.86,1.25
15.5767,20.39,0.77
16.0072,39.02,1.21
16.4302,36.40,1.13
16.7420,27.11,0.74
17.1558,37.50,1.25
17.8392,58.58,1.22
18.1756,28.70,1.32
18.4926,27.16,1.31
18.7330,20.34,1.29
18.9631,19.68,1.20
19.6593,59.67,1.26
20.1627,45.30,1.25
20.8008,54.98,1.32
21.1289,28.02,1.22
21.4481,27.29,1.20
21.6846,20.22,1.31
22.0046,27.53,1.14
22.6650,56.84,1.35
22.9637,26.88,1.44
23.4043,39.53,1.25
23.9639,47.72,1.21
24.2730,26.50,1.23
24.5775,26.12,1.23
24.8288,21.48,1.33
25.5208,59.48,1.13
25.8345,27.13,0.80
26.2651,38.96,1.25
26.9013,54.75,1.22
27.2114,26.47,1.23
27.4528,20.59,1.31
27.7763,27.70,1.31
28.0926,27.18,1.15
28.6357,46.69,1.13
28.9428,27.19,0.75
29.3140,33.61,1.24
29.9844,57.68,1.24
30.2950,26.49,1.30
30.5491,21.76,1.31
30.8636,26.91,1.31
31.1619,25.53,1.12
31.7032,46.32,1.17
32.0008,26.18,1.30
32.4114,36.52,1.22
33.0913,57.87,1.26
33.4027,26.49,1.18
33.7110,26.22,1.23
33.9569,20.77,1.20
34.6078,55.60,1.14
34.9148,26.37,0.96
35.4065,44.28,1.25
36.0553,55.89,1.28
36.3588,25.80,1.25
36.6049,20.90,1.31
36.8687,22.51,1.25
37.1085,20.49,1.17
37.7724,56.78,1.15
38.0783,26.68,0.75
38.5357,41.05,1.24
39.2601,61.91,1.21
39.5893,28.07,1.24
39.8286,20.31,1.23
40.0647,20.00,1.31
40.3650,25.75,1.18
40.9642,51.03,1.36
41.3799,37.15,1.36
41.6708,25.93,1.23
42.2914,52.53,1.22
42.6064,26.70,1.21
42.8574,21.33,1.30
43.1844,27.77,1.26
43.8356,55.52,1.17
44.1402,26.02,0.92
44.5722,38.83,1.24
45.2402,57.10,1.31
45.5749,28.36,1.32
45.8929,27.02,1.32
46.2035,26.46,1.30
46.7615,47.65,1.13
47.0879,27.91,1.38
47.5310,39.59,1.51
47.8368,27.02,1.24
48.4222,49.41,1.23
48.7356,26.60,1.20
48.9764,20.38,1.31
49.2992,27.42,1.17
49.8868,50.31,1.25
50.1944,26.33,1.15
50.6616,42.06,1.26
