Time (s),DRAM Power (W),IPC
0.0001,0.00,1.43
0.2333,21.96,0.39
0.4589,19.42,0.70
0.7200,22.47,1.07
0.9563,20.01,0.96
1.1788,18.67,1.18
1.4101,19.38,1.20
1.6414,19.35,0.90
1.8772,19.79,1.22
2.1081,19.26,1.06
2.3421,19.86,0.86
2.5761,19.78,1.13
2.8116,20.41,1.18
3.0444,20.18,0.82
3.2832,20.85,0.88
3.5194,20.86,0.88
3.7401,19.70,0.27
3.9763,19.65,0.39
4.2143,19.77,0.55
4.4490,19.42,0.54
4.6785,19.10,2.12
4.9114,19.20,1.24
5.1441,19.28,0.92
5.3791,19.45,0.99
5.6068,18.83,0.90
5.8396,19.29,0.96
6.0712,19.30,0.96
6.3036,19.31,0.91
6.5367,19.39,0.74
6.7689,19.15,0.95
7.0031,19.29,1.30
7.2362,19.27,0.64
7.4694,19.24,1.02
7.7046,19.57,1.12
7.9397,19.43,1.01
8.1687,18.97,0.80
8.4034,19.59,0.76
8.6342,19.34,0.65
8.8668,19.59,1.13
9.1017,19.41,0.85
9.3352,19.31,0.81
9.5679,19.25,0.73
9.8020,19.33,0.97
10.0366,19.42,0.88
10.2673,19.05,0.97
10.4987,19.05,0.94
10.7321,19.22,0.73
10.9635,19.05,1.36
11.1979,19.32,1.25
11.4321,19.34,0.94
11.6646,19.33,1.15
11.9027,19.72,0.84
12.1357,19.34,0.89
12.3721,19.54,1.08
12.6077,19.43,0.83
12.8430,19.40,0.96
13.0754,19.48,1.18
13.3109,19.55,0.78
13.5554,20.35,1.11
13.7994,20.38,1.14
14.0335,19.73,0.87
14.2669,19.42,1.02
14.4996,19.43,0.84
14.7345,19.61,1.24
14.9640,19.13,0.97
15.1927,19.17,1.47
15.4226,19.16,0.73
15.6564,19.37,1.10
15.8911,19.39,1.08
16.1241,19.20,1.00
16.3569,19.20,1.12
16.5906,19.28,1.12
16.8233,19.45,1.04
17.0575,19.41,1.04
17.2930,19.93,1.07
17.5264,19.52,0.82
17.7598,19.47,0.58
17.9933,19.30,0.96
18.2276,19.45,0.74
18.4587,19.27,0.87
18.6898,19.22,0.90
18.9227,19.41,0.91
19.1574,19.75,0.93
19.3994,20.39,0.91
19.6445,20.66,0.74
19.8845,20.13,1.18
20.1172,19.66,1.10
20.3535,20.92,0.62
20.5880,21.82,1.21
20.8247,21.51,1.50
21.0591,22.56,0.42
21.2897,21.12,0.43
21.5206,22.88,0.42
21.7557,21.06,0.55
21.9875,24.51,0.54
22.2116,22.34,1.08
22.4307,19.57,1.03
22.5810,13.36,1.29
22.8074,20.15,0.99
23.0335,23.17,0.73
23.2613,29.08,0.76
23.4817,19.69,1.07
23.7097,20.42,0.96
23.9393,20.45,0.80
24.1710,20.67,0.86
24.3997,20.39,0.92
24.6320,20.55,0.81
24.8669,24.87,0.65
25.1019,29.98,1.18
25.3335,30.31,0.30
25.5706,22.89,1.02
25.8066,21.08,1.11
26.0481,21.61,1.29
26.2750,20.07,0.84
26.5081,20.59,0.86
26.7412,20.59,1.10
26.9728,20.43,0.74
27.2058,20.54,0.99
27.4390,20.57,0.95
27.6713,20.60,0.76
27.9073,20.88,0.94
28.1391,20.50,1.04
28.3694,20.30,0.82
28.6044,20.66,0.78
28.8375,20.29,0.87
29.0790,28.07,0.97
29.3063,27.82,1.05
29.5253,19.04,0.61
29.7531,19.83,0.87
29.9823,20.21,0.72
30.2075,19.43,0.96
30.4347,19.67,0.72
30.6692,20.35,0.56
30.8986,19.90,0.61
31.1342,20.37,0.88
31.3859,21.84,0.75
31.6314,21.05,1.01
31.8765,20.98,0.74
