Time (s),DRAM Power (W),IPC
0.0001,0.00,0.78
0.2323,19.96,1.08
0.4404,17.68,1.31
0.6660,19.17,0.68
0.9008,19.64,1.03
1.1283,19.68,0.54
1.3620,20.34,1.14
1.5887,20.45,0.98
1.8138,20.04,0.81
2.0460,20.48,0.79
2.2806,20.59,0.94
2.5153,21.61,0.87
2.7475,21.08,1.37
2.9808,21.08,0.93
3.2172,21.28,1.16
3.4503,21.10,1.05
3.6825,20.95,0.99
3.9095,20.45,1.17
4.1435,21.12,1.01
4.3771,20.58,0.84
4.6142,20.02,1.27
4.8496,19.74,0.95
5.0819,19.49,1.03
5.3183,19.87,1.08
5.5536,19.89,0.98
5.7870,19.64,0.82
6.0243,19.87,1.32
6.2526,19.17,0.96
6.4871,19.89,0.85
6.7202,19.64,1.35
6.9515,19.52,0.93
7.1870,19.73,1.08
7.4203,19.69,1.37
7.6539,19.66,1.07
7.8896,19.81,0.95
8.1231,19.49,1.36
8.3555,19.49,0.95
8.5874,19.54,0.96
8.8260,20.11,1.36
9.0577,19.48,0.97
9.2925,19.70,0.92
9.5269,19.80,1.19
9.7626,19.89,0.97
9.9973,19.84,0.95
10.2306,19.65,1.45
10.4645,19.71,0.98
10.6939,19.40,1.02
10.8442,12.63,0.89
11.0728,19.29,1.17
11.3067,19.63,1.31
11.5380,19.43,1.24
11.7683,19.41,0.94
12.0032,19.73,0.92
12.2343,19.41,0.93
12.4675,19.60,1.18
12.7018,19.61,0.72
12.9351,19.72,0.97
13.1681,19.53,0.93
13.4001,19.54,0.78
13.6296,19.25,1.13
13.8611,19.46,0.93
14.0915,19.34,0.95
14.3243,19.54,1.86
14.5558,19.50,1.02
14.7888,19.59,0.89
15.0221,19.77,1.24
15.2522,19.29,1.05
15.4821,19.39,0.86
15.7158,19.64,1.35
15.9484,19.69,1.29
16.1820,19.63,0.95
16.4174,19.79,0.85
16.6530,19.80,1.06
16.8903,19.97,0.91
17.1242,19.70,1.35
17.3554,19.47,0.88
17.5879,19.59,1.01
17.8222,19.68,1.22
18.0571,19.77,1.06
18.2886,19.52,0.89
18.5201,19.59,1.25
18.7556,19.80,0.98
18.9886,19.56,1.14
19.2238,19.82,1.29
19.4580,19.77,1.09
19.6901,19.58,0.99
19.9222,19.58,0.89
20.1500,19.16,1.25
20.3830,19.64,1.04
20.6171,19.74,1.03
20.8502,19.67,1.23
21.0825,19.56,1.00
21.3163,19.75,1.10
21.5489,19.58,0.96
21.7831,19.65,1.18
22.0161,19.64,0.98
22.2505,19.64,1.25
22.4855,19.73,0.70
22.7185,19.62,1.03
22.9507,19.42,0.99
23.1831,19.50,1.31
23.4151,19.40,0.98
23.6477,19.51,1.00
23.8802,19.50,0.98
24.1140,19.61,0.88
24.3463,19.60,0.93
24.5785,19.60,0.99
24.8149,19.80,1.35
25.0496,19.76,1.24
25.2843,19.63,0.97
25.5187,19.79,0.95
25.7541,19.83,1.00
25.9867,19.50,0.93
26.2185,19.38,1.39
26.4519,19.65,1.01
26.6857,19.54,0.98
26.9167,19.49,0.89
27.1473,19.34,1.04
27.3843,19.81,0.91
27.6180,19.64,0.89
27.8498,19.44,1.33
28.0820,19.54,0.98
28.3148,19.69,0.89
28.5482,19.61,1.19
28.7800,19.46,0.86
29.0115,19.46,0.91
29.2430,19.49,1.19
29.4774,19.69,0.82
29.7101,19.56,0.89
29.9443,19.70,1.37
30.1790,19.77,1.24
30.4103,19.41,0.89
30.6513,20.28,1.00
30.8872,19.76,1.05
31.1207,19.58,0.92
31.3520,19.42,1.17
31.5864,19.71,1.20
31.8163,19.20,0.90
32.0461,19.38,1.21
32.2781,19.50,0.91
32.5131,19.77,1.13
32.7441,19.38,1.13
32.9806,19.90,1.09
33.2158,19.67,0.94
33.4503,19.72,1.07
