Time (s),DRAM Power (W),IPC
0.0001,0.00,0.92
0.2251,19.65,1.06
0.4455,18.86,1.22
0.6663,19.06,1.01
0.8909,19.29,1.00
1.1213,19.64,0.88
1.3481,19.81,1.42
1.5766,20.07,0.92
1.8023,19.94,0.82
2.0321,20.28,1.28
2.2648,20.50,1.19
2.4965,20.49,0.90
2.7292,20.51,1.03
2.9578,20.12,1.13
3.1872,20.10,1.23
3.4151,19.94,1.12
3.6420,19.81,0.99
3.8737,20.33,0.91
4.1047,20.29,0.90
4.3363,20.26,0.94
4.5694,20.34,1.23
4.7972,19.38,1.05
5.0218,20.02,1.07
5.2514,21.76,1.03
5.4805,22.81,1.24
5.7051,22.25,0.89
5.9336,19.86,1.19
6.1624,19.47,1.38
