Time (s),DRAM Power (W),IPC
0.0001,0.00,1.40
0.2152,18.75,0.90
0.4214,17.40,1.53
0.6170,16.65,1.04
0.8373,18.76,0.94
1.0666,19.40,0.95
1.2920,19.20,0.83
1.5185,19.10,0.50
1.7473,19.31,1.57
1.9761,19.26,1.02
2.2092,19.68,1.19
2.4418,20.62,1.25
2.6713,21.29,1.44
2.8972,20.84,0.93
3.1270,21.20,0.83
3.3578,21.30,1.09
3.5844,20.99,0.86
3.8113,21.04,0.86
4.0397,21.15,1.64
4.2701,21.35,1.13
4.4969,20.96,1.11
4.7261,21.18,1.17
4.9558,21.18,0.96
5.1867,21.29,1.01
5.4169,21.25,0.89
5.6429,20.87,1.22
5.8709,21.65,1.00
6.0989,24.24,1.20
6.3250,24.04,1.59
6.5473,21.01,1.15
6.7731,19.75,1.17
6.9234,12.64,1.42
7.1459,19.39,1.29
7.3720,19.80,1.21
7.5987,19.85,0.86
7.8298,20.30,1.11
8.0550,19.76,1.26
8.2823,19.74,0.84
8.5099,20.56,1.26
8.7385,21.83,1.18
8.9622,20.75,1.34
9.1831,20.05,0.91
9.4084,20.42,1.02
9.6295,20.15,1.43
9.8528,19.56,1.61
10.0788,19.76,1.04
10.3067,19.87,1.06
10.5325,19.61,1.04
10.7653,19.88,1.24
10.9962,21.03,0.95
11.2285,21.15,1.42
11.4641,21.77,0.90
11.6996,21.39,1.10
11.9317,21.72,1.00
12.1688,21.58,1.10
12.4050,21.87,0.80
12.6407,21.58,0.92
12.8786,21.88,1.06
13.1138,21.76,0.92
13.3507,21.63,1.15
13.5846,21.86,0.80
13.8176,21.14,0.84
14.0514,21.84,1.25
14.2878,21.56,1.04
14.5191,21.40,0.99
14.7537,21.67,0.94
14.9869,21.47,1.08
15.2216,21.28,1.03
15.4592,20.15,1.03
15.6096,12.70,0.81
15.8389,19.71,1.62
16.0763,20.34,0.95
16.3082,20.95,0.94
16.5390,22.20,2.08
16.7667,21.78,1.90
17.0032,22.09,0.92
17.2407,22.41,0.97
17.4779,22.06,0.56
17.7153,22.88,0.89
17.9511,21.97,0.90
18.1842,22.44,1.01
18.4155,21.62,1.81
18.6507,22.54,1.05
18.8861,22.30,1.01
19.1205,22.28,0.83
19.3533,22.35,1.15
19.5836,21.72,0.71
19.8198,22.94,0.81
20.0586,22.37,1.73
20.2971,23.31,0.95
20.5323,22.05,0.90
20.7692,22.76,1.25
21.0045,22.36,1.72
21.2398,21.14,0.24
21.4728,19.65,0.76
21.7073,19.93,1.09
21.9398,20.22,1.37
22.1726,20.70,1.26
22.4047,21.99,1.12
22.6412,23.08,1.24
22.8770,21.97,0.94
23.1158,22.37,0.96
23.3535,21.58,1.50
23.5920,22.21,0.80
23.8282,21.55,0.82
24.0613,21.63,1.35
24.2958,21.41,0.86
24.5302,21.71,1.18
24.7648,21.60,0.85
24.9986,21.43,0.90
25.2331,21.68,0.88
25.4684,21.38,1.29
25.7016,21.84,0.92
25.9394,21.71,0.64
26.1786,22.32,1.20
26.4137,21.38,0.97
26.6468,21.74,1.10
26.8783,21.23,1.16
27.1157,20.91,0.84
27.3476,19.70,1.10
27.5805,19.70,0.98
27.8160,20.56,1.00
28.0551,20.63,1.37
28.2806,19.52,1.26
28.5113,19.99,0.96
28.7464,19.88,1.39
28.9773,19.65,1.15
29.2127,20.72,0.94
29.4484,20.35,1.00
29.6811,19.87,1.10
