Time (s),DRAM Power (W),IPC
0.0001,0.00,1.82
0.2213,19.14,1.02
0.5121,25.02,1.27
0.7630,21.66,0.48
1.0427,24.04,2.79
1.3296,24.99,1.46
1.6288,26.33,1.68
1.9233,25.72,1.60
2.1941,23.69,1.52
2.4896,25.56,1.60
2.7679,24.11,1.58
2.9833,18.72,1.63
3.1997,18.90,1.43
3.4947,27.25,1.45
3.7736,25.19,1.33
4.0734,26.78,1.91
4.3595,25.74,0.49
4.6387,24.52,0.50
4.8348,17.34,0.62
5.1188,25.17,0.93
5.4065,26.18,1.85
5.6781,27.09,1.53
5.9469,25.88,1.99
6.2424,29.58,1.53
6.5298,27.71,1.93
6.7457,21.76,1.97
6.9458,20.00,0.84
7.2169,24.69,2.25
7.4814,23.70,1.22
7.7468,25.40,1.03
8.0353,27.94,1.08
8.3135,27.04,1.29
8.5857,26.93,0.96
8.8785,28.27,1.10
9.1663,27.72,1.94
9.4452,26.77,1.49
9.7307,27.53,0.50
10.0197,27.43,1.03
10.3225,29.24,1.07
10.6175,28.30,1.24
10.9111,28.10,1.81
11.2071,28.35,1.65
11.4901,26.83,0.73
11.7878,28.50,0.84
12.0719,27.44,0.98
12.3486,27.02,0.93
12.6366,28.01,1.18
12.9296,28.27,2.28
13.2120,26.92,1.79
13.4983,27.33,1.07
13.7903,27.75,1.21
14.0738,26.92,0.87
14.3536,25.68,2.16
14.6375,26.24,1.28
14.9305,27.89,1.04
15.2235,28.25,1.28
15.5264,30.04,0.90
15.7960,25.66,1.37
16.0870,29.09,1.21
16.3529,26.36,1.28
16.6434,28.41,0.93
16.9279,28.22,0.54
17.2199,28.15,0.96
17.5317,30.03,1.07
17.8243,28.14,0.95
18.1047,27.24,1.13
18.3884,27.19,1.22
18.7131,32.04,0.88
18.9972,27.28,1.25
19.2097,21.03,1.41
19.4925,28.18,1.22
19.7637,26.94,1.30
20.0335,26.32,1.01
20.3114,26.70,1.54
20.5766,24.62,2.61
20.8821,28.07,1.36
21.1549,26.90,1.29
21.4232,26.26,1.08
21.7162,28.54,1.32
21.9965,27.65,1.03
22.3014,29.69,1.03
22.6017,29.18,1.27
22.8714,26.63,1.03
23.1567,27.87,1.39
23.4493,28.74,1.13
23.7544,30.49,0.54
24.0354,26.96,1.09
24.2386,20.36,1.30
24.5207,27.86,1.19
24.8011,28.00,1.97
25.0775,27.41,1.11
25.3651,27.43,0.65
25.6689,29.24,1.00
25.9529,27.60,1.04
26.2553,29.31,0.97
26.5440,27.58,1.24
26.8358,27.33,2.03
27.1061,24.59,0.86
27.3793,26.26,1.28
27.6571,27.45,0.92
27.9557,28.94,0.97
28.2469,28.15,1.18
28.5411,28.07,1.78
28.8280,27.27,1.21
29.1176,27.93,0.82
29.4218,29.35,0.69
29.7124,28.00,1.21
29.9928,27.87,0.83
30.2734,26.89,1.15
30.5530,27.52,1.90
30.8267,27.13,1.24
31.1179,28.11,0.85
31.4230,29.54,0.66
31.7173,28.45,0.99
31.9968,27.42,0.73
32.2903,28.37,1.22
32.5666,27.53,0.72
32.8563,27.89,2.21
33.1382,27.20,0.85
33.4237,26.98,1.93
33.7194,27.29,1.39
34.0464,31.05,1.35
34.3500,29.48,1.98
34.6533,30.42,1.44
34.9445,28.93,0.96
35.2466,29.13,1.03
35.5241,26.66,1.85
35.8039,26.83,1.86
36.1042,29.24,2.01
36.4054,28.74,1.90
36.6808,27.40,1.86
36.8910,19.97,0.83
37.1741,27.41,1.08
37.4533,27.69,1.91
37.7583,30.42,1.88
38.0559,28.45,1.98
38.2617,19.88,0.99
38.5406,27.73,1.82
38.8302,28.90,1.92
39.1064,27.50,1.15
39.3828,25.26,0.70
39.6738,27.02,2.33
39.9423,25.22,1.69
40.2315,27.94,1.83
40.5071,27.58,1.81
40.8176,30.03,2.02
41.1141,28.56,1.98
41.3905,27.53,1.71
41.6693,26.96,1.92
41.9505,28.15,1.39
42.2643,30.86,0.88
42.5612,28.72,1.22
42.8314,26.79,1.25
43.0456,21.35,1.36
43.3243,27.60,1.28
43.5915,26.27,0.94
43.8766,28.17,0.71
44.1733,28.63,1.01
44.4612,27.87,0.94
44.7411,27.18,1.01
45.0311,27.62,1.68
45.3515,31.05,1.15
45.6502,27.27,1.46
45.9293,26.23,1.34
46.2188,27.84,1.27
46.4259,20.60,1.32
46.6441,21.54,1.60
46.9197,27.68,1.30
47.1999,27.81,1.29
47.4728,26.90,0.98
47.7564,27.37,1.41
48.0399,26.98,2.19
48.3382,28.63,1.76
48.6278,27.79,1.14
48.9138,27.48,0.81
49.2151,29.04,0.79
49.4990,27.38,1.02
49.7808,27.32,0.96
50.0711,28.11,0.88
50.3560,27.64,1.44
50.6428,26.84,1.69
50.9425,28.72,1.26
51.2297,27.69,0.73
51.5265,28.60,0.60
51.8152,27.92,1.09
52.1012,27.20,0.92
52.3792,25.51,2.41
52.6636,26.01,1.29
52.9391,27.01,1.08
53.2465,29.82,1.22
53.5514,29.88,1.02
53.8342,28.06,1.18
54.1362,29.21,1.38
54.4172,27.91,1.10
54.7116,28.45,0.73
54.9971,27.56,0.66
55.2824,27.61,0.99
55.5875,29.58,1.03
55.8864,29.03,1.31
56.1694,27.88,1.02
56.4549,27.82,1.32
56.7385,27.89,0.97
57.0082,26.73,0.90
57.2939,27.75,1.02
57.5839,28.10,0.99
57.8795,28.77,1.01
58.1636,27.58,1.56
58.4473,27.35,1.14
58.7492,27.69,0.73
59.0436,27.32,2.24
59.3277,25.88,0.56
59.6105,26.66,1.03
59.8965,28.30,0.71
60.1826,27.67,1.03
60.4643,27.40,0.95
60.7827,30.70,0.93
61.0677,27.72,1.29
61.3597,28.63,1.03
61.6547,29.36,0.70
61.9554,29.23,1.08
62.2315,27.60,0.67
62.5225,28.27,1.42
62.8004,27.71,0.59
63.0932,27.55,1.27
63.3803,28.53,1.02
63.6483,26.68,0.85
63.9299,27.31,1.05
64.2156,27.83,1.02
64.5147,29.17,0.94
64.8098,28.79,1.30
65.0829,26.74,0.93
65.4035,29.66,1.37
65.6881,26.34,0.93
65.9764,27.89,1.07
66.2555,27.85,0.86
66.5559,29.12,0.90
66.8741,30.66,0.89
67.1537,27.29,1.25
67.4303,27.62,1.26
67.7065,27.26,0.99
68.0191,30.39,0.96
68.3159,28.88,1.26
68.6020,28.28,1.03
68.8908,28.20,1.32
69.1602,26.50,1.04
69.4430,28.03,1.21
69.7213,27.76,0.77
69.9997,26.89,0.73
70.2907,28.06,0.98
70.5901,29.11,0.93
70.8832,28.50,0.99
71.1880,29.66,0.97
71.4773,27.79,1.29
71.7668,27.18,1.58
72.0476,25.78,0.96
72.3480,29.08,0.95
72.6522,30.27,0.69
72.9454,28.38,1.07
73.2378,29.31,2.05
73.5067,26.74,1.07
73.8100,29.15,1.81
74.0748,26.39,1.14
74.3632,27.94,2.00
74.6545,29.13,2.03
74.9584,29.36,1.58
75.2509,28.22,0.96
75.5385,27.78,0.66
75.8317,28.42,0.67
76.1260,28.44,1.09
76.4158,28.38,1.00
76.7106,28.55,0.92
77.0126,29.33,1.03
77.3053,28.44,1.39
77.5716,25.66,1.73
77.8725,29.23,1.49
78.1587,26.95,0.65
78.4312,25.38,1.90
78.7107,26.76,1.36
78.9877,27.77,1.29
79.2669,27.67,1.00
79.5698,29.39,0.95
79.8513,27.51,1.28
80.1249,27.31,1.35
80.4024,27.50,1.04
80.7100,29.83,1.11
81.0113,29.48,1.39
81.2728,25.81,1.04
81.5593,27.99,1.30
81.8337,27.24,1.07
82.1081,27.26,0.98
82.4267,30.81,1.02
82.7141,27.84,1.18
82.9850,26.58,1.37
83.2554,26.62,1.05
83.5418,27.83,0.88
83.8308,28.10,0.98
84.1224,28.06,1.08
84.4100,26.34,0.84
84.7043,27.25,1.60
85.0099,29.38,0.89
85.3049,28.67,1.23
85.5945,28.62,1.06
85.8947,28.99,1.00
86.1891,28.55,0.90
86.4813,28.27,1.07
86.7662,27.46,1.59
87.0692,29.06,1.74
87.3412,26.32,2.20
87.6104,26.67,1.60
87.8793,26.55,1.08
88.1824,29.07,1.57
88.4824,28.96,1.71
88.7585,27.40,1.35
89.0428,27.19,1.60
89.3247,28.02,1.20
89.6281,29.86,1.01
89.8969,26.22,1.37
90.1893,28.70,2.03
90.4747,27.55,0.89
90.7633,27.36,2.19
91.0457,25.79,1.38
91.3308,27.48,2.20
91.6312,29.96,2.04
91.9130,26.81,1.09
92.1990,27.52,1.82
92.4684,26.69,1.13
92.7625,28.44,2.06
93.0552,29.19,1.86
93.3383,27.26,1.07
93.6233,27.53,1.91
93.9108,28.57,1.56
94.2139,29.07,1.08
94.4967,27.15,0.87
94.8032,29.65,1.55
95.0790,27.29,1.07
95.3722,28.23,0.59
95.6659,28.24,0.68
95.9565,28.00,1.06
96.2500,28.42,0.97
96.5373,27.62,0.99
96.8137,26.39,1.11
97.1035,26.28,1.20
97.3779,25.74,1.08
97.6735,27.86,1.75
97.9549,27.11,1.67
98.2387,28.31,1.36
98.5185,26.86,2.08
98.8126,28.38,1.73
99.0862,26.31,1.02
99.3984,30.33,1.96
99.6869,28.87,2.01
99.9480,25.82,1.91
100.2308,27.22,1.63
