time,utilization
0.00,0.00
0.30,17.54
0.59,1.50
0.92,1.46
1.22,1.03
1.54,1.03
1.85,1.01
2.16,1.03
2.47,1.00
2.80,1.01
3.10,1.00
3.41,1.01
3.72,1.07
4.01,1.12
4.31,1.05
4.61,1.06
4.92,1.08
5.22,0.97
5.53,1.05
5.84,1.06
6.15,1.06
6.44,1.05
6.73,1.04
7.08,1.07
7.39,1.06
7.69,1.08
8.00,1.03
8.31,1.04
8.60,1.00
8.91,1.05
9.23,1.12
9.55,1.02
9.86,1.10
10.18,1.08
10.50,1.13
10.80,1.04
11.12,1.04
11.44,0.99
11.75,1.07
12.07,1.12
12.37,1.09
12.68,1.06
12.99,1.07
13.35,1.03
13.66,1.05
13.99,1.04
14.29,1.14
14.61,1.10
14.94,1.23
15.27,1.10
15.62,1.01
15.94,1.02
16.26,1.05
16.56,0.98
16.87,1.05
17.18,1.06
17.50,1.03
17.82,1.03
18.15,1.04
18.44,1.15
18.74,1.14
19.07,1.00
19.38,1.07
19.70,0.99
20.02,0.99
20.35,0.96
20.65,1.02
20.95,1.05
21.25,1.05
21.56,1.06
21.90,1.05
22.24,1.05
22.58,1.02
22.89,1.04
23.18,0.98
23.49,1.08
23.80,1.04
24.12,1.03
24.43,1.02
24.74,1.07
25.05,1.08
25.39,1.02
25.71,1.13
26.01,1.04
26.32,0.99
26.65,1.02
26.97,1.08
27.28,0.99
27.59,1.06
27.89,1.04
28.21,1.04
28.51,1.12
28.83,1.10
29.18,1.00
29.47,1.01
29.79,1.02
30.09,0.92
30.40,1.00
30.73,1.03
31.04,0.97
31.35,1.04
31.66,1.06
31.98,1.03
32.30,0.99
32.61,1.04
32.92,1.05
33.23,1.08
33.54,1.05
33.84,1.07
34.14,0.98
34.46,1.04
34.76,1.02
35.07,1.11
35.38,1.09
35.70,1.10
36.02,1.01
36.32,1.00
36.61,1.02
36.92,1.06
37.25,1.03
37.57,1.05
37.90,1.04
38.20,1.04
38.52,1.03
38.82,1.06
39.12,1.04
39.43,1.09
39.72,1.06
40.04,0.97
40.35,0.99
40.68,0.96
40.95,1.08
41.25,1.06
41.57,1.09
41.88,1.06
42.20,1.06
42.51,1.00
42.81,1.08
43.11,1.09
43.41,1.17
43.73,1.01
44.04,0.98
44.36,1.05
44.68,0.99
44.98,1.09
45.29,1.03
45.63,1.06
45.95,1.03
46.26,1.10
46.55,0.97
46.83,1.08
47.11,1.09
47.40,1.00
47.70,1.03
47.98,1.05
