time,utilization
0.00,0.00
0.32,16.21
0.63,1.46
0.97,1.30
1.29,1.01
1.60,1.02
1.93,1.04
2.26,1.10
2.58,1.06
2.91,1.04
3.25,1.02
3.55,1.00
3.87,1.10
4.18,1.01
4.49,1.02
4.82,1.05
5.14,1.05
5.45,1.00
5.78,1.06
6.08,1.00
6.40,1.03
6.71,0.95
7.03,1.00
7.33,1.06
7.63,1.06
7.92,1.03
8.23,1.01
8.52,1.04
8.81,1.06
9.12,1.04
9.43,1.03
9.73,1.09
10.05,1.06
10.36,1.09
10.66,1.13
10.94,1.05
11.25,1.04
11.55,1.06
11.86,1.03
12.17,1.02
12.48,1.02
12.78,1.10
13.08,1.04
13.38,1.02
13.70,1.02
14.01,1.10
14.30,1.06
14.62,1.02
14.92,0.98
15.23,0.97
15.54,1.09
15.84,1.04
16.12,1.05
16.42,1.06
16.77,1.04
17.07,1.03
17.38,1.03
17.67,1.08
17.96,1.01
18.27,0.99
18.58,1.02
18.90,1.12
19.21,1.04
19.52,1.09
19.81,1.03
20.12,1.01
20.43,1.00
20.74,1.09
21.04,1.04
21.33,1.08
21.65,1.12
21.95,1.03
22.27,1.05
22.58,1.03
22.89,1.12
23.23,0.99
23.52,1.11
23.81,1.18
24.11,0.95
24.41,1.01
24.69,1.06
25.02,1.13
25.31,1.02
25.61,1.07
25.91,1.00
26.22,1.03
26.52,1.11
