time,utilization
0.00,0.00
0.29,17.90
0.59,1.50
0.88,1.44
1.19,0.93
1.50,1.01
1.80,1.00
2.11,0.96
2.43,0.97
2.74,1.04
3.05,1.01
3.33,1.07
3.64,1.01
3.96,1.12
4.27,1.06
4.57,1.03
4.88,1.01
5.19,1.00
5.49,1.09
5.79,1.09
6.09,1.09
6.38,1.08
6.70,1.06
7.01,1.06
7.30,1.01
7.61,1.09
7.92,1.08
8.23,1.08
8.53,1.02
8.82,1.07
9.11,1.00
9.41,1.11
9.70,1.06
10.00,1.00
10.31,1.11
10.60,1.10
10.91,1.01
11.22,1.04
11.54,1.04
11.84,1.11
12.14,1.00
12.45,1.03
12.75,1.08
13.06,1.03
13.37,1.04
13.70,1.12
14.00,1.05
14.29,1.05
14.60,1.03
14.91,1.00
15.21,1.03
15.52,1.03
15.83,1.05
16.14,1.09
16.46,1.04
16.78,1.05
17.08,1.02
17.38,1.08
17.67,1.04
18.00,1.02
18.31,1.04
18.65,1.12
18.96,1.05
19.28,1.01
19.59,1.06
19.90,1.12
20.21,1.06
20.51,1.05
20.81,1.05
21.13,0.99
21.43,0.99
21.72,1.13
22.06,1.05
22.36,1.10
22.66,1.05
22.97,1.11
23.30,1.03
23.62,1.06
23.93,0.96
24.24,1.02
24.54,1.04
24.84,1.10
25.17,1.01
25.49,1.04
25.95,0.98
26.27,1.00
26.56,1.03
26.89,1.05
27.20,0.99
27.52,1.06
27.83,1.04
28.15,0.99
28.45,1.08
28.75,1.06
29.06,1.02
29.37,1.00
29.68,1.04
30.01,1.06
30.33,1.07
30.66,1.03
30.98,1.04
31.30,0.92
31.62,1.03
31.93,1.08
32.24,1.03
32.55,1.10
32.88,1.03
33.19,1.05
33.48,0.97
