time,utilization
0.00,0.00
0.30,17.37
0.59,1.35
0.90,1.44
1.20,1.11
1.52,1.03
1.83,0.94
2.12,1.01
2.44,1.03
2.78,1.04
3.08,1.01
3.39,1.02
3.70,1.03
4.02,1.01
4.34,0.98
4.65,1.07
4.94,1.02
5.27,1.04
5.57,1.13
5.89,1.05
6.21,1.01
6.51,1.09
6.81,1.12
7.11,0.99
7.42,1.04
7.72,1.04
8.03,0.95
8.33,1.06
8.63,1.01
8.93,1.07
9.26,1.00
9.58,1.04
9.88,1.02
10.20,1.05
10.51,1.00
10.82,1.04
11.14,1.06
11.46,0.99
11.78,1.07
12.08,1.00
12.42,1.07
12.73,1.03
13.05,1.01
13.36,1.04
13.67,1.06
13.98,1.02
14.29,1.11
14.60,1.05
14.93,1.06
15.24,1.01
15.53,1.05
15.84,1.02
16.14,1.07
16.44,0.99
16.74,1.00
17.05,1.11
17.37,1.16
17.70,1.00
18.02,0.97
18.32,1.05
18.62,1.06
18.93,1.15
19.24,1.02
19.54,0.99
19.86,1.06
20.16,1.11
20.47,1.04
20.78,0.99
21.09,1.02
21.39,0.96
21.70,1.13
22.01,1.02
22.32,1.02
22.62,1.01
22.92,0.96
23.22,1.06
23.54,1.01
23.83,1.06
24.15,1.08
24.46,1.09
24.75,1.13
25.07,1.04
25.36,0.97
25.67,1.02
26.00,1.03
26.33,1.02
26.65,0.99
26.98,1.05
27.29,1.05
27.59,1.04
27.91,1.03
28.22,1.11
28.54,1.06
28.89,1.01
29.18,1.03
29.51,1.04
29.82,1.05
30.13,1.07
30.41,1.00
30.72,1.03
31.05,1.01
31.36,0.99
31.66,0.96
31.95,1.13
32.25,1.00
32.56,1.04
32.88,1.01
33.18,1.04
33.48,1.07
33.80,1.13
34.11,1.05
34.42,1.01
34.71,1.08
35.03,1.02
35.35,1.00
35.65,1.04
35.94,1.04
36.26,1.04
36.58,1.06
36.87,1.07
37.19,1.02
37.50,1.03
37.84,1.05
38.13,0.99
38.45,1.02
38.80,0.95
39.11,1.10
39.44,1.00
39.75,1.12
40.07,1.04
40.38,1.17
40.68,1.04
40.98,1.10
41.28,1.05
41.63,1.02
41.94,1.02
42.23,1.03
42.55,1.01
42.86,1.08
43.16,1.01
43.48,1.02
43.80,1.09
44.09,1.03
44.41,0.99
44.74,1.05
45.05,1.04
45.36,1.07
45.66,1.00
45.96,1.05
46.27,1.01
46.60,0.97
46.91,1.01
47.23,1.06
47.56,1.01
47.88,1.07
48.20,1.02
48.52,0.94
48.82,1.08
49.12,1.09
49.47,0.99
49.79,1.04
50.10,1.03
50.41,1.01
50.71,1.14
51.01,0.99
51.31,1.08
51.61,1.02
51.91,1.02
52.21,1.03
52.51,1.06
52.82,1.05
53.12,1.07
53.43,0.98
53.77,1.02
54.08,1.07
54.39,1.02
54.68,1.03
55.00,1.05
55.31,1.03
55.62,1.06
55.93,1.13
56.23,1.13
56.54,1.02
56.86,1.06
57.18,1.02
57.54,1.02
57.87,1.03
58.20,1.04
58.53,1.04
58.86,1.11
59.17,0.95
59.49,0.98
59.80,1.02
60.09,1.10
60.42,1.04
60.73,1.12
61.05,1.08
61.36,1.03
61.66,0.96
61.98,1.04
62.26,1.02
62.56,1.04
62.89,1.03
63.18,1.07
63.53,1.09
63.84,1.08
64.15,0.98
64.47,1.04
64.78,1.11
65.08,1.01
65.38,1.10
65.68,1.08
65.98,1.08
66.30,0.97
66.62,1.05
66.93,1.00
67.23,1.07
67.54,1.07
67.89,0.99
68.21,1.07
68.52,1.07
68.84,0.98
69.15,1.03
69.45,1.03
69.76,1.07
70.07,1.02
70.40,1.09
70.72,1.10
71.02,1.05
71.34,1.05
71.64,1.20
71.95,1.01
72.27,0.99
72.56,1.03
72.90,1.05
73.21,1.09
73.52,1.09
73.85,1.02
74.19,1.01
74.50,1.01
74.81,1.02
75.11,1.00
75.44,1.03
75.75,0.99
76.05,1.08
76.35,1.02
76.65,1.00
76.97,1.04
77.28,1.08
77.59,1.02
77.90,1.03
78.20,1.05
78.53,0.96
78.84,1.05
79.17,1.05
79.51,1.03
79.87,1.01
80.21,1.08
80.55,1.03
80.87,1.05
81.19,1.09
81.52,1.08
81.84,1.05
82.15,1.03
82.48,1.09
82.79,1.09
83.08,1.12
83.40,1.00
83.70,0.98
84.00,1.04
84.31,1.08
84.66,0.97
84.97,1.05
85.29,1.00
85.59,1.07
85.90,1.11
86.21,0.99
86.52,1.01
86.81,1.10
87.13,1.06
87.44,0.98
87.76,1.02
88.10,1.06
88.41,1.02
88.72,1.04
89.01,1.09
89.31,1.11
89.64,1.01
89.93,1.09
90.25,1.02
90.58,1.04
90.89,1.06
91.19,1.05
91.49,1.02
91.79,1.13
92.11,1.05
92.40,1.00
92.71,0.95
93.04,1.01
93.36,1.00
93.67,1.03
93.96,1.07
94.27,1.06
94.57,1.09
94.87,0.98
95.20,1.09
95.51,0.99
95.80,1.09
96.12,1.03
96.43,1.04
96.72,1.01
97.03,1.08
97.35,1.04
97.64,1.10
97.95,1.12
98.26,0.93
98.57,1.02
98.87,1.07
99.17,1.08
99.50,1.05
99.81,1.13
100.11,1.07
100.42,1.17
100.73,1.08
101.04,1.08
