time,utilization
0.00,0.00
0.32,16.44
0.64,1.45
0.94,1.37
1.25,1.03
1.56,0.99
1.87,1.06
2.18,1.13
2.48,1.09
2.78,1.07
3.10,1.05
3.41,1.05
3.71,0.99
4.02,1.05
4.33,1.08
4.64,1.04
4.95,1.02
5.25,1.03
5.59,1.00
5.91,1.09
6.20,1.14
6.51,1.06
6.84,1.08
7.16,1.09
7.47,1.02
7.77,0.99
8.07,1.00
8.42,1.01
8.72,1.00
9.10,1.02
9.39,1.04
9.70,0.99
10.00,1.02
10.30,1.01
10.60,1.05
10.90,1.07
11.21,0.96
11.52,1.08
11.81,1.08
12.11,1.15
12.41,1.04
12.72,1.09
13.03,0.97
13.33,1.03
13.63,1.06
13.92,0.99
14.23,1.06
14.56,1.08
14.85,1.09
15.15,1.03
15.48,1.02
15.78,1.11
16.13,1.08
16.48,0.98
16.79,1.01
17.09,0.95
17.38,1.03
17.69,0.99
18.00,1.05
18.31,1.04
18.63,0.98
18.91,1.05
19.24,0.98
19.55,1.07
19.85,1.04
20.16,0.99
20.46,1.07
20.78,1.08
21.10,1.00
21.40,1.04
21.72,1.03
22.02,1.00
22.31,1.11
22.64,1.05
22.95,1.12
23.24,1.09
23.55,0.97
23.86,1.05
24.15,0.96
24.47,1.09
24.78,1.09
25.10,0.99
25.44,1.03
25.74,1.01
26.03,1.08
26.33,1.06
26.63,1.00
26.95,1.06
27.29,1.04
27.60,1.04
27.91,1.05
28.22,1.00
28.51,1.05
28.81,1.12
29.12,1.02
29.43,1.01
29.73,1.01
30.05,1.03
30.34,1.05
30.63,1.02
30.95,1.09
31.28,1.07
31.59,0.97
31.89,1.06
32.19,1.04
32.49,1.07
32.81,1.09
33.14,1.05
33.44,1.02
33.74,0.97
34.04,1.11
34.36,1.02
34.67,1.09
34.97,0.97
35.31,1.01
35.62,1.00
35.93,1.04
36.21,1.08
36.53,1.03
36.85,1.14
37.16,1.05
37.46,1.01
37.78,1.05
38.12,1.03
38.46,0.98
38.78,1.06
39.09,0.98
39.41,1.00
39.71,1.09
40.00,1.10
40.33,1.00
40.64,1.06
40.95,1.09
41.25,1.01
41.58,1.03
41.89,1.04
42.22,1.10
42.51,1.05
42.82,1.07
43.13,1.06
43.46,1.09
43.76,1.04
44.07,1.09
44.40,1.02
44.71,1.07
45.03,1.04
45.35,1.05
45.68,1.09
