time,utilization
0.00,0.00
0.31,17.00
0.59,1.38
0.89,1.36
1.20,1.06
1.52,1.04
1.83,1.05
2.14,1.02
2.45,1.00
2.76,1.02
3.04,1.10
3.33,1.06
3.63,1.03
3.94,1.00
4.25,1.00
4.57,1.06
4.89,1.05
5.20,1.00
5.49,1.02
5.78,1.09
6.08,0.98
6.39,1.00
6.71,1.10
7.02,1.00
7.34,1.07
7.64,1.10
7.94,1.02
8.24,0.99
8.56,0.97
8.86,1.02
9.14,1.04
9.45,1.01
9.75,1.10
10.05,1.04
10.37,1.10
10.69,0.99
11.00,1.01
11.30,0.99
11.60,1.06
11.90,1.06
12.20,1.07
12.50,1.06
12.81,1.09
13.11,1.04
13.46,1.00
13.77,1.05
14.09,1.02
14.40,1.05
14.70,1.03
15.00,1.06
15.32,1.05
15.62,1.01
15.93,1.15
16.24,1.02
16.55,0.99
16.85,1.00
17.16,1.00
17.44,1.09
17.75,1.03
18.05,1.13
18.35,1.19
18.66,1.07
18.95,1.09
19.23,0.97
19.53,1.04
19.85,1.15
20.14,1.04
20.45,1.05
20.76,1.06
21.07,1.07
21.37,0.96
21.66,1.07
21.96,1.05
22.26,1.11
22.57,0.99
22.88,1.05
23.19,1.02
23.50,1.05
23.89,1.06
24.21,1.07
24.52,1.03
24.82,1.01
25.13,1.06
25.45,1.05
25.76,1.11
26.09,1.03
26.40,1.05
26.70,1.03
27.01,1.22
27.30,1.07
27.60,1.04
27.92,1.05
28.22,1.03
28.52,1.08
28.83,1.07
29.14,1.02
29.45,1.00
