time,utilization
0.00,0.00
0.28,18.82
0.55,1.50
0.82,1.63
1.09,0.97
1.37,1.09
1.64,1.07
1.92,1.00
2.20,1.04
2.47,1.02
2.75,1.03
3.03,1.03
3.31,0.96
3.59,1.12
3.86,1.11
4.14,1.16
4.42,1.06
4.70,1.07
4.97,1.07
5.25,1.06
5.53,1.12
5.80,1.08
6.09,1.09
6.36,1.04
6.65,1.04
6.93,1.05
7.21,1.38
7.49,1.05
7.85,1.09
8.13,0.99
8.40,1.09
8.68,1.03
8.96,1.15
9.24,1.01
9.52,1.03
9.80,1.08
10.08,1.06
10.39,1.00
10.67,1.10
10.95,1.07
11.23,1.05
11.51,1.06
11.80,1.06
12.08,1.09
12.35,1.02
12.63,1.10
12.92,1.09
13.20,1.06
13.48,1.06
13.76,1.05
14.04,1.11
14.32,1.02
14.60,1.01
14.89,1.14
15.16,1.05
15.44,1.04
15.72,1.14
15.99,1.03
16.27,1.06
16.55,1.08
16.84,1.03
17.11,1.09
17.39,1.11
17.67,1.03
17.96,1.09
18.24,1.02
18.52,1.11
18.80,1.04
19.08,1.07
19.36,1.00
19.64,1.02
19.95,1.03
20.23,1.05
20.51,1.07
20.79,1.05
21.07,1.10
21.35,1.05
21.63,1.05
21.91,1.10
22.19,1.05
22.47,1.10
22.76,1.04
23.04,1.17
23.31,1.05
23.60,1.07
23.87,1.14
24.16,1.05
24.44,1.07
24.73,1.07
25.01,1.05
25.29,1.09
25.57,1.08
25.84,1.08
26.12,1.03
26.40,1.11
26.68,1.07
26.95,1.06
27.23,1.07
27.51,1.05
27.79,1.07
28.07,1.04
28.35,1.12
28.63,1.03
28.90,1.18
29.21,1.00
29.50,1.08
29.78,1.07
30.06,1.11
30.34,1.03
30.62,1.04
30.91,1.06
31.19,1.05
31.48,1.09
31.76,0.99
32.04,1.01
32.32,1.05
32.60,1.08
32.88,1.08
33.16,1.00
33.44,1.07
33.72,1.03
33.99,1.06
