CPU Cap (W),GPU Cap (W),CPU_E (J),GPU_E (J),Runtime (s)
250,260,2266.05,2222.71,24.22
250,240,2268.3,2232.38,24.11
250,220,2250.62,2203.33,23.95
250,200,2281.97,2242.41,24.34
250,180,2269.76,2243.51,24.2
250,160,2299.5,2262.6,24.48
250,140,2280.0,2240.02,24.28
250,120,2264.85,2228.93,24.14
250,100,2241.49,2205.96,23.91
230,260,2269.1,2240.86,24.17
230,240,2302.39,2255.44,24.41
230,220,2260.82,2222.61,24.04
230,200,2277.64,2250.41,24.24
230,180,2269.04,2243.43,24.17
230,160,2271.12,2234.88,24.19
230,140,2282.37,2245.07,24.31
230,120,2299.21,2269.32,24.49
230,100,2263.88,2237.13,24.13
210,260,2260.13,2223.25,24.06
210,240,2264.1,2243.88,24.14
210,220,2263.12,2231.81,24.12
210,200,2245.14,2217.62,23.94
210,180,2251.36,2209.69,23.95
210,160,2271.22,2246.37,24.19
210,140,2261.96,2218.92,24.08
210,120,2251.64,2216.53,23.96
210,100,2290.23,2256.97,24.39
190,260,2254.74,2227.85,24.01
190,240,2269.55,2240.28,24.17
190,220,2249.92,2222.59,23.95
190,200,2274.59,2232.9,24.24
190,180,2267.0,2230.52,24.13
190,160,2291.88,2258.86,24.39
190,140,2273.48,2237.12,24.17
190,120,2265.58,2224.09,24.07
190,100,2263.56,2226.34,24.1
170,260,2273.25,2234.57,24.18
170,240,2267.33,2232.32,24.13
170,220,2292.4,2255.77,24.4
170,200,2283.54,2248.19,24.29
170,180,2272.25,2241.43,24.16
170,160,2269.24,2248.98,24.15
170,140,2264.49,2235.2,24.11
170,120,2254.7,2219.39,24.02
170,100,2251.28,2219.24,23.98
150,260,2285.88,2242.03,24.16
150,240,2311.56,2261.25,24.45
150,220,2268.56,2212.55,23.95
150,200,2344.93,2282.88,24.75
150,180,2279.63,2230.0,24.14
150,160,2268.68,2229.92,24.0
150,140,-259853.27,2235.74,24.22
150,120,2287.89,2240.11,24.19
150,100,2278.61,2214.39,24.06
130,260,2258.58,2215.59,23.92
