Time (s),GPU 0 SM Clock (MHz),GPU 0 Mem Clock (MHz)
14.646993637084961,765,1215
14.821113109588623,765,1215
14.97334885597229,765,1215
15.126487493515015,765,1215
15.264824151992798,765,1215
15.418084859848022,765,1215
15.552252769470215,765,1215
15.687756776809692,765,1215
15.820504665374756,765,1215
15.974460363388062,765,1215
16.13374972343445,765,1215
16.285033464431763,765,1215
16.456453323364258,765,1215
16.63217544555664,765,1215
16.766731023788452,765,1215
16.904317140579224,765,1215
17.037585020065308,765,1215
17.188572883605957,765,1215
17.35835599899292,765,1215
17.49435520172119,765,1215
17.62926483154297,765,1215
17.802690744400024,765,1215
17.94124460220337,765,1215
18.10086965560913,765,1215
18.24101448059082,765,1215
18.39540457725525,765,1215
18.546696186065674,765,1215
18.696820735931396,765,1215
18.829105615615845,765,1215
18.98202133178711,765,1215
19.131364822387695,765,1215
19.28243660926819,765,1215
19.434520959854126,765,1215
19.569681644439697,765,1215
19.70385432243347,765,1215
19.83874011039734,765,1215
19.97574210166931,765,1215
20.102896213531494,765,1215
20.245259761810303,765,1215
20.38241672515869,765,1215
20.53702712059021,765,1215
20.666001796722412,765,1215
20.801604509353638,765,1215
20.935043573379517,765,1215
21.082406044006348,765,1215
21.221497058868408,765,1215
21.35778546333313,765,1215
21.510451078414917,765,1215
21.64256715774536,765,1215
21.776424407958984,765,1215
21.914611339569092,765,1215
22.085279941558838,765,1215
22.25809359550476,765,1215
22.394580841064453,765,1215
22.55164623260498,765,1215
22.685197830200195,765,1215
22.821202278137207,765,1215
22.976016759872437,765,1215
23.11007523536682,765,1215
23.264488220214844,765,1215
23.39502263069153,765,1215
23.52738642692566,765,1215
23.663651704788208,765,1215
23.79718804359436,765,1215
23.96689009666443,765,1215
24.101298809051514,765,1215
24.235530376434326,765,1215
24.410741806030273,765,1215
24.577955722808838,765,1215
24.73068928718567,765,1215
24.889873027801514,765,1215
25.026551008224487,765,1215
25.160375356674194,765,1215
25.313591957092285,765,1215
25.449812412261963,765,1215
25.59779143333435,765,1215
25.754690885543823,765,1215
25.901803016662598,765,1215
26.050252676010132,765,1215
26.19212293624878,765,1215
26.32688856124878,765,1215
26.496103763580322,765,1215
26.630262851715088,765,1215
26.800395011901855,765,1215
26.934861421585083,765,1215
27.072166204452515,765,1215
27.207871675491333,765,1215
27.342305660247803,765,1215
27.47566866874695,765,1215
27.610422134399414,765,1215
27.746233224868774,765,1215
27.884581565856934,765,1215
28.054439783096313,765,1215
28.20893120765686,765,1215
28.361448764801025,765,1215
28.493456840515137,765,1215
28.66731595993042,765,1215
28.797911167144775,765,1215
28.949699640274048,765,1215
29.105838537216187,765,1215
29.280770540237427,765,1215
29.439335584640503,765,1215
29.573476314544678,765,1215
29.70547580718994,765,1215
29.840821504592896,765,1215
29.994274139404297,765,1215
30.126832008361816,765,1215
30.304158926010132,765,1215
30.44376540184021,765,1215
30.595890760421753,765,1215
30.753145456314087,765,1215
30.90638017654419,765,1215
31.03732991218567,765,1215
31.176231622695923,765,1215
31.31271529197693,765,1215
31.469664573669434,765,1215
31.639841556549072,765,1215
31.77395796775818,765,1215
31.90462303161621,765,1215
32.037896156311035,765,1215
32.170892000198364,765,1215
32.30097794532776,765,1215
32.45558571815491,765,1215
32.59088921546936,765,1215
32.76029443740845,765,1215
32.89160394668579,765,1215
33.025240421295166,765,1215
33.18446159362793,765,1215
33.341127157211304,765,1215
33.478036642074585,765,1215
33.611446142196655,765,1215
33.759780168533325,765,1215
33.91356086730957,765,1215
34.04376769065857,765,1215
34.181411266326904,765,1215
34.31708359718323,765,1215
34.47141075134277,765,1215
34.647281646728516,765,1215
34.779173612594604,765,1215
34.912148237228394,765,1215
35.06984829902649,765,1215
35.20390343666077,765,1215
35.38091206550598,765,1215
35.53262257575989,765,1215
35.6710410118103,765,1215
35.80399179458618,765,1215
35.93724536895752,765,1215
36.111963510513306,765,1215
36.27125787734985,765,1215
36.42210626602173,765,1215
36.55708861351013,765,1215
36.69047212600708,765,1215
36.82247352600098,765,1215
36.99760317802429,765,1215
37.147772789001465,765,1215
37.308247566223145,765,1215
37.48302149772644,765,1215
37.615811824798584,765,1215
37.75218963623047,765,1215
37.907113552093506,765,1215
38.040117025375366,765,1215
38.19909596443176,765,1215
38.33074498176575,765,1215
38.48124957084656,765,1215
38.62012577056885,765,1215
38.756696939468384,765,1215
38.89215588569641,765,1215
39.02394080162048,765,1215
39.158321142196655,765,1215
39.30955910682678,765,1215
39.458860635757446,765,1215
39.631325244903564,765,1215
39.78677463531494,765,1215
39.919758319854736,765,1215
40.079641342163086,765,1215
40.262847900390625,765,1215
40.3996741771698,765,1215
40.55767011642456,765,1215
40.70704770088196,765,1215
40.873727560043335,765,1215
41.02579164505005,765,1215
41.16683554649353,765,1215
41.31637263298035,765,1215
41.490663051605225,765,1215
41.63917422294617,765,1215
41.79348611831665,765,1215
41.92968940734863,765,1215
42.08642101287842,765,1215
42.22424840927124,765,1215
42.382094860076904,765,1215
42.534454345703125,765,1215
42.68701696395874,765,1215
42.85794806480408,765,1215
42.98943781852722,765,1215
43.12592029571533,765,1215
43.26411581039429,765,1215
43.3991756439209,765,1215
43.55138659477234,765,1215
43.70600938796997,765,1215
43.843873023986816,765,1215
43.978941917419434,765,1215
44.11380100250244,765,1215
44.25047826766968,765,1215
44.401671171188354,765,1215
44.55425190925598,765,1215
44.688475370407104,765,1215
44.86262774467468,765,1215
45.0185604095459,765,1215
45.157193660736084,765,1215
45.290995836257935,765,1215
45.44529438018799,765,1215
45.57359218597412,765,1215
45.69932556152344,765,1215
45.83375310897827,765,1215
45.9707612991333,765,1215
46.10561466217041,765,1215
46.24128270149231,765,1215
46.37586951255798,765,1215
46.509963035583496,765,1215
46.643070220947266,765,1215
46.79430651664734,765,1215
46.94281458854675,765,1215
47.07745909690857,765,1215
47.21647500991821,765,1215
47.37267303466797,765,1215
47.50747489929199,765,1215
47.68479776382446,765,1215
47.83937883377075,765,1215
47.96993064880371,765,1215
48.10908913612366,765,1215
48.264259338378906,765,1215
48.39738655090332,765,1215
48.5351984500885,765,1215
48.70488929748535,765,1215
48.85867190361023,765,1215
48.98884677886963,765,1215
49.12310600280762,765,1215
49.26111626625061,765,1215
49.399784564971924,765,1215
49.53544545173645,765,1215
49.71636748313904,765,1215
49.852603912353516,765,1215
49.986114263534546,765,1215
50.14415884017944,765,1215
50.30251502990723,765,1215
50.43745803833008,765,1215
50.56959557533264,765,1215
50.74268937110901,765,1215
50.88224959373474,765,1215
51.058287143707275,765,1215
51.19627809524536,765,1215
51.32945537567139,765,1215
51.48327302932739,765,1215
51.61329436302185,765,1215
51.74694538116455,765,1215
51.89453935623169,765,1215
52.06525468826294,765,1215
52.23701477050781,765,1215
52.413813829422,765,1215
52.54635977745056,765,1215
52.67821550369263,765,1215
52.83152985572815,765,1215
52.9670684337616,765,1215
53.102885484695435,765,1215
53.24278926849365,765,1215
53.41528010368347,765,1215
53.58558964729309,765,1215
53.73512268066406,765,1215
53.883376359939575,765,1215
54.04116654396057,765,1215
54.178762912750244,765,1215
54.329594373703,765,1215
54.462589502334595,765,1215
54.61306715011597,765,1215
54.74984884262085,765,1215
54.92986035346985,765,1215
55.0834002494812,765,1215
55.21549582481384,765,1215
55.3498797416687,765,1215
55.522496700286865,765,1215
55.6570405960083,765,1215
55.794079065322876,765,1215
55.947437047958374,765,1215
56.081846714019775,765,1215
56.21774244308472,765,1215
56.35299348831177,765,1215
56.49012541770935,765,1215
56.65824294090271,765,1215
56.82809567451477,765,1215
56.96017932891846,765,1215
57.089308977127075,765,1215
57.241684436798096,765,1215
57.37473273277283,765,1215
57.52686309814453,765,1215
57.70479941368103,765,1215
57.838056325912476,765,1215
58.00892162322998,765,1215
58.1952338218689,765,1215
58.332759141922,765,1215
58.46575593948364,765,1215
58.59904360771179,765,1215
58.770386934280396,765,1215
58.90995502471924,765,1215
59.07831358909607,765,1215
59.229450941085815,765,1215
59.38207769393921,765,1215
59.51687741279602,765,1215
59.67056846618652,765,1215
59.80654764175415,765,1215
59.94593119621277,765,1215
60.07759189605713,765,1215
60.23316693305969,765,1215
60.365299701690674,765,1215
60.501866817474365,765,1215
60.65693640708923,765,1215
60.82685708999634,765,1215
61.003283739089966,765,1215
61.15458369255066,765,1215
61.30822825431824,765,1215
61.44564962387085,765,1215
61.58079767227173,765,1215
61.71678304672241,765,1215
61.869847536087036,765,1215
62.00174903869629,765,1215
62.15077590942383,765,1215
62.288593769073486,765,1215
62.46175789833069,765,1215
62.59280037879944,765,1215
62.74748706817627,765,1215
62.88196110725403,765,1215
63.019131660461426,765,1215
63.15369963645935,765,1215
63.29507112503052,765,1215
63.443119049072266,765,1215
63.577654123306274,765,1215
63.718456506729126,765,1215
63.85481810569763,765,1215
63.98926615715027,765,1215
64.12504959106445,765,1215
64.29754567146301,765,1215
64.43123173713684,765,1215
64.6001968383789,765,1215
64.75723505020142,765,1215
64.93044352531433,765,1215
65.06398868560791,765,1215
65.20073223114014,765,1215
65.33463454246521,765,1215
65.46566319465637,765,1215
65.61529588699341,765,1215
65.784010887146,765,1215
65.9628119468689,765,1215
66.11490225791931,765,1215
66.26547861099243,765,1215
66.44074368476868,765,1215
66.62086415290833,765,1215
66.77285552024841,765,1215
66.90319657325745,765,1215
67.0567090511322,765,1215
67.19698643684387,765,1215
67.3497040271759,765,1215
67.50475358963013,765,1215
67.64044499397278,765,1215
67.77674627304077,765,1215
67.91085433959961,765,1215
68.04722332954407,765,1215
68.18673014640808,765,1215
68.35475444793701,765,1215
68.51665472984314,765,1215
68.66566514968872,765,1215
68.79673051834106,765,1215
68.93178296089172,765,1215
69.06887245178223,765,1215
69.22173404693604,765,1215
69.3880410194397,765,1215
69.54007649421692,765,1215
69.6754400730133,765,1215
69.81155323982239,765,1215
69.94484734535217,765,1215
70.07418918609619,765,1215
70.23291349411011,765,1215
70.41219520568848,765,1215
70.54437708854675,765,1215
70.69807600975037,765,1215
70.83491706848145,765,1215
70.97390794754028,765,1215
71.10924744606018,765,1215
71.24220895767212,765,1215
71.37352156639099,765,1215
71.50374126434326,765,1215
71.63284039497375,765,1215
71.78288507461548,765,1215
71.9500617980957,765,1215
72.08108687400818,765,1215
72.21758151054382,765,1215
72.38654899597168,765,1215
72.53831219673157,765,1215
72.71720170974731,765,1215
72.86980652809143,765,1215
73.00275874137878,765,1215
73.14005970954895,765,1215
73.2750141620636,765,1215
73.42412090301514,765,1215
73.55318665504456,765,1215
73.68385672569275,765,1215
73.81955742835999,765,1215
73.95369482040405,765,1215
74.09272837638855,765,1215
74.22073650360107,765,1215
74.35688352584839,765,1215
74.5093822479248,765,1215
74.64057636260986,765,1215
74.77404260635376,765,1215
74.90984582901001,765,1215
75.06188225746155,765,1215
75.19966650009155,765,1215
75.33239102363586,765,1215
75.50696802139282,765,1215
75.64008831977844,765,1215
75.77652335166931,765,1215
75.93062257766724,765,1215
76.08432793617249,765,1215
76.22089624404907,765,1215
76.35735750198364,765,1215
76.50781321525574,765,1215
76.66543698310852,765,1215
76.80069637298584,765,1215
76.97395324707031,765,1215
77.11088633537292,765,1215
77.2449951171875,765,1215
77.38161277770996,765,1215
77.51790070533752,765,1215
77.64775276184082,765,1215
77.78025245666504,765,1215
77.91559743881226,765,1215
78.04898309707642,765,1215
78.18224334716797,765,1215
78.33858251571655,765,1215
78.47369742393494,765,1215
78.6094617843628,765,1215
78.74518465995789,765,1215
78.87552833557129,765,1215
79.01149988174438,765,1215
79.14610052108765,765,1215
79.33282375335693,765,1215
79.48899507522583,765,1215
79.62565326690674,765,1215
79.77275538444519,765,1215
79.90902876853943,765,1215
80.06565737724304,765,1215
80.21926021575928,765,1215
80.3544750213623,765,1215
80.53189039230347,765,1215
80.712721824646,765,1215
80.87245392799377,765,1215
81.02710056304932,765,1215
81.20069742202759,765,1215
81.35703563690186,765,1215
81.4909462928772,765,1215
81.62594199180603,765,1215
81.75868701934814,765,1215
81.91063833236694,765,1215
82.04230761528015,765,1215
82.17985224723816,765,1215
82.31320786476135,765,1215
82.44876599311829,765,1215
82.58184766769409,765,1215
82.7361810207367,765,1215
82.87271213531494,765,1215
83.00923681259155,765,1215
83.16330409049988,765,1215
83.32188439369202,765,1215
83.4970314502716,765,1215
83.62762761116028,765,1215
83.80390286445618,765,1215
83.93694949150085,765,1215
84.09153628349304,765,1215
84.2265567779541,765,1215
84.36142683029175,765,1215
84.49228429794312,765,1215
84.62818717956543,765,1215
84.7860119342804,765,1215
84.91960382461548,765,1215
85.0559241771698,765,1215
85.21364736557007,765,1215
85.35435366630554,765,1215
85.53341698646545,765,1215
85.67238736152649,765,1215
85.80596780776978,765,1215
85.9438841342926,765,1215
86.10453343391418,765,1215
86.24207282066345,765,1215
86.37511396408081,765,1215
86.51287794113159,765,1215
86.64662408828735,765,1215
86.7819766998291,765,1215
86.91755843162537,765,1215
87.04983401298523,765,1215
87.18944430351257,765,1215
87.35911703109741,765,1215
87.49672508239746,765,1215
87.63368344306946,765,1215
87.7701153755188,765,1215
87.90740823745728,765,1215
88.0415985584259,765,1215
88.17494010925293,765,1215
88.31121516227722,765,1215
88.45885396003723,765,1215
88.59561920166016,765,1215
88.73055362701416,765,1215
88.86655473709106,765,1215
88.99969363212585,765,1215
89.13626885414124,765,1215
89.3130373954773,765,1215
89.46477460861206,765,1215
89.6449613571167,765,1215
89.77757740020752,765,1215
89.92601943016052,765,1215
90.06125211715698,765,1215
90.21793055534363,765,1215
90.35625147819519,765,1215
90.5300943851471,765,1215
90.70111441612244,765,1215
90.8379647731781,765,1215
90.97403144836426,765,1215
91.11059474945068,765,1215
91.25005412101746,765,1215
91.38581705093384,765,1215
91.53839135169983,765,1215
91.67277479171753,765,1215
91.80592465400696,765,1215
91.9566171169281,765,1215
92.09439516067505,765,1215
92.23205924034119,765,1215
92.40425848960876,765,1215
92.5615644454956,765,1215
92.69821691513062,765,1215
92.85082459449768,765,1215
92.98661017417908,765,1215
93.12523555755615,765,1215
93.26103615760803,765,1215
93.39277839660645,765,1215
93.52833008766174,765,1215
93.68388509750366,765,1215
93.81408286094666,765,1215
93.96912050247192,765,1215
94.12396812438965,765,1215
94.25947833061218,765,1215
94.3958671092987,765,1215
94.52995944023132,765,1215
94.66184902191162,765,1215
94.79548454284668,765,1215
94.9268753528595,765,1215
95.05627250671387,765,1215
95.19347810745239,765,1215
95.32484412193298,765,1215
95.49757218360901,765,1215
95.6513454914093,765,1215
95.78124260902405,765,1215
95.91433334350586,765,1215
96.0464653968811,765,1215
96.19858312606812,765,1215
96.33304524421692,765,1215
96.48617458343506,765,1215
96.62117338180542,765,1215
96.75571298599243,765,1215
96.9129867553711,765,1215
97.04784178733826,765,1215
97.18566584587097,765,1215
97.32184410095215,765,1215
97.47927570343018,765,1215
97.65866494178772,765,1215
97.78992056846619,765,1215
97.92706036567688,765,1215
98.06301617622375,765,1215
98.1996500492096,765,1215
98.33743906021118,765,1215
98.47351598739624,765,1215
98.60484719276428,765,1215
98.76076436042786,765,1215
98.91479158401489,765,1215
99.0507082939148,765,1215
99.19280219078064,765,1215
99.3233654499054,765,1215
99.45905017852783,765,1215
99.59211945533752,765,1215
99.74909591674805,765,1215
99.88563776016235,765,1215
100.06074070930481,765,1215
100.21686935424805,765,1215
100.38700819015503,765,1215
100.55419158935547,765,1215
100.68594861030579,765,1215
100.81664729118347,765,1215
100.95230317115784,765,1215
101.082927942276,765,1215
101.2197322845459,765,1215
101.35313677787781,765,1215
101.49073219299316,765,1215
101.66603446006775,765,1215
101.81742858886719,765,1215
101.94909858703613,765,1215
102.08113884925842,765,1215
102.2561388015747,765,1215
102.42658972740173,765,1215
102.56530332565308,765,1215
102.72111821174622,765,1215
102.85738325119019,765,1215
103.01263785362244,765,1215
103.14896774291992,765,1215
103.28024125099182,765,1215
103.45034503936768,765,1215
103.58192539215088,765,1215
103.71461296081543,765,1215
103.84678316116333,765,1215
103.9810700416565,765,1215
104.11808013916016,765,1215
104.2575831413269,765,1215
104.39736676216125,765,1215
104.5301296710968,765,1215
104.66782259941101,765,1215
104.80488228797913,765,1215
104.93825435638428,765,1215
105.09478998184204,765,1215
105.23369550704956,765,1215
105.36623215675354,765,1215
105.51776957511902,765,1215
105.64881634712219,765,1215
105.79783964157104,765,1215
105.96642971038818,765,1215
106.11838817596436,765,1215
106.29377841949463,765,1215
106.4246244430542,765,1215
106.58195185661316,765,1215
106.72107791900635,765,1215
106.86238741874695,765,1215
107.03458762168884,765,1215
107.19041895866394,765,1215
107.35880517959595,765,1215
107.49193692207336,765,1215
107.62624216079712,765,1215
107.76825451850891,765,1215
107.9232931137085,765,1215
108.06114459037781,765,1215
108.1953866481781,765,1215
108.35112714767456,765,1215
108.50341606140137,765,1215
108.63732242584229,765,1215
108.77221632003784,765,1215
108.93287014961243,765,1215
109.06897377967834,765,1215
109.24401473999023,765,1215
109.37828350067139,765,1215
109.51407742500305,765,1215
109.65036201477051,765,1215
109.78663730621338,765,1215
109.92390441894531,765,1215
110.0622808933258,765,1215
110.2003276348114,765,1215
110.33451247215271,765,1215
110.46953344345093,765,1215
110.60595750808716,765,1215
110.74328470230103,765,1215
110.9177598953247,765,1215
111.05356311798096,765,1215
111.19045996665955,765,1215
111.3591377735138,765,1215
111.51321005821228,765,1215
111.66406154632568,765,1215
111.81784105300903,765,1215
111.95033550262451,765,1215
112.08916211128235,765,1215
112.22302508354187,765,1215
112.36024212837219,765,1215
112.5194799900055,765,1215
112.65428948402405,765,1215
112.79138684272766,765,1215
112.9236969947815,765,1215
113.10084748268127,765,1215
113.25823545455933,765,1215
113.4109582901001,765,1215
113.56486797332764,765,1215
113.70244789123535,765,1215
113.861013174057,765,1215
114.00209140777588,765,1215
114.13885474205017,765,1215
114.27635288238525,765,1215
114.42713260650635,765,1215
114.59422278404236,765,1215
114.73111462593079,765,1215
114.9096028804779,765,1215
115.0454318523407,765,1215
115.18463826179504,765,1215
115.3165602684021,765,1215
115.47188258171082,765,1215
115.62720918655396,765,1215
115.76072072982788,765,1215
115.89779758453369,765,1215
116.02430176734924,765,1215
116.17899465560913,765,1215
116.31578135490417,765,1215
116.44906497001648,765,1215
116.57886290550232,765,1215
116.7479419708252,765,1215
116.90621852874756,765,1215
117.03783917427063,765,1215
117.19182467460632,765,1215
117.32506442070007,765,1215
117.48147201538086,765,1215
117.6423990726471,765,1215
117.77832245826721,765,1215
117.91106820106506,765,1215
118.04449033737183,765,1215
118.20046496391296,765,1215
118.33471918106079,765,1215
118.49318075180054,765,1215
118.67258715629578,765,1215
118.8102195262909,765,1215
118.96271657943726,765,1215
119.10125088691711,765,1215
119.23756623268127,765,1215
119.39562392234802,765,1215
119.5313172340393,765,1215
119.71206641197205,765,1215
119.86165833473206,765,1215
119.99905633926392,765,1215
120.14734292030334,765,1215
120.32558679580688,765,1215
120.46300005912781,765,1215
120.59926414489746,765,1215
120.73643231391907,765,1215
120.8703544139862,765,1215
121.0213258266449,765,1215
121.19256711006165,765,1215
121.34762048721313,765,1215
121.48151636123657,765,1215
121.63057827949524,765,1215
121.79828763008118,765,1215
121.93501782417297,765,1215
122.07301759719849,765,1215
122.21515011787415,765,1215
122.3514633178711,765,1215
122.50255012512207,765,1215
122.63675570487976,765,1215
122.79312086105347,765,1215
122.92970561981201,765,1215
123.06343269348145,765,1215
123.24272751808167,765,1215
123.37382245063782,765,1215
123.52618765830994,765,1215
123.66321563720703,765,1215
123.79555416107178,765,1215
123.93465089797974,765,1215
124.06972432136536,765,1215
124.22197031974792,765,1215
124.39501786231995,765,1215
124.52941703796387,765,1215
124.6632513999939,765,1215
124.79690194129944,765,1215
124.95150780677795,765,1215
125.08838367462158,765,1215
125.21717739105225,765,1215
125.37328028678894,765,1215
125.5232150554657,765,1215
125.67237877845764,765,1215
125.81088781356812,765,1215
125.9583351612091,765,1215
126.09540581703186,765,1215
126.24098801612854,765,1215
126.38956618309021,765,1215
126.52221703529358,765,1215
126.65403604507446,765,1215
126.78645467758179,765,1215
126.93937253952026,765,1215
127.09102249145508,765,1215
127.24621248245239,765,1215
127.41785383224487,765,1215
127.58862543106079,765,1215
127.72572779655457,765,1215
127.87441825866699,765,1215
128.00900626182556,765,1215
128.13685154914856,765,1215
128.28971791267395,765,1215
128.4483654499054,765,1215
128.58646631240845,765,1215
128.72218942642212,765,1215
128.85721230506897,765,1215
128.98803281784058,765,1215
129.12365055084229,765,1215
129.26191115379333,765,1215
129.39614629745483,765,1215
129.57660722732544,765,1215
129.72781109809875,765,1215
129.86441659927368,765,1215
129.99884629249573,765,1215
130.13040113449097,765,1215
130.26663494110107,765,1215
130.42224740982056,765,1215
130.55899047851562,765,1215
130.69406652450562,765,1215
130.8293809890747,765,1215
130.96143460273743,765,1215
131.0968565940857,765,1215
131.2688889503479,765,1215
131.40584588050842,765,1215
131.54215812683105,765,1215
131.69588422775269,765,1215
131.87725806236267,765,1215
132.00976824760437,765,1215
132.16466975212097,765,1215
132.3044981956482,765,1215
132.43951988220215,765,1215
132.61351490020752,765,1215
132.75034642219543,765,1215
132.88669204711914,765,1215
133.02229690551758,765,1215
133.16076564788818,765,1215
133.30067324638367,765,1215
133.45995259284973,765,1215
133.5943307876587,765,1215
133.7281985282898,765,1215
133.8830943107605,765,1215
134.0529592037201,765,1215
134.18999791145325,765,1215
134.32607293128967,765,1215
134.4989001750946,765,1215
134.63409972190857,765,1215
134.8029465675354,765,1215
134.9359724521637,765,1215
135.0695354938507,765,1215
135.20321607589722,765,1215
135.33495259284973,765,1215
135.48670744895935,765,1215
135.62326550483704,765,1215
135.7566204071045,765,1215
135.93700861930847,765,1215
136.08761548995972,765,1215
136.24843335151672,765,1215
136.3851020336151,765,1215
136.5214445590973,765,1215
136.69724678993225,765,1215
136.8571810722351,765,1215
136.9936637878418,765,1215
137.1300573348999,765,1215
137.26796293258667,765,1215
137.44295501708984,765,1215
137.58227062225342,765,1215
137.73137712478638,765,1215
137.86685419082642,765,1215
138.0383174419403,765,1215
138.17651295661926,765,1215
138.3286247253418,765,1215
138.46588444709778,765,1215
138.6018831729889,765,1215
138.75112581253052,765,1215
138.92140197753906,765,1215
139.05733942985535,765,1215
139.1895890235901,765,1215
139.3461730480194,765,1215
139.4951012134552,765,1215
139.63376379013062,765,1215
139.78656268119812,765,1215
139.92119073867798,765,1215
140.05370616912842,765,1215
140.21640515327454,765,1215
140.35286116600037,765,1215
140.48728489875793,765,1215
140.62401628494263,765,1215
140.78155541419983,765,1215
140.9544415473938,765,1215
141.11262035369873,765,1215
141.2691411972046,765,1215
141.40581798553467,765,1215
141.5411298274994,765,1215
141.6825144290924,765,1215
141.83600568771362,765,1215
141.97125506401062,765,1215
142.10707569122314,765,1215
142.2465043067932,765,1215
142.38242745399475,765,1215
142.55796837806702,765,1215
142.6958577632904,765,1215
142.84991431236267,765,1215
142.98512387275696,765,1215
143.12089657783508,765,1215
143.26371049880981,765,1215
143.39831566810608,765,1215
143.52978920936584,765,1215
143.66653871536255,765,1215
143.81763768196106,765,1215
143.99251890182495,765,1215
144.12729167938232,765,1215
144.259507894516,765,1215
144.41529083251953,765,1215
144.58188366889954,765,1215
144.71676182746887,765,1215
144.8722047805786,765,1215
145.02643632888794,765,1215
145.16434049606323,765,1215
145.3012626171112,765,1215
145.45527124404907,765,1215
145.59202980995178,765,1215
145.72918844223022,765,1215
145.87848711013794,765,1215
146.03509545326233,765,1215
146.17216992378235,765,1215
146.3091082572937,765,1215
146.44666457176208,765,1215
146.60582947731018,765,1215
146.75946879386902,765,1215
146.91451501846313,765,1215
147.05014085769653,765,1215
147.229186296463,1410,1215
147.3599452972412,1410,1215
