CPU Cap (W),GPU Cap (W),CPU_E (J),GPU_E (J),Runtime (s)
250,260,3145.16,1845.38,32.74
110,260,3099.21,1845.6,33.17
95,260,3114.72,1948.5,38.31
90,260,3018.99,1905.76,39.15
85,260,3241.6,2007.21,43.59
80,260,3021.61,1968.81,44.04
75,260,3171.97,2015.34,49.37
70,260,3610.17,2128.19,60.16
65,260,3873.21,2299.41,66.74
250,260,3142.46,1797.74,32.79
110,260,3098.06,1881.31,33.14
95,260,2841.44,1873.6,35.08
90,260,3009.25,1929.6,39.07
85,260,3000.25,1972.01,40.98
80,260,3002.51,2038.67,43.8
75,260,3542.98,2125.3,56.61
70,260,3546.05,2138.73,58.9
65,260,3849.29,2231.29,66.26
250,260,3126.35,1848.21,32.83
110,260,3100.8,1869.7,33.31
95,260,2835.95,1916.12,34.98
90,260,-259139.11,1890.68,38.92
85,260,3066.55,2030.46,41.98
80,260,3096.19,1969.7,45.33
75,260,3123.1,2039.83,48.52
70,260,3551.84,2136.85,59.19
65,260,3878.69,2306.38,66.83
