CPU Cap (W),GPU Cap (W),CPU_E (J),GPU_E (J),Runtime (s)
250,260,4145.36,1946.64,43.88
110,260,4137.0,1943.22,44.22
95,260,4095.48,2058.06,50.41
90,260,3972.27,2085.68,51.38
85,260,3958.53,2119.17,53.94
80,260,3906.55,2132.36,56.79
75,260,4000.14,2109.01,58.81
70,260,4527.13,2353.39,74.83
65,260,5230.9,2604.9,90.3
250,260,4137.97,1987.16,43.84
110,260,4147.5,1972.2,44.18
95,260,4345.68,2101.73,53.67
90,260,4040.24,2092.35,52.38
85,260,3993.91,2134.93,54.38
80,260,3888.84,2160.69,56.22
75,260,4112.43,2259.41,63.25
70,260,4635.72,2324.58,76.72
65,260,5242.41,2564.51,90.41
250,260,4134.04,1999.65,43.76
110,260,4159.04,1996.84,44.19
95,260,4226.58,2100.48,52.22
90,260,4022.5,2066.5,52.14
85,260,3992.62,2130.94,54.39
80,260,4385.88,2189.24,63.59
75,260,4074.74,2258.15,62.77
70,260,4623.54,2335.02,76.56
65,260,5240.43,2604.27,90.32
