CPU Cap (W),GPU Cap (W),CPU_E (J),GPU_E (J),Runtime (s)
250,260,624.46,458.26,6.54
250,240,625.81,460.67,6.51
250,220,686.06,506.84,7.12
250,200,635.88,467.43,6.57
250,180,622.3,470.65,6.47
250,160,634.48,473.8,6.6
250,140,628.41,473.98,6.52
250,120,625.12,480.0,6.53
250,100,624.96,476.56,6.51
110,260,618.3,488.71,6.6
110,240,619.88,489.76,6.64
110,220,619.91,489.89,6.65
110,200,629.98,491.8,6.67
110,180,617.03,494.97,6.62
110,160,619.23,494.4,6.63
110,140,629.55,495.36,6.67
110,120,614.02,496.12,6.61
110,100,612.78,497.54,6.57
95,260,586.97,543.21,7.21
95,240,653.49,606.22,8.09
95,220,601.69,553.02,7.36
95,200,595.8,553.34,7.32
95,180,630.13,575.64,7.73
95,160,605.71,543.6,7.38
95,140,602.81,545.24,7.39
95,120,595.55,545.23,7.33
95,100,588.21,522.91,7.17
90,260,610.1,577.19,7.79
90,240,642.62,597.18,8.25
90,220,604.21,576.96,7.73
90,200,587.86,554.83,7.53
90,180,596.56,556.67,7.59
90,160,596.0,557.59,7.64
90,140,596.23,559.35,7.63
90,120,648.54,623.41,8.36
90,100,589.05,557.51,7.55
85,260,576.86,571.86,7.69
85,240,587.76,581.25,7.86
85,220,587.51,578.94,7.85
85,200,585.94,580.25,7.8
85,180,587.27,580.6,7.85
85,160,599.08,590.8,7.98
85,140,601.28,590.69,8.06
85,120,-261551.25,590.8,7.92
85,100,628.81,613.89,8.39
80,260,643.49,678.68,9.09
80,240,647.69,680.26,9.11
80,220,605.02,624.16,8.46
80,200,642.65,678.55,9.05
80,180,642.08,679.05,9.09
80,160,644.12,668.85,9.07
80,140,655.24,689.51,9.24
80,120,641.21,679.96,9.04
80,100,642.68,676.89,9.05
75,260,680.35,750.93,10.16
75,240,682.49,756.1,10.18
75,220,691.13,770.78,10.33
75,200,675.54,756.73,10.11
75,180,672.79,745.81,10.05
75,160,675.67,743.49,10.05
75,140,683.35,767.84,10.26
75,120,673.85,752.71,10.11
75,100,673.82,755.14,10.05
70,260,694.19,830.17,11.21
70,240,698.47,839.05,11.32
70,220,712.34,860.46,11.51
70,200,695.93,840.26,11.24
70,180,713.1,854.05,11.52
70,160,702.85,847.35,11.42
70,140,700.55,837.02,11.33
70,120,710.83,848.42,11.49
70,100,719.41,856.48,11.54
65,260,774.99,985.58,13.23
65,240,503.52,603.77,8.41
65,220,769.92,976.78,13.13
65,200,772.07,966.83,13.07
65,180,772.58,975.78,13.14
65,160,768.28,979.86,13.13
65,140,765.63,967.44,13.01
65,120,776.82,975.29,13.17
65,100,774.71,988.62,13.25
250,260,627.85,466.46,6.55
250,240,627.37,468.01,6.52
250,220,633.81,484.24,6.58
250,200,626.47,473.01,6.49
250,180,679.7,518.41,7.1
250,160,634.12,479.77,6.56
250,140,634.18,495.56,6.62
250,120,625.67,484.36,6.54
250,100,673.59,527.83,7.01
110,260,627.51,496.14,6.67
110,240,624.74,497.51,6.66
110,220,630.11,511.61,6.81
110,200,618.45,497.4,6.65
110,180,627.64,497.14,6.67
110,160,627.21,497.35,6.66
110,140,628.55,498.55,6.66
110,120,615.37,497.05,6.61
110,100,620.39,499.77,6.63
95,260,597.62,544.58,7.32
95,240,597.34,545.85,7.31
95,220,595.94,546.05,7.26
