CPU Cap (W),GPU Cap (W),CPU_E (J),GPU_E (J),Runtime (s)
65,100,425.77,456.54,7.49
65,120,430.08,458.34,7.51
65,140,429.43,457.0,7.51
65,160,424.77,444.56,7.42
65,180,428.15,456.0,7.51
65,200,423.22,456.23,7.47
65,220,423.17,455.85,7.48
65,240,421.33,454.87,7.45
65,260,446.08,470.56,7.81
70,100,409.2,415.49,6.87
70,120,413.61,415.7,6.91
70,140,408.37,406.61,6.83
70,160,402.89,408.08,6.71
70,180,391.55,397.74,6.58
70,200,391.78,386.66,6.56
70,220,388.89,387.04,6.53
70,240,414.29,415.2,6.96
70,260,412.68,414.57,6.97
75,100,354.46,331.99,5.52
75,120,349.56,322.83,5.47
75,140,362.67,331.53,5.6
75,160,349.62,322.41,5.47
75,180,367.42,340.02,5.71
75,200,353.93,330.84,5.52
75,220,355.19,321.58,5.5
75,240,354.39,332.06,5.53
75,260,378.26,360.02,6.03
80,100,339.79,295.7,4.97
80,120,359.3,312.77,5.26
80,140,389.59,321.08,5.49
80,160,367.63,320.26,5.42
80,180,346.18,302.84,5.06
80,200,360.07,312.37,5.25
80,220,368.35,321.1,5.42
80,240,334.1,295.92,4.94
80,260,347.54,303.89,5.11
85,100,344.63,284.62,4.79
85,120,343.16,285.57,4.79
85,140,356.49,293.72,4.94
85,160,329.38,266.49,4.57
85,180,359.05,293.3,4.98
85,200,307.51,249.59,4.33
85,220,400.21,331.78,5.52
85,240,403.24,331.49,5.56
85,260,316.49,258.32,4.42
90,100,377.28,293.23,4.95
90,120,315.49,248.73,4.19
90,140,312.36,239.95,4.12
90,160,378.17,301.96,5.0
90,180,339.43,267.38,4.49
90,200,334.07,258.25,4.4
90,220,316.6,248.61,4.18
90,240,324.02,249.18,4.3
90,260,362.37,284.38,4.82
95,100,309.17,231.73,3.91
95,120,310.19,231.07,3.93
95,140,314.78,230.75,3.94
95,160,348.76,267.79,4.51
95,180,325.38,240.18,4.09
95,200,322.94,240.44,4.04
95,220,317.76,230.94,4.01
95,240,324.59,240.28,4.08
95,260,309.55,231.9,3.92
110,100,320.49,213.08,3.57
110,120,320.54,212.7,3.59
110,140,321.48,213.12,3.59
110,160,323.33,203.35,3.58
110,180,324.01,203.85,3.59
110,200,321.52,213.06,3.59
110,220,320.58,213.52,3.59
110,240,321.97,203.52,3.56
110,260,323.47,203.8,3.57
120,100,322.68,215.6,3.58
120,120,324.43,204.56,3.55
120,140,320.98,212.97,3.57
120,160,324.5,213.74,3.58
120,180,324.36,203.94,3.55
120,200,350.79,230.65,3.91
120,220,322.15,213.91,3.57
120,240,324.73,204.1,3.56
120,260,324.52,212.78,3.61
65,100,421.52,430.46,7.14
65,120,458.18,464.67,7.75
65,140,464.03,498.88,8.27
65,160,430.79,428.53,7.29
65,180,448.4,469.3,7.89
65,200,440.83,443.71,7.46
65,220,448.18,475.08,7.91
65,240,425.6,418.34,7.12
65,260,446.83,473.61,7.92
70,100,396.57,401.45,6.65
70,120,400.4,400.26,6.65
70,140,385.59,391.56,6.49
70,160,413.64,418.67,6.9
70,180,416.01,419.03,6.94
70,200,399.06,400.99,6.63
70,220,390.84,391.47,6.53
70,240,414.18,419.33,6.9
70,260,412.51,417.6,6.91
75,100,373.62,353.69,5.84
75,120,352.9,335.09,5.5
75,140,354.01,335.25,5.55
75,160,360.67,333.38,5.57
75,180,377.69,365.12,6.06
75,200,366.43,343.55,5.7
75,220,353.43,334.25,5.51
75,240,360.37,335.03,5.58
75,260,354.42,334.66,5.57
80,100,361.55,315.7,5.29
80,120,347.49,297.69,5.09
